[00:00:03--00:00:05] 大家都知道图像是大自然创造的
[02:15:51--02:15:54] 一个非常小的技术细节是需要突破
[02:15:54--02:15:58] 对但我刚刚说的就是上一代
[02:15:58--02:16:01] 或者当前这一代RO
[02:16:01--02:16:04] Ruby RO它面临的最大问题其实还是环境
[02:16:04--02:16:06] 环境不可修改
[02:16:06--02:16:09] 你需要非常多的人去做标准
[02:16:09--02:16:10] 对对这个
[02:16:10--02:16:14] 而且这个跟人类是完全不一样
[02:16:14--02:16:15] 对
[02:16:15--02:16:17] 人类它应该具有在
[02:16:17--02:16:21] 在那个就是空间里面自主探索
[02:16:21--02:16:25] 就是跟环境沟通中不断的
[02:16:25--02:16:28] 进步它自己这样的一个能力
[02:16:28--02:16:30] 这里面又涉及两个技术细节
[02:16:30--02:16:34] 就是一个就是还是叫做无限长创下文的建模
[02:16:34--02:16:38] 其实就跟刚刚那个Long Context就建立关系了
[02:16:38--02:16:41] 在无限长因为真实的环境它就是一个无限长序列
[02:16:41--02:16:43] 而且是个动态的
[02:16:43--02:16:45] 就没有稳态的这样的一个界面
[02:16:45--02:16:48] 第二个就是学习算法
[02:16:48--02:16:50] 尤其学习算法中尤其关键的就刚刚说的
[02:16:50--02:16:55] 如何从这个自然语或者非结构化反馈中
[02:16:55--02:16:57] 来提升自己
[02:16:57--02:17:03] 以及你要如何如何设计你的就是叫内生奖励
[02:17:03--02:17:06] 对就内生奖励就是说就驱使你这个模型
[02:17:06--02:17:10] 如何更新你自己的权重参数来适应这个世界
[02:17:10--02:17:13] 对这个其实就是下一代自主学习
[02:17:13--02:17:15] 对有要解决的问题
[02:17:15--02:17:19] 对我们经常说这个自主学习跟在线学习经常是绑定到一起
[02:17:19--02:17:21] 因为像我刚刚说的这个模式
[02:17:21--02:17:22] 如果你能搞定自主
[02:17:22--02:17:25] 那为什么不不把它放到真实环境中
[02:17:25--02:17:26] 玩一玩
[02:17:26--02:17:28] 对那其实它就是一个在线模式
[02:17:28--02:17:31] 所以这两个件事其实是绑定的
[02:17:31--02:17:35] 这个也是我们就是下一步就是要做的
[02:17:35--02:17:38] 就是要我这边会重点投入的一个东西
[02:17:38--02:17:41] 他提到多么太退GBT40了
[02:17:41--02:17:42] 可能一年以内
[02:17:42--02:17:44] 那自主学习和在线学习
[02:17:44--02:17:46] 你估计这个时间表会有
[02:17:46--02:17:48] 时间表会推迟一些
[02:17:48--02:17:49] 但我认为也不会太多
[02:17:49--02:17:50] 两到三年
[02:17:50--02:17:52] 对可能都不需要两年以内
[02:17:52--02:17:54] 我两年以内
[02:17:55--02:17:58] 因为现在研究这块的人已经非常多
[02:17:58--02:18:02] 我是觉得很有可能就是不用特别久
[02:18:02--02:18:04] 这一块就就会有突破
[02:18:04--02:18:06] 如果你干关注学术界就会发现
[02:18:06--02:18:09] 这块现在也是一个研究的大任
[02:18:09--02:18:12] 比如伊犁
[02:18:12--02:18:14] 如果自主学习在线学习突破了
[02:18:14--02:18:17] 那其实公有的知识跟很多领域的专有的知识
[02:18:17--02:18:21] 企业的私有的知识有可能会融合的很快
[02:18:21--02:18:24] 比如说一个自主学习的agent在咱们公司那个学习
[02:18:25--02:18:28] 我们公司的很多脑毫都学的我们公司最强
[02:18:28--02:18:28] 对吧
[02:18:28--02:18:30] 而且可以识恋高度的定制化
[02:18:30--02:18:33] 就这个这个正能体就是你公司的员工
[02:18:33--02:18:34] 嗯
[02:18:34--02:18:37] 对就是他在这专为你定制
[02:18:37--02:18:39] 当然这里面会有很多系统上的挑战
[02:18:39--02:18:41] 就比如说你怎么复制怎么迁移
[02:18:41--02:18:42] 比如说
[02:18:42--02:18:43] 比如上帝造人了
[02:18:43--02:18:44] 也就是其实留下一个大bug
[02:18:44--02:18:46] 就是说这个人的记忆
[02:18:46--02:18:49] 他没法很容易的给那些人
[02:18:49--02:18:51] 对其实自主学习实现以后
[02:18:51--02:18:52] 他也有这个问题
[02:18:52--02:18:54] 就是你要怎么融合两个人
[02:18:54--02:18:55] 两个客体
[02:18:55--02:18:58] 对这也是这也是一个比较难的问题
[02:18:58--02:19:00] 当然这也取决于这个建模
[02:19:01--02:19:02] 这个建模的方式
[02:19:02--02:19:02] 对
[02:19:03--02:19:04] 如果自主学习实现了
[02:19:04--02:19:08] 你感觉对今天的基础模型这个范式会有多大影响
[02:19:08--02:19:09] 因为他学习效率更高了
[02:19:09--02:19:10] 嗯
[02:19:10--02:19:13] 他有限的数据很少的数据可以学得很快
[02:19:13--02:19:13] 对
[02:19:13--02:19:19] 那今天这些他是给未来的一个叠加式的一个一个技术的底座
[02:19:19--02:19:23] 还是说他会现有的东西可能未来的重要性就没有那么重要
[02:19:23--02:19:24] 嗯
[02:19:24--02:19:25] 这个是很难预判的
[02:19:25--02:19:31] 就是基本上每一次迭代你会发现你都得把这里其实最难的认知
[02:19:31--02:19:34] 不管是颠覆式还是渐进式
[02:19:34--02:19:36] 他都有可能有可能就是个小休小改
[02:19:36--02:19:39] 甚至有可能就是就是一个损失函数的事
[02:19:39--02:19:40] 哈哈
[02:19:40--02:19:42] 解决了一个损失函数就就就搞了
[02:19:42--02:19:44] 他有可能解决非常简单
[02:19:44--02:19:45] 也有可能会非常复杂
[02:19:45--02:19:46] 对啊
[02:19:46--02:19:48] 但是基本上从历史上来看啊
[02:19:48--02:19:52] 就这里面最关键的点还是在于认知
[02:19:52--02:19:52] 嗯
[02:19:52--02:19:54] 你只有把上一代做的
[02:19:54--02:19:55] 比较完善了
[02:19:55--02:19:57] 你才能充分理解到他的边界在哪
[02:19:57--02:19:59] 我的问题在哪啊
[02:19:59--02:20:00] 这个认知
[02:20:00--02:20:07] 所以未来两年可能我们还能再看到至少两个GPC4的时刻
[02:20:07--02:20:10] 一个是多么泰的推理
[02:20:10--02:20:14] 一个是自主学习或在线学习
[02:20:14--02:20:17] 觉得还会有更多的GPC4的时刻
[02:20:17--02:20:19] 剩下的就不好预估了
[02:20:19--02:20:22] 现在Google还有一个就是Agent
[02:20:22--02:20:25] 可能在未来一两年大规模的做有精心的
[02:20:25--02:20:28] 任务他们觉得这个可能是一个
[02:20:28--02:20:29] 我想澄清一点
[02:20:29--02:20:33] 现在的Agent和OpenAI提的很可能不是一件事
[02:20:33--02:20:36] OpenAI的5级智能度的5级分类法
[02:20:36--02:20:38] 它其实是非常有逻辑的
[02:20:38--02:20:40] 它第一级是Chatbot
[02:20:40--02:20:41] 第二级是Rhythm
[02:20:41--02:20:43] 第三级是Agent
[02:20:43--02:20:46] 我想做的就是它Agent
[02:20:46--02:20:48] 跟我们今天说的Agent应用
[02:20:48--02:20:49] 还是差别挺大的
[02:20:49--02:20:51] 它是一个很大的分类
[02:20:51--02:20:52] 它是一个很大的分类
[02:20:52--02:20:53] 它是一个很大的分类
[02:20:53--02:20:54] 它是一个很大的分类
[02:20:54--02:20:55] 它是一个很大的分类
[02:20:55--02:20:56] 对
[02:20:56--02:20:58] 你会发现OpenAI的这三个分级
[02:20:58--02:21:01] 它5级分级
[02:21:01--02:21:03] 它其实背后的潜台词是
[02:21:03--02:21:06] 每一代的分级它都得有一个
[02:21:06--02:21:09] 全新的算法的产生
[02:21:09--02:21:11] 比如说Chatbot的这个时代
[02:21:11--02:21:13] 它本质就是Next-Win Modulation
[02:21:13--02:21:14] 之所以要Rhythm
[02:21:14--02:21:16] 它硬要把它的O系列启动
[02:21:16--02:21:19] 因为它把强势微电R做了
[02:21:19--02:21:22] 而且R会往后越来越Scaling
[02:21:22--02:21:23] 对
[02:21:23--02:21:24] 所以R主导的这个时代
[02:21:24--02:21:25] 它把这个
[02:21:25--02:21:26] 它叫做Rhythm
[02:21:26--02:21:28] 那Agent你自然就可以想
[02:21:28--02:21:29] 那是什么商务
[02:21:29--02:21:31] 我认为就是自主在线学习
[02:21:31--02:21:32] 就是在线学习
[02:21:32--02:21:33] 因为Agent这个东西
[02:21:33--02:21:37] 它定义的特别强调自主性
[02:21:37--02:21:40] 就是说我不需要人工设计这么多环境
[02:21:40--02:21:42] 我人工给它定义这么多规则
[02:21:42--02:21:44] 就是相当于
[02:21:44--02:21:46] 相当于现在的这个Rhythm的系统
[02:21:46--02:21:48] 就感觉还是一个PPI的
[02:21:48--02:21:49] 就是说
[02:21:49--02:21:51] 就第一是它训练结束
[02:21:51--02:21:53] 它就不能再继续improve了
[02:21:53--02:21:54] 第二它的训练过程
[02:21:54--02:21:56] 完全依赖
[02:21:56--02:21:58] 就人工给它定了目标
[02:21:58--02:22:00] 当然比那个NTP要好一些的是
[02:22:00--02:22:02] NTP你不仅要给目标
[02:22:02--02:22:03] 你还要
[02:22:03--02:22:04] 你让它背
[02:22:04--02:22:06] 你要还要把路径达到这个目标背
[02:22:06--02:22:07] 你给我背下来
[02:22:07--02:22:09] 就这条路
[02:22:09--02:22:11] 现在是我给你个目标
[02:22:11--02:22:12] 你去实现去吧
[02:22:12--02:22:13] 但是在自主学习
[02:22:13--02:22:16] 它全都会把这个目标这一块也要反导
[02:22:16--02:22:18] 所以你得自己去找目标
[02:22:18--02:22:19] 自己探索
[02:22:19--02:22:21] 就自己学习自己的价值
[02:22:21--02:22:23] 对这个是Agent时代
[02:22:23--02:22:26] 因为它定义为它能够独立工作
[02:22:26--02:22:27] 你要能独立工作
[02:22:27--02:22:28] 自我进化
[02:22:28--02:22:30] 你必须得有这样一套机器
[02:22:30--02:22:32] 所以它是要有新算法
[02:22:32--02:22:33] 对
[02:22:33--02:22:35] 今天我们说Agent更多是应用
[02:22:35--02:22:38] 它其实是把一个复杂的APAP量也搭了一块
[02:22:38--02:22:40] 或者是藉由今天的
[02:22:40--02:22:42] 今天的这个Rhythm的模型
[02:22:42--02:22:43] 这一代的这个R的机制
[02:22:43--02:22:44] 你看现在大家突然
[02:22:44--02:22:46] 普遍在图一叫工具
[02:22:46--02:22:49] 叫function call进那个Lang COD
[02:22:49--02:22:50] 其实就意思是
[02:22:50--02:22:52] 让function call这件事
[02:22:52--02:22:53] 让它更加智能
[02:22:53--02:22:55] 就是按需调用
[02:22:55--02:22:57] 对它其实这一代Agent
[02:22:57--02:23:00] 更多的还是Rhythm的这一台
[02:23:00--02:23:01] 这个时代的想法
[02:23:01--02:23:05] 就是说把一系列系统给它串起来
[02:23:05--02:23:07] 然后有个统一的KPI
[02:23:07--02:23:09] 你们尽可能你随便输出
[02:23:09--02:23:12] 最后你要让我那个KPI最大化
[02:23:12--02:23:13] 就结束了
[02:23:13--02:23:15] 这还是Rhythm的这个时代的思路
[02:23:15--02:23:16] 这个解释有意思
[02:23:16--02:23:19] 但是它比Lang chain那个东西
[02:23:19--02:23:20] 它又进一步了
[02:23:20--02:23:22] Lang chain那个时代
[02:23:22--02:23:24] 好像也有人说那个Agent
[02:23:24--02:23:27] 那个就是完全的自主
[02:23:27--02:23:30] 就是那个Handcraft的Papillon
[02:23:30--02:23:32] Handcraft的那个Papillon
[02:23:32--02:23:33] 那个时候讲的Agent
[02:23:33--02:23:34] 本质上还是缺的爆的
[02:23:34--02:23:35] 就Next Token Prediction
[02:23:35--02:23:36] 那个时代的东西
[02:23:36--02:23:38] 大家通过Prom的Engineering
[02:23:38--02:23:41] 把几个流程给它糊起来
[02:23:41--02:23:44] 那个是属于那个时代的东西
[02:23:44--02:23:45] Rhythm的这个时代
[02:23:45--02:23:46] 我们现在讲究的是
[02:23:46--02:23:48] 叫模型主动调工具
[02:23:48--02:23:50] 但不是调就完了
[02:23:50--02:23:52] 这个调不是靠Prom的技术
[02:23:52--02:23:54] 它是因为它有了
[02:23:54--02:23:55] 我要扩展
[02:23:55--02:23:57] 它这个调都在红边
[02:23:57--02:23:59] 它靠RL自主激发
[02:23:59--02:24:00] 就是说它认为需要
[02:24:00--02:24:03] 反正就以RL的那个优化目标最大为原
[02:24:03--02:24:05] 它认为调了会更好
[02:24:05--02:24:06] 它就会调
[02:24:06--02:24:07] 如果它发现调了
[02:24:07--02:24:08] 还不如不调
[02:24:08--02:24:09] 它就不会调
[02:24:09--02:24:10] 就像那模型学出了这种
[02:24:10--02:24:11] 我是想关注过
[02:24:11--02:24:13] 那个飞飞提的那个世界模型了没有
[02:24:13--02:24:15] 包括Lacoon也在提嘛
[02:24:15--02:24:16] 我感觉最后可能就是
[02:24:16--02:24:17] 祥宇说的这一套
[02:24:17--02:24:19] 最后殊途同归的
[02:24:19--02:24:20] 是的
[02:24:20--02:24:22] 他选核心想解决的也很重要
[02:24:22--02:24:23] 也是那个
[02:24:23--02:24:27] 也是那个要解决自主在约性
[02:24:27--02:24:30] 但是说它的设计方法论
[02:24:30--02:24:31] 还是有很大区别的
[02:24:31--02:24:32] 对
[02:24:32--02:24:35] 就是比如说它不提生成的业绩化
[02:24:35--02:24:37] 我觉得也是非常有道理
[02:24:37--02:24:38] 对
[02:24:38--02:24:39] 生成真不是必须的
[02:24:39--02:24:42] 只是说我为什么我这边提生成
[02:24:42--02:24:45] 是因为从语料获取方便性角度
[02:24:45--02:24:47] 生成是最好的
[02:24:47--02:24:50] 那个它是最好的那种一种监督
[02:24:50--02:24:52] 或者自监督的一种模式
[02:24:52--02:24:54] 我认为Lacoon说的是完全正确的
[02:24:54--02:24:56] 人身上没有视觉生成器官
[02:24:56--02:24:57] 人可以想象未来
[02:24:57--02:24:58] 但未必要化
[02:24:58--02:25:00] 它可以在脑中想象
[02:25:00--02:25:01] 对
[02:25:01--02:25:02] 对这件事非常正确
[02:25:02--02:25:03] 我认为非常正确
[02:25:03--02:25:06] 甚至于这个方向才是
[02:25:06--02:25:07] 我们说再下一步
[02:25:07--02:25:08] 再到下一步
[02:25:08--02:25:11] 要我们进一更复杂的空间推理
[02:25:11--02:25:14] 我需要结合世界模型
[02:25:14--02:25:17] 这个是结合了世界模型的这个
[02:25:17--02:25:19] 做法它可能更为本质
[02:25:19--02:25:20] 但是世界模型要怎么训练
[02:25:20--02:25:23] 从目前来看还是得靠生成式训练
[02:25:23--02:25:24] 对
[02:25:24--02:25:26] 所以这里又回到一个就是
[02:25:26--02:25:29] 叫做人虽然是没有生成器官
[02:25:29--02:25:31] 但人是有世界模型的
[02:25:31--02:25:33] 他能够脑中想象未来
[02:25:33--02:25:36] 但这个世界模型的怎么学习更为方便
[02:25:36--02:25:39] 对于人来说可能非生成式更方便
[02:25:39--02:25:42] 对于我们现在的这个过程
[02:25:42--02:25:44] 可能做生成式方案不重要
[02:25:44--02:25:46] 未来机器人的大脑
[02:25:46--02:25:49] 跟今天的多维码的大脑
[02:25:49--02:25:51] 我们的多模态未来
[02:25:51--02:25:52] 这个融合之后的模型
[02:25:52--02:25:54] 包括甚至自动驾驶的模型
[02:25:54--02:25:57] 这几个未来会是殊途同归吗
[02:25:57--02:26:00] 对实际上这几个领域目前都有一些
[02:26:00--02:26:02] 其实它是在强跑的
[02:26:02--02:26:05] 对我们的智能水平远远没有到
[02:26:05--02:26:06] 聊到这一块
[02:26:06--02:26:09] 就是说现在大家还在为视觉
[02:26:09--02:26:11] 这一块在挣扎中
[02:26:11--02:26:13] 对那个机器控制
[02:26:13--02:26:16] 它实际上是先强跑先起跑
[02:26:16--02:26:17] 就提前强跑
[02:26:17--02:26:19] 因为它研究的Domain
[02:26:19--02:26:22] 一般要么是问题比较局限
[02:26:22--02:26:24] 要么是它的控制的
[02:26:24--02:26:26] 它的那个场景比较局限
[02:26:26--02:26:27] 比较自动驾驶
[02:26:27--02:26:29] 它的控制维度其实比较低的
[02:26:29--02:26:32] 对然后它跑的场景也是比较受限
[02:26:32--02:26:34] 就相对于那种通用机器
[02:26:34--02:26:37] 所以说它给了一些它机会
[02:26:37--02:26:41] 就是它可以提前用一些Ruby方法
[02:26:41--02:26:44] 以及就是分拆模块的方法
[02:26:44--02:26:46] 就先把这个系统先装起来再说
[02:26:46--02:26:48] 那你看现在自驾的趋势
[02:26:48--02:26:50] 它也是在走向短路段
[02:26:50--02:26:55] 对当所有这些事情走向彻底的短路段
[02:26:55--02:26:58] 并且你还需要整合这个视觉推理
[02:26:58--02:26:59] 或者动漫来推理
[02:26:59--02:27:00] 就能够发现
[02:27:00--02:27:03] 就是跟A加的中局形态是一样的
[02:27:03--02:27:04] 机器人当然更舍
[02:27:04--02:27:06] 现在是因为做不好
[02:27:06--02:27:07] 你只能做个叠个被子
[02:27:07--02:27:09] 或者跑步
[02:27:09--02:27:10] 像跑马拉松
[02:27:10--02:27:12] 然后再做个小脑这些东西
[02:27:12--02:27:15] 那还是因为基础还没到这
[02:27:15--02:27:16] 但是并不妨碍这些东西
[02:27:16--02:27:18] 已经可以做一些运用
[02:27:18--02:27:21] 所以它其实是提前强化
[02:27:21--02:27:23] 它的路线也未必是按照
[02:27:23--02:27:25] 我刚刚说的
[02:27:25--02:27:27] 就是A加的主线这块来的
[02:27:27--02:27:30] 但是终究它会在某一个时刻合同
