[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[02:05:13 - 02:05:14] 对然后对就是
[02:05:14 - 02:05:17] 那个东西可能慢慢逐渐
[02:05:17 - 02:05:18] 生长出了一个
[02:05:18 - 02:05:19] 产品
[02:05:19 - 02:05:23] 一个有特定语言的
[02:05:23 - 02:05:24] 产品
[02:05:24 - 02:05:26] 然后这个事情要在
[02:05:26 - 02:05:29] 公司这个组织里面去同步
[02:05:29 - 02:05:31] 就是大家都认可
[02:05:31 - 02:05:32] 说这个定义是没有便宜的
[02:05:32 - 02:05:36] 然后我们才能有一个非常非常好的
[02:05:36 - 02:05:38] 对于这个事情的skating
[02:05:38 - 02:05:41] 不然其实这个组织的协同会很难做
[02:05:41 - 02:05:44] 或者说我们未来可能会用各种
[02:05:44 - 02:05:47] 组织里面的AI的工具
[02:05:47 - 02:05:49] 他们去使用这个东西的时候
[02:05:49 - 02:05:51] 可能就使用我们日常积累下来的context
[02:05:51 - 02:05:53] 可能会更坏
[02:05:53 - 02:05:56] 对就是就我日常我和我那个
[02:05:56 - 02:05:57] 就是我们在的实习的同学
[02:05:57 - 02:06:00] 他们会给我反馈一些这个AI写的东西
[02:06:00 - 02:06:02] 就是我发现这种东西
[02:06:02 - 02:06:04] 如果在组织的这个context里面去
[02:06:04 - 02:06:07] 积淀积累
[02:06:07 - 02:06:09] 不加任何人的这种管控
[02:06:09 - 02:06:11] 可能会长期来讲造成很大的
[02:06:11 - 02:06:14] 就是大脑结构
[02:06:14 - 02:06:15] 已经逐渐被破坏到了
[02:06:15 - 02:06:18] 理智性就很差
[02:06:18 - 02:06:23] 代码理智性很好
[02:06:23 - 02:06:25] 就是因为每件事情都定义得很清楚
[02:06:25 - 02:06:27] Symbolic世界就是
[02:06:27 - 02:06:28] 这点很好
[02:06:28 - 02:06:30] 对
[02:06:30 - 02:06:34] 所以你能够去连接Symbolic
[02:06:34 - 02:06:36] 和neural或者subsymbolic learning的话
[02:06:36 - 02:06:40] 你就可以在symbolic的这个世界去解决一致性问题
[02:06:40 - 02:06:44] 然后再把它压回到neural或者subsymbolic的层面
[02:06:44 - 02:06:47] 这个是有可能做到的
[02:06:47 - 02:06:53] 比如说我在语言上面可能如果统一不了的话
[02:06:53 - 02:06:56] 那我就让他给我通过这个语言coding出个什么什么东西来
[02:06:56 - 02:06:59] 我去看这个东西我能不能统一
[02:06:59 - 02:07:04] 我觉得它是有这种连接的可能性
[02:07:04 - 02:07:06] 对我会觉得不仅是有可能做到
[02:07:06 - 02:07:10] 而是未来一定会要去就是做的方向
[02:07:10 - 02:07:13] 就这点我俩可能还偏向old school
[02:07:13 - 02:07:15] 其实就是过去的direction没有问题
[02:07:15 - 02:07:19] 只是说突然一下子大家的注意力
[02:07:19 - 02:07:20] 对我觉得对
[02:07:20 - 02:07:22] 就是做真的做科研的人
[02:07:22 - 02:07:24] 还是得有一些自己的信念体系
[02:07:24 - 02:07:24] 对
[02:07:24 - 02:07:27] 彦宜跟德涵就是在startup
[02:07:27 - 02:07:31] 其实也做了就是有一段时间了
[02:07:31 - 02:07:33] 然后我们是因为我们是刚开始
[02:07:33 - 02:07:34] 就是做startup
[02:07:34 - 02:07:36] 所以我其实挺想要
[02:07:36 - 02:07:38] 就算创业界的前辈
[02:07:38 - 02:07:40] 学习一些经验
[02:07:40 - 02:07:41] 其实我有一个问题
[02:07:41 - 02:07:43] 包括现在有很多人会去问
[02:07:43 - 02:07:43] 就是
[02:07:43 - 02:07:46] startup到底要怎么样
[02:07:46 - 02:07:48] 面对大厂的竞争
[02:07:48 - 02:07:50] 你要怎么样形成自己
[02:07:50 - 02:07:52] 长期的这种优势跟护身盒
[02:07:52 - 02:07:54] 有一个点是大家都会说
[02:07:54 - 02:07:55] 现在护身盒就是手快
[02:07:55 - 02:07:56] 对吧
[02:07:56 - 02:07:57] 但就像我们说
[02:07:57 - 02:07:59] 手快不是一个本质的东西
[02:07:59 - 02:08:02] 就是它这个逻辑链不是完整的
[02:08:02 - 02:08:03] 它其实隐含的是你手快
[02:08:03 - 02:08:06] 所以你比别人有更多的时间去积累一些东西
[02:08:06 - 02:08:09] 你积累这些东西成了你的护身盒
[02:08:09 - 02:08:11] 成了你不会被替代的优势
[02:08:11 - 02:08:14] 所以说我想去讨论的就是
[02:08:14 - 02:08:16] 到底有什么样的积累
[02:08:16 - 02:08:21] 能够就是形成就是你这个startup的竞争优势
[02:08:21 - 02:08:22] 我这其实想cue一下就是
[02:08:22 - 02:08:25] 其实我很大程度上是之前听就是
[02:08:25 - 02:08:28] 郑格戴宇森老师的这个播客
[02:08:28 - 02:08:30] 对我是戴宇森老师播客的很大的粉丝
[02:08:30 - 02:08:33] 当时他就提到了就是他类比的就互联网时代
[02:08:33 - 02:08:35] 一个很大的先发优势
[02:08:35 - 02:08:35] 就是网络效应
[02:08:35 - 02:08:37] 对但是他说
[02:08:37 - 02:08:38] 在AI这个时代
[02:08:38 - 02:08:39] 比如说你做agent
[02:08:39 - 02:08:40] 如果是一个工具性的东西
[02:08:40 - 02:08:43] 它可能反而没有先发优势
[02:08:43 - 02:08:44] 可能会有后发优势
[02:08:44 - 02:08:46] 对所以我就想要去
[02:08:46 - 02:08:49] 和这个做startup的前辈
[02:08:49 - 02:08:50] 去探讨一下这个事情
[02:08:50 - 02:08:54] 我觉得就是
[02:08:54 - 02:08:56] 我自己分析这种视角
[02:08:56 - 02:08:57] 我自己的mindset
[02:08:57 - 02:08:59] 永远就是落在竞争上的
[02:08:59 - 02:09:01] 我觉得竞争是比快慢
[02:09:01 - 02:09:02] 更本质的一个东西
[02:09:02 - 02:09:03] 就是其实是
[02:09:03 - 02:09:05] 每个阶段怎么赢
[02:09:05 - 02:09:07] 每个阶段怎么赢的问题
[02:09:07 - 02:09:08] 然后每个阶段怎么赢的话
[02:09:08 - 02:09:10] 就是有很多不一样的点
[02:09:10 - 02:09:10] 我觉得
[02:09:10 - 02:09:14] 快
[02:09:14 - 02:09:18] 在前段时间上半年经常被提到
[02:09:18 - 02:09:19] 就是包括不是红杉说
[02:09:19 - 02:09:20] 创业公司最大就是
[02:09:20 - 02:09:23] 就是速度快吗
[02:09:23 - 02:09:26] 我觉得是因为在那个状态下
[02:09:26 - 02:09:27] 我们发现所有的AI产品
[02:09:27 - 02:09:30] 都是因为机座模型
[02:09:30 - 02:09:32] 突然突破了一种临界点
[02:09:32 - 02:09:33] 然后某一个创业公司
[02:09:33 - 02:09:36] 他找到了模型在这个突破点下
[02:09:36 - 02:09:38] 可能在某一个场景就能用
[02:09:38 - 02:09:40] 所以他最快把这个产品推出来
[02:09:40 - 02:09:42] 最快推出来以后
[02:09:42 - 02:09:43] 快意味着什么
[02:09:43 - 02:09:46] 是因为声量对于一个初创公司
[02:09:46 - 02:09:49] 在今年的上半年是非常重要的
[02:09:49 - 02:09:51] 就是谁的那个用户体验
[02:09:51 - 02:09:53] 一下子突破了用户的心理防线
[02:09:53 - 02:09:54] 这个场景就立马就能
[02:09:54 - 02:09:56] 因为对于和互联网产品不一样
[02:09:56 - 02:09:57] 就是互联网产品上
[02:09:57 - 02:09:58] 你看我们有那么多
[02:09:58 - 02:10:00] 比如说旅行的不同的订票平台
[02:10:00 - 02:10:01] 不是说booking上
[02:10:01 - 02:10:05] 每票Xperia上票多一点少一点
[02:10:05 - 02:10:07] 两个其实没有太大的差异的
[02:10:07 - 02:10:09] 就是你有一点数据信息
[02:10:09 - 02:10:11] 你也可以形成一个平台
[02:10:11 - 02:10:12] 只是你的网站小一点大一点
[02:10:12 - 02:10:14] 像小的那种卖票
[02:10:14 - 02:10:15] 可能像K微
[02:10:15 - 02:10:16] 那就其实量就更小了
[02:10:16 - 02:10:17] 可能大家都没有用过
[02:10:17 - 02:10:18] 对
[02:10:18 - 02:10:20] 但是总的来说
[02:10:20 - 02:10:22] 就是说它并不是说一个
[02:10:22 - 02:10:25] 并不是说就是说
[02:10:25 - 02:10:27] 你有一个能力上
[02:10:27 - 02:10:28] 比别人多一点的优势
[02:10:28 - 02:10:30] 你就能立马能推广到全世界
[02:10:30 - 02:10:32] 互联网的那个网络效应
[02:10:32 - 02:10:34] 还是有一个那个
[02:10:34 - 02:10:36] 其实相比AI有一个
[02:10:36 - 02:10:37] 更缓慢的一个成长期
[02:10:37 - 02:10:39] 但那个网络相对是一点点积累
[02:10:39 - 02:10:40] 但AI是一个就是
[02:10:40 - 02:10:43] 有突破的那种冲击力的
[02:10:43 - 02:10:45] 就是你看我们无论是那个
[02:10:45 - 02:10:46] minus还是更早deep seek
[02:10:46 - 02:10:48] 就是那一种体验
[02:10:48 - 02:10:49] 一刹那做出来的时候
[02:10:49 - 02:10:50] 你有一个真空期
[02:10:50 - 02:10:52] 全世界就只有你才能有
[02:10:52 - 02:10:53] 这个真空期是一个
[02:10:53 - 02:10:55] 这个创业公司能够去
[02:10:55 - 02:10:56] 积累声量的最佳使命
[02:10:56 - 02:10:58] 然后在这个真空期内
[02:10:58 - 02:10:59] 其他人都没有
[02:10:59 - 02:11:00] 你有你就是世界第一
[02:11:00 - 02:11:02] 然后你的品牌就立足了
[02:11:02 - 02:11:03] 品牌立足了以后
[02:11:03 - 02:11:04] 可能对于用户来说
[02:11:04 - 02:11:05] 品牌就很重要
[02:11:05 - 02:11:07] 我们看这个ChatGPT
[02:11:07 - 02:11:10] 就是品牌力度了
[02:11:10 - 02:11:11] 所以然后Aesthetic
[02:11:11 - 02:11:12] 其实在品牌上
[02:11:12 - 02:11:14] C端就其实有点
[02:11:14 - 02:11:16] 那个战略性放弃的感觉
[02:11:16 - 02:11:17] 它就做B端这种
[02:11:17 - 02:11:19] 可是这个就是我们
[02:11:19 - 02:11:21] 觉得为什么
[02:11:21 - 02:11:23] 就是在前段时间
[02:11:23 - 02:11:25] 我们老觉得就是快被提出来
[02:11:25 - 02:11:26] 我觉得它后面本质的原因
[02:11:26 - 02:11:28] 是因为声量在这个时代很重要
[02:11:28 - 02:11:31] 声量的打造方式里面
[02:11:31 - 02:11:32] 我觉得是因为
[02:11:32 - 02:11:33] 声量的成本结果变化
[02:11:33 - 02:11:35] 就以前互联网时代
[02:11:35 - 02:11:36] 大家是买量嘛
[02:11:36 - 02:11:37] 买量的话
[02:11:37 - 02:11:38] 它的成本其实
[02:11:38 - 02:11:40] 是跟大家投入的资本有关
[02:11:40 - 02:11:41] 所以很多互联网产品
[02:11:41 - 02:11:42] 都是资本密集型
[02:11:42 - 02:11:44] 但现在的这个
[02:11:44 - 02:11:45] 为什么声量重要
[02:11:45 - 02:11:45] 就是因为
[02:11:45 - 02:11:47] 现在声量其实有的时候
[02:11:47 - 02:11:49] 你没有必要去做
[02:11:49 - 02:11:50] 很大规模的影像和推广
[02:11:50 - 02:11:52] 是因为我们发现
[02:11:52 - 02:11:54] 模型本身就是推广
[02:11:54 - 02:11:55] 自来水
[02:11:55 - 02:11:58] 对 然后马上就被传播开来了
[02:11:58 - 02:11:59] 就人人都说DVC可好
[02:11:59 - 02:12:00] 对吧
[02:12:00 - 02:12:02] 就是是有机会这样做的
[02:12:02 - 02:12:04] 所以就是你的推广的成本结构变了
[02:12:04 - 02:12:06] 推广的成本结构变了
[02:12:06 - 02:12:08] 导致你的声量就变得重要
[02:12:08 - 02:12:09] 声量变得重要了
[02:12:09 - 02:12:11] 导致了就是快就重要
[02:12:11 - 02:12:12] 对然后快呢
[02:12:12 - 02:12:14] 就是变成了你要挺跟着体作模型的发展
[02:12:14 - 02:12:16] 如果我们能预测可能
[02:12:16 - 02:12:18] 什么什么什么地方
[02:12:18 - 02:12:20] 比如说哪种体作模型
[02:12:20 - 02:12:21] 可能真的能让我们的旅行
[02:12:21 - 02:12:22] 突然有一个什么样的体验
[02:12:22 - 02:12:24] 就我们现在可能比较关注
[02:12:24 - 02:12:25] 就是多模态的这些变化
[02:12:25 - 02:12:27] 能不能有在我们的
[02:12:27 - 02:12:28] 这种旅行的场景里面
[02:12:28 - 02:12:30] 那我们可能就会盯这个
[02:12:30 - 02:12:31] 这里面马上有了
[02:12:31 - 02:12:32] 我们马上就用
[02:12:32 - 02:12:33] 我们可能就比别人更快的
[02:12:33 - 02:12:34] 可能有个
[02:12:34 - 02:12:37] 我觉得可能一到三个月的时间
[02:12:37 - 02:12:39] 全世界知道我们有这个
[02:12:39 - 02:12:40] 这个功能
[02:12:40 - 02:12:40] 别人没有
[02:12:40 - 02:12:42] 可能就已经很长的一个互动
[02:12:42 - 02:12:44] 我觉得这是这个阶段的竞争
[02:12:44 - 02:12:45] 决定了可能快
[02:12:45 - 02:12:47] 所以总结一下
[02:12:47 - 02:12:49] 可能就是早期形成的
[02:12:49 - 02:12:50] 声量和reputation
[02:12:50 - 02:12:52] 会是一个
[02:12:52 - 02:12:55] 给你带来长期留存的一个条件
[02:12:55 - 02:12:56] 对
[02:12:56 - 02:12:58] 然后这个恰好是现在的产品
[02:12:58 - 02:13:02] 现在这个时代的AI产品需要的
[02:13:02 - 02:13:04] 但有些产品可能就不需要声量
[02:13:04 - 02:13:06] 但是像Perplexity
[02:13:06 - 02:13:08] 它作为最早做的这种
[02:13:08 - 02:13:09] AI Search
[02:13:09 - 02:13:12] 它后面当比如AI做之后
[02:13:12 - 02:13:13] 对它确实有很大的冲击
[02:13:13 - 02:13:17] 所以有可能光有声量也不一定够
[02:13:17 - 02:13:18] 就是我会有这种感觉
[02:13:18 - 02:13:21] 是 所以竞争可能就又变化了
[02:13:21 - 02:13:22] 变成了
[02:13:22 - 02:13:25] 像我们做旅行的竞争
[02:13:25 - 02:13:26] 其实就分很多个阶段
[02:13:26 - 02:13:28] 一开始就是我先竞争的是
[02:13:28 - 02:13:30] 我觉得
[02:13:30 - 02:13:33] 我觉得这个到可能明年年末之间
[02:13:33 - 02:13:34] 都是一个产品的竞争
[02:13:34 - 02:13:37] 就谁能把AI旅行的这个产品竞争好
[02:13:37 - 02:13:38] 可能是第一位的
[02:13:38 - 02:13:40] 有了产品以后就变成了
[02:13:40 - 02:13:42] 那肯定后来者就会想要
[02:13:42 - 02:13:43] 同样的产品体验
[02:13:43 - 02:13:44] 但这个产品体验
[02:13:44 - 02:13:46] 大概是技术或者工程导致的
[02:13:46 - 02:13:48] 我觉得总是能够被弥合上的
[02:13:48 - 02:13:49] 你看我们现在看OTA
[02:13:49 - 02:13:50] 所有OTA都长一样
[02:13:50 - 02:13:52] 谁出谁的技术有什么差别
[02:13:52 - 02:13:53] 对吧
[02:13:53 - 02:13:55] 然后那在那个时候的
[02:13:55 - 02:13:56] 再往下一步的竞争
[02:13:56 - 02:13:58] 可能对旅行人来说
[02:13:58 - 02:13:59] 可能就更细节
[02:13:59 - 02:14:00] 可能它就涉及到了供应链
[02:14:00 - 02:14:01] 对吧
[02:14:01 - 02:14:02] 我们能不能
[02:14:02 - 02:14:04] 有足够多用户的时候
[02:14:04 - 02:14:06] 我们能不能卖出去足够多的货
[02:14:06 - 02:14:08] 就我们举一个竞争的反例
[02:14:08 - 02:14:10] 就是其实在移动互联网时代
[02:14:10 - 02:14:13] 去哪儿比这个写成更早一年
[02:14:13 - 02:14:14] 做这个移动AP
[02:14:14 - 02:14:17] 去哪儿就有大量的流量涌进来
[02:14:17 - 02:14:19] 然后去哪儿上就没票
[02:14:19 - 02:14:21] 然后后面我们也知道结果
[02:14:21 - 02:14:22] 就在那个竞争阶段
[02:14:22 - 02:14:23] 其实去哪儿失败
[02:14:23 - 02:14:25] 去哪儿其实先把产品做好
[02:14:25 - 02:14:25] 对吧
[02:14:25 - 02:14:26] 移动AP做好
[02:14:26 - 02:14:27] 但是去哪儿没有把后面选择
[02:14:27 - 02:14:29] 用户觉得你很好用
[02:14:29 - 02:14:31] 搜了一下发现你这个房间卖完了
[02:14:31 - 02:14:33] 这个房间卖完了原因是
[02:14:33 - 02:14:34] 锁单都锁到写成那边去了
[02:14:34 - 02:14:37] 大家又得打开电脑去写成定票
[02:14:37 - 02:14:41] 所以就是这里面的竞争又变化了
[02:14:41 - 02:14:43] 然后再往后呢
[02:14:43 - 02:14:45] 可能竞争就可能很多元
[02:14:45 - 02:14:47] 但最终我们看到竞争的结果
[02:14:47 - 02:14:50] 就是活下来的那种稳定的制度
[02:14:50 - 02:14:52] 最后都变成了联系战士
[02:14:52 - 02:14:54] 他在每一方面都有足够多的资源
[02:14:54 - 02:14:56] 然后他又形成了正向情况
[02:14:56 - 02:14:57] 它可以投入自然
[02:14:57 - 02:14:59] 加强在每一个方面的护城河
[02:14:59 - 02:15:02] 然后因为护城河是动态的
[02:15:02 - 02:15:04] 但是一个公司每年的
[02:15:04 - 02:15:05] 新的投入也是动态
[02:15:05 - 02:15:07] 对只要它是把自己的投入
[02:15:07 - 02:15:09] 相比竞争者后来的投入
[02:15:09 - 02:15:10] 会更有效
[02:15:10 - 02:15:11] 它就能永远的成为第一
[02:15:11 - 02:15:13] 大概我的感觉是
[02:15:13 - 02:15:14] 从竞争角度
[02:15:14 - 02:15:16] 可能会是一个比快的角度
[02:15:16 - 02:15:18] 更好的一个分析它的方式
[02:15:18 - 02:15:22] 竞争其实会不会说快
[02:15:22 - 02:15:24] 它其实也并不只是说
[02:15:24 - 02:15:25] 它的功能做得快
[02:15:25 - 02:15:27] 或者是release的
[02:15:27 - 02:15:29] 那个意思带来的release的声量大
[02:15:29 - 02:15:32] 可能最终就会变成
[02:15:32 - 02:15:34] 内化成他的武功吧
[02:15:34 - 02:15:38] 就是武功可能就是他组织人的方式的
[02:15:38 - 02:15:40] 和某一件事情的匹配程度
[02:15:40 - 02:15:42] 是最快的
[02:15:42 - 02:15:43] 对就是
[02:15:43 - 02:15:46] 如果拿旅行距离
[02:15:46 - 02:15:49] 就我们其实还在去尝试探索
[02:15:49 - 02:15:51] 但是如果拿旅行距离的话
[02:15:51 - 02:15:53] 他可能后面需要做的事情
[02:15:53 - 02:15:53] 像公民链
[02:15:53 - 02:15:55] 我们需要有人去做这件事情
[02:15:55 - 02:15:57] 有人做这件事情
[02:15:57 - 02:15:59] 同时他需要既懂更应该又懂
[02:15:59 - 02:16:01] AI又怎么去推荐
[02:16:01 - 02:16:05] 这个是之前使用人的一个gap
[02:16:05 - 02:16:05] 对
[02:16:05 - 02:16:06] 使用人方式的一个gap
[02:16:06 - 02:16:08] 这个gap如果被某一个公司
[02:16:08 - 02:16:09] 提前去弥合的话
[02:16:09 - 02:16:12] 那可能他的这个壁垒又是
[02:16:12 - 02:16:13] 护身盒又会更大
[02:16:13 - 02:16:14] 对
[02:16:14 - 02:16:15] 就比如说
[02:16:15 - 02:16:16] 那数据
[02:16:16 - 02:16:18] 就比如去年的那个数据标注公司
[02:16:18 - 02:16:20] 他们一定是经历了大量的这种
[02:16:20 - 02:16:21] 组织形式的变迁的
[02:16:21 - 02:16:22] 对
[02:16:22 - 02:16:23] 就是从管理
[02:16:23 - 02:16:24] 可能更
[02:16:24 - 02:16:27] 就是low level一点的标注人员
[02:16:27 - 02:16:29] BitDock管理可能更
[02:16:29 - 02:16:31] 非常high level的标注人员
[02:16:31 - 02:16:33] 就是这个
[02:16:33 - 02:16:35] 其实我觉得是它核心的
[02:16:35 - 02:16:36] 那个图层核
[02:16:36 - 02:16:37] 它的这个
[02:16:37 - 02:16:40] manage的这个方法论
[02:16:40 - 02:16:43] 就是组织形式和事情的
[02:16:43 - 02:16:45] 一个matching的关系
[02:16:45 - 02:16:46] 对 然后在
[02:16:46 - 02:16:48] 我觉得在算法的创新层面
[02:16:48 - 02:16:51] 就是在技术的
[02:16:51 - 02:16:52] 这个研发层面其实也是一样
[02:16:52 - 02:16:53] 也是最后也是回到
[02:16:53 - 02:16:56] 会回到怎么去用人的问题
[02:16:56 - 02:16:57] 然后去
[02:16:57 - 02:16:59] 然后怎么去用人做什么事情
[02:16:59 - 02:17:00] 对
[02:17:00 - 02:17:04] 然后我觉得可能有点不一样的是
[02:17:04 - 02:17:05] 我们得去想
[02:17:05 - 02:17:06] 这个技术研发
[02:17:06 - 02:17:07] 我们得去想做什么事情
[02:17:07 - 02:17:10] 做什么可能尽可能和大厂
[02:17:10 - 02:17:11] 或者机构模型公司
[02:17:11 - 02:17:12] 尽可能正交的
[02:17:12 - 02:17:13] 对
[02:17:13 - 02:17:16] 然后又产生这个巨大价值
[02:17:16 - 02:17:18] 符合我们的核心价值观
[02:17:18 - 02:17:19] 产生巨大价值
[02:17:19 - 02:17:24] 且能持续积累这个壁垒的一些技术的探索
[02:17:24 - 02:17:26] 我们就需要有一个判断的逻辑
