[00:00:06--00:00:07] 开了一扇窗户
[02:05:49--02:05:50] 其实很有道理
[02:05:50--02:05:52] 但其实关键不在于说
[02:05:52--02:05:54] 具体的数字是多少
[02:05:54--02:05:55] 是几十个人
[02:05:55--02:05:56] 还是100个人
[02:05:56--02:05:57] 还是200个人
[02:05:57--02:05:58] 还是多少人
[02:05:58--02:05:59] 它其实代表的是
[02:05:59--02:06:00] 企业发展的几个阶段
[02:06:00--02:06:01] 第一个阶段
[02:06:01--02:06:02] 就几十个人
[02:06:02--02:06:03] 就说只要挣到钱就好
[02:06:03--02:06:04] 是什么
[02:06:04--02:06:05] 是你要给他们
[02:06:05--02:06:07] 跟团队的信心要建立起来
[02:06:07--02:06:08] 就是说你做这个事
[02:06:08--02:06:10] 它是能持续下去的
[02:06:10--02:06:11] 别先散了
[02:06:11--02:06:12] 还没干的就是散了
[02:06:12--02:06:13] 这是第一件事
[02:06:13--02:06:14] 所以这个一般来说
[02:06:14--02:06:15] 第一件事情
[02:06:15--02:06:16] 比较容易能出去
[02:06:16--02:06:17] 能过去
[02:06:17--02:06:18] 第二个阶段是说
[02:06:18--02:06:19] 100人或者200人
[02:06:19--02:06:20] 这个阶段
[02:06:20--02:06:21] 是企业到了一个新的阶段
[02:06:21--02:06:24] 是开始有一定的分工
[02:06:24--02:06:25] 比如有负责商业化的
[02:06:25--02:06:26] 有负责研发的
[02:06:26--02:06:27] 有负责做产品的
[02:06:27--02:06:28] 有负责日常运转的
[02:06:28--02:06:29] 方方面面
[02:06:29--02:06:30] 开始有分工
[02:06:30--02:06:31] 团队分工之后
[02:06:31--02:06:32] 就会带来一个
[02:06:32--02:06:33] 大家各自负责一摊
[02:06:33--02:06:34] 就带来一个就是
[02:06:34--02:06:36] 互相沟通交流对齐
[02:06:36--02:06:37] 就是产生管理成本
[02:06:37--02:06:38] 管理上的消耗
[02:06:38--02:06:39] 如果这个时候
[02:06:39--02:06:41] 如果协调不好
[02:06:41--02:06:43] 可能就分崩离析了
[02:06:43--02:06:44] 对吧就协调不好
[02:06:44--02:06:45] 就可能各管一摊
[02:06:45--02:06:46] 就管不起来
[02:06:46--02:06:47] 就统不起来
[02:06:47--02:06:48] 大家的目的是不一样的
[02:06:48--02:06:50] 最后可能就分崩离析了
[02:06:50--02:06:52] 到了几百人500人
[02:06:52--02:06:53] 甚至更多人的时候
[02:06:53--02:06:55] 这个规模上去之后
[02:06:55--02:06:56] 会产生另外一个问题
[02:06:56--02:06:57] 就管理学上的一个问题
[02:06:57--02:07:00] 就是你开始出现分层
[02:07:00--02:07:03] 出现中间的这些管理者
[02:07:03--02:07:04] 他不再是一个
[02:07:04--02:07:05] 很扁平的状态
[02:07:05--02:07:06] 你的信息的传导
[02:07:06--02:07:07] 会变得越来越长
[02:07:07--02:07:08] 对齐会越来越难
[02:07:08--02:07:09] 你管理的成本
[02:07:09--02:07:10] 会越来越高
[02:07:10--02:07:12] 各种各样的合规安全等等
[02:07:12--02:07:13] 这方面的事情
[02:07:13--02:07:14] 会越来越麻烦
[02:07:14--02:07:16] 原来我们在科建的时候
[02:07:16--02:07:17] 到大约100多人
[02:07:17--02:07:18] 搬到这边来的
[02:07:18--02:07:20] 基本上所有人我都认识
[02:07:20--02:07:21] 都叫了出来名字
[02:07:21--02:07:22] 干什么的我都知道
[02:07:22--02:07:23] 但是搬到这边来之后
[02:07:23--02:07:24] 两层
[02:07:24--02:07:25] 我的办公室在其中一层
[02:07:25--02:07:26] 在另外那一层
[02:07:26--02:07:27] 我很少就去
[02:07:27--02:07:28] 没那么多
[02:07:28--02:07:30] 有可能一段时间之后
[02:07:30--02:07:31] 公司里面就有一批人
[02:07:31--02:07:32] 我叫不出来名字了
[02:07:33--02:07:34] 这种你心里会有落差
[02:07:34--02:07:35] 不是落差
[02:07:35--02:07:36] 就会产生这种
[02:07:36--02:07:37] 就是其管理上的
[02:07:37--02:07:39] 这样的一些空白的地带
[02:07:39--02:07:40] 就是不在你的视野之内
[02:07:40--02:07:41] 你靠你个人
[02:07:41--02:07:42] 已经不可能cover掉了
[02:07:42--02:07:43] 靠你整个企业的
[02:07:43--02:07:46] 管理的体系机制运转
[02:07:46--02:07:47] 感觉不在你的掌控内
[02:07:47--02:07:49] 但其实你是可以掌控的
[02:07:49--02:07:50] 这个就有一个
[02:07:50--02:07:51] 你说是落差也好
[02:07:51--02:07:52] 或者心理上的变化也好
[02:07:52--02:07:53] 也都可以
[02:07:53--02:07:55] 怎么变化的心理上
[02:07:55--02:07:56] 你会要相信
[02:07:56--02:07:58] 或者说更花一些精力
[02:07:58--02:08:00] 去在整个机制体制运转
[02:08:00--02:08:01] 定一些规章制度
[02:08:01--02:08:02] 这些方面去
[02:08:02--02:08:03] 而不是说
[02:08:03--02:08:04] 什么事情
[02:08:04--02:08:05] 都在我的视线范围之内
[02:08:05--02:08:06] 很多事情
[02:08:06--02:08:07] 不在你的视线范围之内
[02:08:07--02:08:08] 就发生
[02:08:08--02:08:09] 但你怎么让这件事
[02:08:09--02:08:10] 都在你的掌控范围之内
[02:08:10--02:08:11] 不能超出一定的范围
[02:08:11--02:08:12] 都是安全可控
[02:08:12--02:08:13] 这个就是企业
[02:08:13--02:08:14] 它发展不同的阶段
[02:08:14--02:08:16] 它需要的不同的事情
[02:08:16--02:08:18] 现在我们又有一个新的坎
[02:08:18--02:08:19] 要上市
[02:08:19--02:08:21] 上市企业合规要求是很高的
[02:08:21--02:08:23] 让你很难受的是哪件事
[02:08:23--02:08:24] 难受到没有
[02:08:24--02:08:26] 就是辛苦一点累一点
[02:08:26--02:08:28] 要很多沟通工作
[02:08:28--02:08:29] 是沟通
[02:08:29--02:08:30] 然后包括协调
[02:08:30--02:08:32] 包括做一些调整
[02:08:32--02:08:33] 郭文贵
[02:08:33--02:08:34] 还有犯过什么错没有
[02:08:34--02:08:35] 还好吧
[02:08:35--02:08:36] 我们比较幸运
[02:08:36--02:08:37] 没有犯什么大的错误
[02:08:37--02:08:38] 在智普的决策机制
[02:08:38--02:08:39] 是什么样的
[02:08:39--02:08:40] 几个联合创始人之间
[02:08:40--02:08:42] 我们完成股改之后
[02:08:42--02:08:43] 是有董事会
[02:08:43--02:08:46] 大事情就是上董事会去决策了
[02:08:46--02:08:47] 然后日常的
[02:08:47--02:08:50] 有管业务的有专门的委员会
[02:08:50--02:08:53] 然后管日常运营的也有
[02:08:53--02:08:55] 专业的委员会
[02:08:55--02:08:56] 大部分日常的运营
[02:08:56--02:08:57] 就是这些委员会
[02:08:57--02:08:59] 会有几个人一起来决策就好
[02:08:59--02:09:00] 所以还是相对比较简单
[02:09:00--02:09:01] CEO 董事长
[02:09:01--02:09:02] 手机科学家
[02:09:02--02:09:03] 唐洁老师
[02:09:03--02:09:05] 这几个是怎么分工的呀
[02:09:05--02:09:06] 当然唐老师
[02:09:06--02:09:07] 手机科学家
[02:09:07--02:09:11] 他肯定主要就是在研究科研这一块
[02:09:11--02:09:14] 然后有一些重大决策这些事情
[02:09:14--02:09:16] 他作为创始团队
[02:09:16--02:09:19] 肯定会要去做重要的决策
[02:09:19--02:09:21] 然后董事长这边
[02:09:21--02:09:23] 主要是帮助在对接
[02:09:23--02:09:27] 像监管 政府
[02:09:27--02:09:29] 还有部委的一些事情
[02:09:29--02:09:30] 然后包括公司
[02:09:30--02:09:32] 还有融资等等这方面的一些事情
[02:09:32--02:09:33] 他会花很多时间
[02:09:33--02:09:34] 和精力在这方面
[02:09:34--02:09:35] 然后我这边
[02:09:35--02:09:37] 现在主要是花比较多的精力
[02:09:37--02:09:38] 就是公司的日常运营
[02:09:38--02:09:40] 尤其是靠前台
[02:09:40--02:09:42] 就是市场化这一块
[02:09:42--02:09:44] 商业化这一块的事情比较多
[02:09:44--02:09:46] 因为你们合营团队都来自于清华
[02:09:46--02:09:48] 会造成其他人加入智普
[02:09:48--02:09:50] 会有文化难以融合吗
[02:09:50--02:09:51] 如果他不是清华的
[02:09:51--02:09:54] 我们也还是有不少的
[02:09:54--02:09:57] 核心的人员都也来自其他的
[02:09:57--02:09:58] 如果学校的话
[02:09:58--02:10:01] 比如说复旦上交什么这些都有
[02:10:01--02:10:02] 北大都有
[02:10:02--02:10:04] 然后还有来自大厂的
[02:10:04--02:10:08] 像什么字节 阿里 腾讯这些都有
[02:10:08--02:10:10] 所以相对来说
[02:10:10--02:10:12] 还是比较open的一个文化
[02:10:12--02:10:14] 有人会叫你们叫学院派
[02:10:14--02:10:16] 你觉得这种说法中肯吗
[02:10:16--02:10:17] 挺对的
[02:10:17--02:10:18] 因为我从学院里出来的
[02:10:18--02:10:19] 学院派创业
[02:10:19--02:10:21] 你们有什么know how
[02:10:21--02:10:23] 你觉得需要克服的
[02:10:23--02:10:24] 不好的惯性是什么
[02:10:24--02:10:25] 学院派创业
[02:10:25--02:10:28] 可能大家最多诟病的就是说
[02:10:28--02:10:30] 学术其实比较重
[02:10:30--02:10:32] 大家对于技术研发创新
[02:10:32--02:10:33] 这一块看的会比较重
[02:10:33--02:10:35] 对商业化的话就相对比较忽视
[02:10:35--02:10:38] 可能是大家诟病的比较多的一个问题
[02:10:38--02:10:41] 我觉得我们还是挺注意这一点
[02:10:41--02:10:42] 但还有一个原因
[02:10:42--02:10:44] 还有一个因素我考虑是说
[02:10:44--02:10:45] 当时我说过
[02:10:45--02:10:46] 我们当时在实验室里面
[02:10:46--02:10:47] 其实也就开始挣钱
[02:10:47--02:10:50] 也接触市场的这种机会其实也比较早
[02:10:50--02:10:52] 所以其实在这一块多少还行
[02:10:52--02:10:53] 我们也还都知道
[02:10:53--02:10:55] 这些事情怎么去弄
[02:10:55--02:10:56] 大方向不会
[02:10:56--02:10:57] 就刚才说的
[02:10:57--02:10:58] 不会犯什么特别大的错误
[02:10:58--02:11:01] 走到今天你对智普的状态满意吗
[02:11:01--02:11:02] 对智普的成长满意吗
[02:11:02--02:11:05] 你要说100%说智普很perfect
[02:11:05--02:11:07] 我当然也不相信
[02:11:07--02:11:10] 毕竟一路走过来
[02:11:10--02:11:12] 确实时间还比较短
[02:11:12--02:11:15] 几年时间太快了
[02:11:15--02:11:16] 也发展的很快
[02:11:16--02:11:19] 所以中间你要说很完美
[02:11:19--02:11:20] 肯定不是有很多事情
[02:11:20--02:11:22] 我们觉得还是能够做到更好的
[02:11:22--02:11:27] 比如说有一些产品方向的决策上
[02:11:27--02:11:30] 我觉得我们可以更聚焦一点
[02:11:30--02:11:31] 今年可能好一点
[02:11:31--02:11:32] 去年的话
[02:11:32--02:11:33] 我们做了很多的事情
[02:11:33--02:11:36] 多摩泰包括跟类似所有的产品
[02:11:36--02:11:39] 就coco video什么之类的
[02:11:39--02:11:41] 也做了很多的新的一些探索
[02:11:41--02:11:44] 这些探索到了一定程度之后
[02:11:44--02:11:48] 可能由于一些资源等方面的一些原因
[02:11:48--02:11:50] 后续的研究和推进
[02:11:50--02:11:52] 就会相对的比较缓慢
[02:11:52--02:11:53] 或者说放慢速度
[02:11:53--02:11:55] 我是觉得可能在这一块的话
[02:11:55--02:11:57] 我们可以更合理的来规划一下
[02:11:57--02:11:58] 原来是敞开了
[02:11:58--02:11:59] 就全部都平行
[02:11:59--02:12:01] 大家一起来做这个事情
[02:12:01--02:12:02] 反正只要想做
[02:12:02--02:12:03] 我们就一起来做
[02:12:03--02:12:05] 这不是所谓的自小而上文化吗
[02:12:05--02:12:06] 看哪里能有性
[02:12:06--02:12:08] 其实可以更聚焦一点
[02:12:08--02:12:10] 我们把带宽缩小一点
[02:12:10--02:12:13] 有些任务适当的串行一些
[02:12:13--02:12:14] 做完一些事情再一起行
[02:12:14--02:12:15] 这样的话第一
[02:12:15--02:12:16] 你自然的有效利用
[02:12:16--02:12:19] 第二也从时间和空间做个平衡
[02:12:19--02:12:22] 控制一下自己的成本支出
[02:12:22--02:12:23] 等等各方面的一些风险
[02:12:23--02:12:24] 其实从去年开始
[02:12:24--02:12:26] 模型公司都开始分化了
[02:12:26--02:12:28] Google公司它都有不一样的Bat
[02:12:28--02:12:30] OpenAI成为了一家应用公司
[02:12:30--02:12:32] 然后Dropik可能成了一个2B
[02:12:32--02:12:34] 但是现在也在Coding领域也做得非常好
[02:12:34--02:12:37] 你觉得支补的不一样的Bat是什么
[02:12:37--02:12:38] 就是你说要收敛
[02:12:38--02:12:40] 你们要收敛在哪里
[02:12:40--02:12:42] 然后它有这种独特的下赌注
[02:12:42--02:12:43] 25年初的时候
[02:12:43--02:12:45] 我们大概有三个预测
[02:12:45--02:12:47] 首先第一个就是机座模型能力
[02:12:47--02:12:48] 持续提升这件事
[02:12:48--02:12:50] 甚至是多模型
[02:12:50--02:12:52] 或者是多种数据融合的这种
[02:12:52--02:12:54] 混合型的这种机座模型
[02:12:54--02:12:55] 是一个大的方向
[02:12:55--02:12:57] 第二个是智能体这件事
[02:12:57--02:12:59] 它会是一个很重要的
[02:12:59--02:13:01] 这样的一个方向
[02:13:01--02:13:03] 第三个就是国际化
[02:13:03--02:13:05] 当时我们年初的时候就说了这三件事
[02:13:05--02:13:07] 现在回过头去来看
[02:13:07--02:13:08] 其实一一都验证
[02:13:08--02:13:11] 从现在当下的状况来看的话
[02:13:11--02:13:14] 明年或者说未来
[02:13:14--02:13:16] 我们要继续Bat
[02:13:16--02:13:18] 只有一件事情就是AGI
[02:13:18--02:13:20] 当然说这个事情比较长
[02:13:20--02:13:22] 如果你拆解到短期
[02:13:22--02:13:24] 首先智能体这件事情
[02:13:24--02:13:26] 我觉得它是非常非常重要
[02:13:26--02:13:28] 它解决了模型到
[02:13:28--02:13:31] 跟实际应用之间的落地路径的问题
[02:13:31--02:13:33] 它肯定是一个很重要的事情
[02:13:33--02:13:34] 第二个事情是
[02:13:34--02:13:38] 还是我刚才说的新的计算方式
[02:13:38--02:13:39] 这件事情上
[02:13:39--02:13:41] 我觉得像RL这一块
[02:13:41--02:13:43] 这个事情它会持续的
[02:13:43--02:13:45] 会有新的方式诞生
[02:13:45--02:13:46] 所以这两点是我们相信的
[02:13:46--02:13:51] 我觉得也是智普在接下来这段时间里面
[02:13:51--02:13:53] 比较重要的要去发力的点
[02:13:53--02:13:55] 你觉得你们能被评价为一个理想主义的团队
[02:13:55--02:13:56] 还是一个现实主义的团队
[02:13:56--02:13:58] 我觉得我们还相对比较平衡
[02:13:58--02:13:59] 平衡
[02:13:59--02:14:00] 对
[02:14:00--02:14:01] 因为我个人
[02:14:01--02:14:02] 天秤座
[02:14:02--02:14:04] 对我是个天秤座的人
[02:14:04--02:14:05] 我是比较平衡
[02:14:05--02:14:08] 我们可以有很远大的理想
[02:14:08--02:14:10] 这个理想我们一直不会放弃
[02:14:10--02:14:12] 但是又不是说我们空有理想
[02:14:12--02:14:15] 也不知道怎么去做
[02:14:15--02:14:17] 但是真的当我们把这个
[02:14:17--02:14:18] 要实现的路径目标
[02:14:18--02:14:20] 阶段性的目标确定清楚的时候
[02:14:20--02:14:22] 我们会非常扎实
[02:14:22--02:14:24] 非常落地的去执行
[02:14:24--02:14:27] 去达成阶段性的成果
[02:14:27--02:14:30] 我觉得这个是我们这个团队
[02:14:30--02:14:33] 还是非常有特点的一个地方
[02:14:33--02:14:34] 一个平衡的团队
[02:14:34--02:14:36] 你刚才没有回答我那个问题
[02:14:36--02:14:39] 就是你觉得中国谁真正在追求AGI
[02:14:39--02:14:40] 其实说实话
[02:14:40--02:14:42] 我不是太知道
[02:14:42--02:14:44] 我不好去判断这件事情
[02:14:44--02:14:46] 因为我发现跟大家聊完一圈之后
[02:14:46--02:14:49] 大家对于AGI的定义的差别很大
[02:14:49--02:14:51] 所以大家
[02:14:51--02:14:52] 你说你在追求AGI
[02:14:52--02:14:54] 我也说我在追求AGI
[02:14:54--02:14:56] 但这个事情你需要相信的不再是这一句话
[02:14:56--02:14:57] 是它的那个本质
[02:14:57--02:14:58] 对于你们来说本质是
[02:14:58--02:14:59] 我们的本质其实
[02:14:59--02:15:00] 用我们公司那个slogan
[02:15:00--02:15:02] 其实还是挺好能解释的
[02:15:02--02:15:04] 让机器像人类一样思考
[02:15:04--02:15:05] 对 但最终呢
[02:15:05--02:15:06] 你思考
[02:15:06--02:15:08] 能思考的机器最终还是要反过头来去
[02:15:08--02:15:10] 赋能人类
[02:15:10--02:15:11] 人类的社会
[02:15:11--02:15:12] 人类的这个历史
[02:15:12--02:15:14] 让人类社会更美好
[02:15:14--02:15:15] 这是我们想要做的事情
[02:15:15--02:15:16] 这就是工程师文化
[02:15:16--02:15:18] 唐洁老师是一个什么样的人
[02:15:18--02:15:20] 唐老师是一个决定聪明
[02:15:20--02:15:23] 非常有执行力很热情的一个人
[02:15:23--02:15:24] 一旦他想清楚一件事情
[02:15:24--02:15:26] 你想要怎么想要做这件事情
[02:15:26--02:15:28] 他会特别的push
[02:15:28--02:15:30] 特别的有fashion的去干这件事情
[02:15:30--02:15:31] 而且非常的专注
[02:15:31--02:15:33] 他现在最push的是啥
[02:15:33--02:15:34] 拼命的push我们团队
[02:15:34--02:15:36] 把模型的能力持续的往上拱
[02:15:36--02:15:38] 所以你看他在微博上会在问说
[02:15:38--02:15:39] 大家关心什么
[02:15:39--02:15:41] 想要下一个版本的模型
[02:15:41--02:15:42] 对吧
[02:15:42--02:15:43] 有什么能力
[02:15:43--02:15:46] 这是他可能目前最核心最关心的一事
[02:15:46--02:15:48] 当然这个上市的事他也很关心的
[02:15:48--02:15:50] 最近团队状态怎么样
[02:15:50--02:15:51] 要上市了
[02:15:51--02:15:52] 我觉得还不错吧
[02:15:52--02:15:54] 整体上大家还都比较
[02:15:54--02:15:56] 精神状态还都比较不错
[02:15:56--02:15:59] 得益于最近的不管是模型技术
[02:15:59--02:16:00] 模型的发布
[02:16:00--02:16:02] 还有商业化的结果
[02:16:02--02:16:06] 方方面面其实也都还比较如预期吧
