[00:00:03--00:00:10] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:00:10--00:00:14] 这是一档由语言级世界工作室出品的深度访谈节目
[02:38:33--02:38:35] 这块可能就是agent
[02:38:35--02:38:36] 跟很多人之间的
[02:38:36--02:38:37] 网络效应
[02:38:37--02:38:38] 但目前来看
[02:38:38--02:38:38] 这可能还是因为
[02:38:38--02:38:39] 偏专业吧
[02:38:39--02:38:40] 没有大家想象中
[02:38:40--02:38:41] 那种爆发式的
[02:38:41--02:38:41] 网络效应
[02:38:41--02:38:42] 然后如果你说
[02:38:42--02:38:44] 像比如说agent之间
[02:38:44--02:38:45] 社交的这个形态的话
[02:38:45--02:38:46] 那我觉得这可能
[02:38:46--02:38:47] 不像是我们这种
[02:38:47--02:38:49] 做Prosumer市场的人
[02:38:49--02:38:49] 所能看到
[02:38:49--02:38:50] 那可能更多是
[02:38:50--02:38:52] 偏娱乐这个领域
[02:38:52--02:38:52] 像我刚才讲的
[02:38:52--02:38:54] 就是让agent
[02:38:54--02:38:54] 代替人去社交
[02:38:54--02:38:55] 这可能也是
[02:38:55--02:38:55] 一种网络效应
[02:38:55--02:38:57] 如果一个公司
[02:38:57--02:38:58] 要做某一种agent
[02:38:58--02:38:59] 他可能希望被Manas要用
[02:38:59--02:39:00] 你对他有什么建议
[02:39:00--02:39:02] 我觉得这个东西
[02:39:02--02:39:03] 其实你不需要
[02:39:03--02:39:04] 为Manas做任何的优化
[02:39:04--02:39:05] 这是我们非常坚持一点
[02:39:05--02:39:06] 就是其实是这样
[02:39:06--02:39:07] 你看现在
[02:39:07--02:39:08] 我们觉得做agent
[02:39:08--02:39:10] 最大的难点是什么
[02:39:10--02:39:10] 我们可以反向来
[02:39:10--02:39:11] 思考这个问题
[02:39:11--02:39:12] 是因为
[02:39:12--02:39:13] 就像自动驾驶一样
[02:39:13--02:39:14] 自动驾驶是物理世界
[02:39:14--02:39:15] 所有的基础设施
[02:39:15--02:39:17] 是为人而设计的
[02:39:17--02:39:18] 而现在赛博世界
[02:39:18--02:39:20] 所有的这些基础设施
[02:39:20--02:39:21] 包括网站 网页
[02:39:21--02:39:23] 或者这各种app
[02:39:23--02:39:25] API都是为人而设计的
[02:39:25--02:39:26] 所以Manas
[02:39:26--02:39:27] 我们想法
[02:39:27--02:39:27] 是我们不能只用
[02:39:27--02:39:28] 一夜间世界
[02:39:28--02:39:29] 就为agent做好的准备
[02:39:29--02:39:30] 而实际上
[02:39:30--02:39:31] 我们应该去
[02:39:31--02:39:33] 不断地让两侧相向而行
[02:39:33--02:39:34] 比如说最简单一点
[02:39:34--02:39:35] 就是现在大家
[02:39:35--02:39:36] 有了MCP这个概念
[02:39:36--02:39:37] 但实际上MCP
[02:39:37--02:39:38] 也面临诸多的问题
[02:39:38--02:39:39] 比如说生态不成熟
[02:39:39--02:39:41] 很多就是开发者
[02:39:41--02:39:42] 提供的MCP服务
[02:39:42--02:39:43] 本身质量就参差不齐
[02:39:43--02:39:44] 且大部分的服务
[02:39:44--02:39:45] 其实是没有MCP的
[02:39:45--02:39:47] 所以Manas的选择是说
[02:39:47--02:39:48] 如果有MCP
[02:39:48--02:39:48] 当然很好
[02:39:48--02:39:49] 我可以用MCP
[02:39:49--02:39:50] 但是别忘了
[02:39:50--02:39:51] Manas是一个通用agent
[02:39:51--02:39:52] Manas如果一个程序员
[02:39:52--02:39:53] 能通过API的形式
[02:39:53--02:39:54] 去调用一个服务的话
[02:39:54--02:39:55] Manas可以去自己
[02:39:55--02:39:56] 学习这个API文档
[02:39:56--02:39:58] 然后自己通过API来使用
[02:39:58--02:39:59] 如果再不济
[02:39:59--02:40:00] 你这个服务
[02:40:00--02:40:01] 连API都没有
[02:40:01--02:40:03] 那你总是给人用的吧
[02:40:03--02:40:04] 那你大概率有个网页
[02:40:04--02:40:06] 那Manas会再一次降级
[02:40:06--02:40:06] 通过浏览器
[02:40:06--02:40:08] 去模拟人的方式
[02:40:08--02:40:09] 去使用这个东西
[02:40:09--02:40:10] 所以我觉得对于
[02:40:10--02:40:11] 第三方的agent来说
[02:40:11--02:40:12] 你不用为Manas
[02:40:12--02:40:13] 或者说未来的通用agent
[02:40:13--02:40:14] 做任何的适配
[02:40:14--02:40:16] 应该是我们去适配你
[02:40:16--02:40:17] agent的网络
[02:40:17--02:40:18] 可能会形成成什么样
[02:40:18--02:40:20] agent的网络
[02:40:20--02:40:21] 我觉得这个词很大
[02:40:21--02:40:21] 就是我知道
[02:40:21--02:40:22] OpenAI有一个
[02:40:22--02:40:24] 它的L1到L5的那个图
[02:40:24--02:40:25] 但我觉得
[02:40:25--02:40:27] 这可能只是OpenAI的观点吧
[02:40:27--02:40:28] 可能不算是一个
[02:40:28--02:40:28] 非常共识的一个事
[02:40:28--02:40:30] 我们可能还是从
[02:40:30--02:40:31] 更务实的一个角度去出发
[02:40:31--02:40:32] 我觉得就是
[02:40:32--02:40:33] 如果你考虑agent
[02:40:33--02:40:34] 有更多的proactiveness
[02:40:34--02:40:36] 就是它的主动性的话
[02:40:36--02:40:39] 那agent的网络可能会形成
[02:40:39--02:40:40] 就是相对有一部分
[02:40:40--02:40:41] 垂直agent
[02:40:41--02:40:42] 它其实掌握一部分
[02:40:42--02:40:43] 数据性的差异
[02:40:43--02:40:44] 比如说有些数据
[02:40:44--02:40:46] 只能在某一个垂直agent
[02:40:46--02:40:46] 那里获取
[02:40:46--02:40:47] 那可能我觉得它的网络
[02:40:47--02:40:49] 与其说是一个
[02:40:49--02:40:50] 就是全联通的网络
[02:40:50--02:40:51] 更像一个新型的
[02:40:51--02:40:52] 就是说
[02:40:52--02:40:52] 新型的
[02:40:52--02:40:53] 新型
[02:40:53--02:40:53] 就是star
[02:40:53--02:40:55] 对 就是说
[02:40:55--02:40:56] 它有一个调度者
[02:40:56--02:40:57] 有点像你刚才说的
[02:40:57--02:40:58] 入口的一个概念
[02:40:58--02:41:00] 它在利用不同的agent
[02:41:00--02:41:01] 对 但是呢
[02:41:01--02:41:02] 它可能难以形成一种
[02:41:02--02:41:03] 完全互通的
[02:41:03--02:41:03] 这种全联通的网络
[02:41:03--02:41:05] 所以通用agent
[02:41:05--02:41:06] 会成为那个入口
[02:41:06--02:41:07] 我想是
[02:41:07--02:41:09] 为什么会是这种结构
[02:41:09--02:41:09] 你觉得
[02:41:09--02:41:11] 因为就还是刚才那点
[02:41:11--02:41:12] 就是如果你做这垂直agent
[02:41:12--02:41:13] 你在做一个工具
[02:41:13--02:41:16] 如果你在做一个通用agent
[02:41:16--02:41:17] 你在模拟一个人
[02:41:17--02:41:18] 所以做垂直agent
[02:41:18--02:41:19] 应该是为像
[02:41:19--02:41:20] minus这样的公司做
[02:41:20--02:41:20] 为agent做
[02:41:20--02:41:21] 还是为人做
[02:41:21--02:41:21] 啊 我刚才说
[02:41:21--02:41:22] 我们讲这就是两条路嘛
[02:41:22--02:41:24] 就是如果你想做一个
[02:41:24--02:41:26] 给专业人士
[02:41:26--02:41:27] 就刚刚讲的
[02:41:27--02:41:27] 就是你如果想做一个
[02:41:27--02:41:28] 剪辑agent
[02:41:28--02:41:30] 且为现有的剪辑师
[02:41:30--02:41:30] 去做的话
[02:41:30--02:41:31] 那你得做得非常专
[02:41:31--02:41:32] 这是给人用的
[02:41:32--02:41:33] 但如果你想做一个
[02:41:33--02:41:35] 为非剪辑师
[02:41:35--02:41:36] 但有剪辑需求的人
[02:41:36--02:41:37] 做的产品
[02:41:37--02:41:38] 那你可以考虑
[02:41:38--02:41:38] 做一个非常简单
[02:41:38--02:41:39] 易用的界面
[02:41:39--02:41:40] 同时也暴露出
[02:41:40--02:41:41] 足够多的API
[02:41:41--02:41:42] 然后我们一起
[02:41:42--02:41:43] 把这个生态给做好
[02:41:43--02:41:44] 对不起
[02:41:44--02:41:45] API或MGP
[02:41:45--02:41:47] 你说你坚信
[02:41:47--02:41:48] 纯血派agent
[02:41:48--02:41:50] 什么叫纯血派agent
[02:41:50--02:41:51] 对 就是
[02:41:51--02:41:51] agent
[02:41:51--02:41:52] 这个词的定义
[02:41:52--02:41:53] 其实这是一个
[02:41:53--02:41:54] 很含糊的一个事
[02:41:54--02:41:55] 我觉得大部分时候
[02:41:55--02:41:57] 大家会把两个概念
[02:41:57--02:41:57] 混在一起谈
[02:41:57--02:41:59] 一个叫做agentic workflow
[02:41:59--02:42:00] 一个叫做agent
[02:42:00--02:42:00] 这方面
[02:42:00--02:42:01] Thorpik有一个blog
[02:42:01--02:42:02] 写得比较清晰
[02:42:02--02:42:03] 就说很多人说
[02:42:03--02:42:05] agent要追求一个
[02:42:05--02:42:06] 稳定性的话
[02:42:06--02:42:07] 那你可能更多的是
[02:42:07--02:42:08] 在一个workflow的方式
[02:42:08--02:42:09] 去做agent
[02:42:09--02:42:10] 但在我们眼中
[02:42:10--02:42:10] 这个不叫agent
[02:42:10--02:42:11] 这个就是workflow
[02:42:11--02:42:12] 而我们认为什么叫
[02:42:12--02:42:13] 纯血的agent
[02:42:13--02:42:13] 就是说
[02:42:13--02:42:16] 它其实没有人为家的约束
[02:42:16--02:42:17] 而是说
[02:42:17--02:42:18] 完成一个任务的
[02:42:18--02:42:19] 所有的过程和方式
[02:42:19--02:42:21] 是由智能本身决定的
[02:42:21--02:42:21] 对
[02:42:21--02:42:22] 这个我觉得
[02:42:22--02:42:23] 它的天花板
[02:42:23--02:42:23] 会非常非常地高
[02:42:23--02:42:24] 但是你跟现在
[02:42:24--02:42:26] 此刻来对比的话
[02:42:26--02:42:27] 可能agentic workflow的
[02:42:27--02:42:29] 可复现性会好一些
[02:42:29--02:42:30] 但是我觉得
[02:42:30--02:42:30] 这也是一个
[02:42:30--02:42:31] 可以解决的问题
[02:42:31--02:42:33] 所以我们非常坚信
[02:42:33--02:42:33] 就是要做
[02:42:33--02:42:35] 纯血的
[02:42:35--02:42:36] 由智能主导的agent
[02:42:36--02:42:37] 而不是以
[02:42:37--02:42:38] 规则主导的agent
[02:42:38--02:42:39] agentic workflow
[02:42:39--02:42:40] 这才是更符合
[02:42:40--02:42:41] 我们刚才讲的
[02:42:41--02:42:41] the better lesson的
[02:42:41--02:42:42] 这一个事
[02:42:42--02:42:44] 用通用的方法
[02:42:44--02:42:45] 投入更大的算力
[02:42:45--02:42:45] 去解决问题
[02:42:45--02:42:47] 而不是加入更多的
[02:42:47--02:42:48] 人为的知识
[02:42:48--02:42:49] 这在你们实际工作中
[02:42:49--02:42:50] 有做过这样的
[02:42:50--02:42:50] 类似的选择吗
[02:42:50--02:42:51] 有的有的有的
[02:42:51--02:42:52] 这是我们每天
[02:42:52--02:42:53] 都要讨论的一个事
[02:42:53--02:42:53] 就是可能
[02:42:53--02:42:55] 比如舍弃过什么
[02:42:55--02:42:56] 其实舍弃的东西非常多
[02:42:56--02:42:57] 我举一个
[02:42:57--02:42:57] 比较简单的例子
[02:42:57--02:42:58] 就是说
[02:42:58--02:43:01] 你要让一个agent
[02:43:01--02:43:03] 做数据可视化工作
[02:43:03--02:43:03] 对吧
[02:43:03--02:43:04] 那么比较简单的
[02:43:04--02:43:05] 比如产品驱动的
[02:43:05--02:43:07] 纯产品驱动的造法
[02:43:07--02:43:07] 应该说
[02:43:07--02:43:08] 好 那我要保证
[02:43:08--02:43:09] 所有语言下的
[02:43:09--02:43:10] 数据可视化的效果
[02:43:10--02:43:10] 非常非常好
[02:43:10--02:43:11] 你不能因为
[02:43:11--02:43:12] 有不同的这个语言
[02:43:12--02:43:13] 而产生比如有
[02:43:13--02:43:14] 这个字体乱码
[02:43:14--02:43:14] 这些问题
[02:43:14--02:43:15] 那只有他可能
[02:43:15--02:43:16] 把这个写成一个
[02:43:16--02:43:17] 你叫做agent
[02:43:17--02:43:18] subagent as tool
[02:43:18--02:43:19] 或者说你写很多的
[02:43:19--02:43:20] 单独的prompt
[02:43:20--02:43:20] 就是说
[02:43:20--02:43:21] 当你要这个
[02:43:21--02:43:22] 比如说数据可视化
[02:43:22--02:43:23] 你应该注意
[02:43:23--02:43:24] 什么什么什么东西
[02:43:24--02:43:25] 写一大堆的这个guardrail
[02:43:25--02:43:27] 你每增加一条约束
[02:43:27--02:43:28] 其实你都在
[02:43:28--02:43:29] 减少模型的diversity
[02:43:29--02:43:31] 减少模型的一个
[02:43:31--02:43:33] 一个多样性
[02:43:33--02:43:34] 那这是我们的
[02:43:34--02:43:34] 做法是什么呢
[02:43:34--02:43:35] 其实就刚才讲的
[02:43:35--02:43:36] 我们只不过是
[02:43:36--02:43:37] 加入了一条
[02:43:37--02:43:39] 查看图片的这个能力
[02:43:39--02:43:40] 而这样的话
[02:43:40--02:43:41] 我们期望的是什么
[02:43:41--02:43:42] 是智能能够通过
[02:43:42--02:43:43] 自己查看这张图
[02:43:43--02:43:45] 自己发现说
[02:43:45--02:43:46] 哦 我原来有
[02:43:46--02:43:46] 字体这个
[02:43:46--02:43:47] 字体选择的错误
[02:43:47--02:43:48] 导致中文渲染失败
[02:43:48--02:43:49] 而去修改这张图
[02:43:49--02:43:50] 这样我其实解决的
[02:43:50--02:43:51] 不是一个问题
[02:43:51--02:43:53] 比如说他还能检查到
[02:43:53--02:43:53] 哦 不行
[02:43:53--02:43:55] 我这个画的这个图表
[02:43:55--02:43:56] 它其实有两个元素重叠了
[02:43:56--02:43:58] 那其实能够去修复它
[02:43:58--02:43:59] 所以这样的话
[02:43:59--02:43:59] 你应该能变成一个
[02:43:59--02:44:00] 从就是
[02:44:00--02:44:02] 就打压子那种
[02:44:02--02:44:03] 就是在堵缩的漏洞
[02:44:03--02:44:04] 变成一种
[02:44:04--02:44:06] 你在让智能的泛化性
[02:44:06--02:44:07] 在帮你解决更多
[02:44:07--02:44:08] 你还未发现的一个问题
[02:44:08--02:44:09] 所以我觉得这是
[02:44:09--02:44:10] 纯血派agent的
[02:44:10--02:44:10] 一个思维方式
[02:44:10--02:44:12] 当然你做这种
[02:44:12--02:44:13] 直接去修补这个事
[02:44:13--02:44:14] 永远很有吸引力的
[02:44:17--02:44:18] 那这时候就是
[02:44:18--02:44:19] 我要站出来的
[02:44:19--02:44:20] 他的职责
[02:44:20--02:44:22] 就是拦住所有人
[02:44:22--02:44:22] 不要这么干
[02:44:22--02:44:24] 你还说市场上
[02:44:24--02:44:25] 关于agent的做法
[02:44:25--02:44:26] 都是错的呀
[02:44:26--02:44:27] 展开讲讲
[02:44:27--02:44:27] 没有没有
[02:44:27--02:44:28] 都是错的
[02:44:28--02:44:29] 像刚才我讲了一点
[02:44:29--02:44:30] 就是很多人
[02:44:30--02:44:31] 过于执着于
[02:44:31--02:44:32] 让agent模仿
[02:44:32--02:44:34] 就是人类的分工这件事
[02:44:34--02:44:36] 我是非常不认同这一点
[02:44:36--02:44:37] 对 我就说就是
[02:44:37--02:44:38] 不要把人
[02:44:38--02:44:40] 因为生而为人的限制
[02:44:40--02:44:41] 颁给agent
[02:44:41--02:44:42] 你应该站在
[02:44:42--02:44:43] 模型的角度去思考问题
[02:44:43--02:44:43] 或者说
[02:44:43--02:44:44] 我们在做产品的时候
[02:44:44--02:44:45] 经常说一句话
[02:44:45--02:44:46] 就是如果你真的是
[02:44:46--02:44:47] 在做agent
[02:44:47--02:44:48] 你同时在做两个产品
[02:44:48--02:44:50] 一个是给人用的
[02:44:50--02:44:51] 一个是给agent用的
[02:44:51--02:44:52] 而这两个东西的
[02:44:52--02:44:53] 思维模式是不一样的
[02:44:53--02:44:54] 但你就需要一个
[02:44:54--02:44:55] 很好的一个技术架构
[02:44:55--02:44:56] 把两者融合在一起
[02:44:56--02:44:58] 给agent用会是什么样的
[02:44:58--02:45:00] 对不起 给模型用的
[02:45:00--02:45:01] 给模型用的会是什么样的
[02:45:01--02:45:02] 就这么说吧
[02:45:02--02:45:03] 就是模型其实
[02:45:03--02:45:04] 它的思维模式
[02:45:04--02:45:05] 跟人是不一样的
[02:45:05--02:45:07] 或者说它根本就不是人
[02:45:07--02:45:08] 而人的话
[02:45:08--02:45:09] 你是因为
[02:45:09--02:45:11] 你有一些先天的训练
[02:45:11--02:45:12] 所以说我是一个设计师
[02:45:12--02:45:13] 我更懂什么
[02:45:13--02:45:14] 我是一个程序员
[02:45:14--02:45:14] 我更懂什么
[02:45:14--02:45:15] 但讲真
[02:45:15--02:45:16] 大家用的模型
[02:45:16--02:45:17] 现在其实都是一个
[02:45:17--02:45:18] 通用的LM
[02:45:18--02:45:19] 那这块其实
[02:45:19--02:45:20] 这一个假设就是错的
[02:45:20--02:45:21] 对吧
[02:45:21--02:45:22] 那其实你应该做的事情
[02:45:22--02:45:24] 是减小它犯糊涂的概率
[02:45:24--02:45:25] 而这块的话
[02:45:25--02:45:26] 你的做法不应该是说
[02:45:26--02:45:27] 我赋予你一个人格
[02:45:27--02:45:28] 你怎么怎么怎么样
[02:45:28--02:45:30] 而你应该是通过一些
[02:45:30--02:45:31] context engineering的技巧
[02:45:31--02:45:33] 比如说可约束解码
[02:45:33--02:45:34] action space的设计
[02:45:34--02:45:34] 这些技术
[02:45:34--02:45:36] 来让它更好的去完成
[02:45:36--02:45:37] 它自己分内的事
[02:45:37--02:45:39] 但又不让它丧失全能性
[02:45:39--02:45:41] 这我说的可能有一点空泛
[02:45:41--02:45:42] 但是可以参考
[02:45:42--02:45:43] 我之前发的各种文章
[02:45:43--02:45:45] 所以把agent的人格化
[02:45:45--02:45:47] 是一种人的自恋
[02:45:47--02:45:47] 对
[02:45:47--02:45:47] 是
[02:45:47--02:45:50] 这也是The Bigger Lesson里面说的
[02:45:50--02:45:51] 是吗
[02:45:51--02:45:52] The Bigger Lesson里有这句话
[02:45:52--02:45:52] 好的
[02:45:52--02:45:53] 我给大家读一下这个
[02:45:53--02:45:54] 那我太同意了
[02:45:54--02:45:57] 你们的组织有发生过变化吗
[02:45:57--02:45:58] minus出来之后
[02:45:58--02:45:58] 有的
[02:45:58--02:46:00] 而且我觉得这个其实不仅
[02:46:00--02:46:01] 不该说叫变化吧
[02:46:01--02:46:03] 就是我们也在探索
[02:46:03--02:46:04] 一种新的可能性
[02:46:04--02:46:05] 因为其实在此之前
[02:46:05--02:46:06] 也没有所谓真正的那种
[02:46:06--02:46:07] 就是
[02:46:07--02:46:09] 就纯粹的agent公司
[02:46:09--02:46:10] 然后我们觉得
[02:46:10--02:46:11] 现在我们结构的话
[02:46:11--02:46:12] 可能有几个比较特色的点
[02:46:12--02:46:13] 可以分享一下
[02:46:13--02:46:13] 就是
[02:46:13--02:46:14] 比如我们现在还是
[02:46:14--02:46:15] 大部分都是研发
[02:46:15--02:46:16] 但是团队的话
[02:46:16--02:46:17] 会比
[02:46:17--02:46:18] 以前的这种软件开发
[02:46:18--02:46:19] 会更奇怪一点
[02:46:19--02:46:20] 当然你传统的
[02:46:20--02:46:20] 就比如说移动端
[02:46:20--02:46:21] 前端都在
[02:46:21--02:46:23] 然后后端商业化这些都有
[02:46:23--02:46:23] 但是呢
[02:46:23--02:46:25] 我们会有两个很好玩的团队
[02:46:25--02:46:26] 一个团队叫做Sandbox Team
[02:46:26--02:46:28] 其实就是负责这个虚拟化
[02:46:28--02:46:29] 跟这个运行环境的团队
[02:46:29--02:46:31] 他们要维护的是一套
[02:46:31--02:46:33] 给agent使用的操作系统
[02:46:33--02:46:33] 这刚才讲的
[02:46:33--02:46:34] 就是负责给agent
[02:46:34--02:46:35] 做产品的一行人
[02:46:35--02:46:36] 然后另外还有一个
[02:46:36--02:46:37] 我们就叫做Agent Team
[02:46:37--02:46:39] Agent Team由这个
[02:46:39--02:46:39] 就是所谓的
[02:46:39--02:46:40] 这个agent工程师
[02:46:40--02:46:42] 他可能负责的就是说
