[00:00:04--00:00:06] 我觉得给通用Editor换个描述方式
[02:25:06--02:25:07] 去做的更卓越
[02:25:07--02:25:09] 我觉得这两个是相辅相成的
[02:25:09--02:25:10] 缺一不可
[02:25:10--02:25:11] 我之前跟一个教授聊天啊
[02:25:11--02:25:13] 他说他几年前跟你聊过
[02:25:13--02:25:15] 然后感觉你的心灵观就是家庭观
[02:25:15--02:25:17] 这个也反映到你的公司上
[02:25:17--02:25:19] 要创造幸福的家
[02:25:19--02:25:21] 那他想问的是
[02:25:21--02:25:24] 你有没有更大的宇宙观世界观
[02:25:24--02:25:26] 我觉得我的核心的一个
[02:25:26--02:25:29] 我觉得核心的一个自己的自我驱动力
[02:25:29--02:25:32] 是掌控自己的命运挑战成长的极限
[02:25:32--02:25:34] 那我觉得我的成长的过程
[02:25:34--02:25:37] 其实是把我自己个人的驱动力
[02:25:37--02:25:43] 然后变成了一个这个个人网站的驱动力
[02:25:43--02:25:47] 然后变成了一个IT的商业网站的驱动力
[02:25:47--02:25:51] 变成了一个全世界第一的汽车网站的驱动力
[02:25:51--02:25:54] 然后又变成了一家汽车
[02:25:54--02:25:57] 然后以及人工智能汽车公司的驱动力
[02:25:57--02:25:58] 而且呢
[02:25:58--02:25:59] 我觉得这个驱动力非常有意思
[02:25:59--02:26:00] 其实这个驱动力
[02:26:00--02:26:01] 我认为
[02:26:01--02:26:03] 然后为什么我那么喜欢人工智能
[02:26:03--02:26:05] 我觉得人工智能本身的价值观
[02:26:05--02:26:06] 跟这是一致的
[02:26:06--02:26:08] 然后人工智能的特点就是
[02:26:08--02:26:11] 掌控自己的命运挑战成长的一个极限
[02:26:11--02:26:13] 然后
[02:26:13--02:26:14] 我个人认为这是
[02:26:14--02:26:17] 我个人认为这是生命的一个
[02:26:17--02:26:20] 我觉得这是我能看到的一个
[02:26:20--02:26:22] 生命成长的一个意义
[02:26:22--02:26:23] 对
[02:26:23--02:26:26] 然后它是具备的相当的一个普世性的
[02:26:26--02:26:29] 所以这是我的个人的一个观点
[02:26:29--02:26:33] 至于说是不是要拯救人类什么的
[02:26:33--02:26:35] 我觉得可能每个人观点是不一样的
[02:26:35--02:26:38] 我们从人出生开始
[02:26:38--02:26:40] 我们上学到大学毕业到开始工作
[02:26:40--02:26:44] 我们有多少自己想去做的事情没有去做
[02:26:44--02:26:47] 我们有多少想接触的万物没有去接触
[02:26:47--02:26:48] 但什么是智慧呢
[02:26:48--02:26:50] 智慧就是我们跟万物的接触
[02:26:50--02:26:53] 然后如果你没有去过森林
[02:26:53--02:26:55] 然后没有在森林里认真地玩
[02:26:55--02:26:57] 然后住过几天
[02:26:57--02:26:59] 那你可能觉得木头就是做筷子的
[02:26:59--02:27:01] 就是做纸的就是做桌子的
[02:27:01--02:27:02] 而并不是意味着它是一个生命
[02:27:02--02:27:04] 它是跟我们不同的生命
[02:27:04--02:27:07] 如果你不能跟孩子在一起
[02:27:07--02:27:08] 然后长时间待着
[02:27:08--02:27:13] 而只是很随便的一个交叉而过
[02:27:13--02:27:14] 没有跟孩子在一起的
[02:27:14--02:27:15] 然后长时间的生活体验
[02:27:15--02:27:17] 跟他们一起去玩
[02:27:17--02:27:18] 你可能就不知道什么是亲密的关系
[02:27:18--02:27:19] 你就没法真正的去理解孩子
[02:27:19--02:27:21] 去了解孩子
[02:27:21--02:27:22] 对吧
[02:27:22--02:27:23] 那我觉得什么是智慧
[02:27:23--02:27:25] 我觉得智慧就是我们和万物的关系
[02:27:25--02:27:26] 对
[02:27:26--02:27:27] 但是呢
[02:27:27--02:27:29] 怎么去提升我跟万物的关系
[02:27:29--02:27:32] 首先要有足够的时间跟万物去接触
[02:27:32--02:27:33] 嗯
[02:27:33--02:27:34] 所以我在
[02:27:34--02:27:37] 我在讲的一个很重要的一个问题
[02:27:37--02:27:38] 就是今天我们很卷
[02:27:38--02:27:39] 对
[02:27:39--02:27:40] 但是呢
[02:27:40--02:27:41] 我觉得这是
[02:27:41--02:27:43] 这恰恰是真正的人工智能的意义
[02:27:43--02:27:44] 比如举一个例子
[02:27:44--02:27:45] 对
[02:27:45--02:27:47] 然后其实我们的销售人员
[02:27:47--02:27:48] 我们的产品专家
[02:27:48--02:27:49] 对
[02:27:49--02:27:51] 是非常喜欢跟客户接触的
[02:27:51--02:27:53] 因为他们在把一个好的产品
[02:27:53--02:27:55] 一个好的生活方式
[02:27:55--02:27:57] 其实介绍并交付到用户手里
[02:27:57--02:27:58] 嗯
[02:27:58--02:27:59] 然后他们能见不同的人
[02:27:59--02:28:00] 学到不同的东西
[02:28:00--02:28:02] 而且用户的素质整体比较高
[02:28:02--02:28:03] 对吧
[02:28:03--02:28:05] 所以这是他们做这事是有能量的
[02:28:05--02:28:08] 然后这些能量变成结果又有好的回报
[02:28:08--02:28:10] 但是有一些事情
[02:28:10--02:28:11] 必须得做
[02:28:11--02:28:12] 但价值并不大
[02:28:12--02:28:13] 但是呢
[02:28:13--02:28:14] 它不是个增加能量
[02:28:14--02:28:15] 是个消耗能量的
[02:28:15--02:28:16] 比如说
[02:28:16--02:28:17] 我们每天店面
[02:28:17--02:28:18] 然后我们要去邀约这些客户
[02:28:18--02:28:19] 他
[02:28:19--02:28:20] 给我们留下联系方式
[02:28:20--02:28:21] 我要打电话去邀约他
[02:28:21--02:28:25] 然后来店面进行体验和试驾
[02:28:25--02:28:27] 那每天他要打很多个电话
[02:28:27--02:28:28] 那这个打电话的过程
[02:28:28--02:28:30] 其实就是很消耗的
[02:28:30--02:28:31] 对
[02:28:31--02:28:33] 所以我讲的很重要一点
[02:28:33--02:28:34] 我是跟我们的智能商业
[02:28:34--02:28:36] 还有跟肖福的负责人讲的
[02:28:36--02:28:38] 说如果到今年结束的时候
[02:28:38--02:28:39] 对
[02:28:39--02:28:40] 我们在
[02:28:40--02:28:41] 然后邀约电话这件事情
[02:28:41--02:28:43] 还不能交给agent去解决
[02:28:43--02:28:44] 对
[02:28:44--02:28:46] 我觉得你们工作就是不合格的
[02:28:46--02:28:48] 然后人工智能就是没有意义的
[02:28:48--02:28:49] 讲什么都是白搭的
[02:28:49--02:28:51] 如果把这些工作做了以后
[02:28:51--02:28:54] 然后每天可以节省他们2 30%的时间
[02:28:54--02:28:56] 以及减少大量的能量的消耗
[02:28:56--02:28:59] 他们就可以去做更有价值的事情
[02:28:59--02:29:01] 然后他们的时间的使用率
[02:29:01--02:29:03] 时间使用率变得更有效
[02:29:03--02:29:07] 然后他们自己做的这些工作的过程中
[02:29:07--02:29:08] 也会变得更有能量
[02:29:08--02:29:10] 我觉得这其实是我们
[02:29:10--02:29:11] 我觉得人工智能的发展
[02:29:11--02:29:13] 其实必须要去做的东西
[02:29:13--02:29:16] 你觉得人工智能在截止到今天
[02:29:16--02:29:17] 它是在服务于人类
[02:29:17--02:29:19] 还是在服务于它本身
[02:29:19--02:29:24] 服务于技术本身
[02:29:24--02:29:26] 我觉得它服务于谁取决于人类
[02:29:26--02:29:28] 我觉得真的
[02:29:28--02:29:30] 它服务于谁取决于人类
[02:29:30--02:29:32] 因为今天人工智能
[02:29:32--02:29:34] 并不能处理跟万物的关系
[02:29:34--02:29:35] 因为跟万物的关系
[02:29:35--02:29:37] 还是人类在处理
[02:29:37--02:29:40] 我觉得这个其实是人类决定的
[02:29:40--02:29:44] 人类希望人工智能服务于生产工具
[02:29:44--02:29:46] 它就能变成生产工具
[02:29:46--02:29:48] 人类希望它变成一个辅助工具
[02:29:48--02:29:49] 它就是辅助工具
[02:29:49--02:29:50] 人类希望它变成个信息工具
[02:29:50--02:29:51] 就是信息工具
[02:29:51--02:29:53] 人类希望它去做恶
[02:29:53--02:29:54] 它也能去做恶
[02:29:54--02:29:55] 对吧
[02:29:55--02:29:56] 那我觉得还是
[02:29:56--02:29:57] 今天还是
[02:29:57--02:29:59] 至少很长一段时间是人类决定的
[02:29:59--02:30:00] 包括我今天认为
[02:30:00--02:30:01] 其实
[02:30:01--02:30:03] 就人工智能能力已经变得更来
[02:30:03--02:30:04] 越来越强
[02:30:04--02:30:05] 包括我刚才讲
[02:30:05--02:30:07] 其实人类的能量是有限的
[02:30:07--02:30:09] 人类算力是有限的
[02:30:09--02:30:10] 对
[02:30:10--02:30:11] 然后人类应该把自己的算力
[02:30:11--02:30:13] 和这个算力的特点
[02:30:13--02:30:15] 去用于去解决智慧
[02:30:15--02:30:17] 去处理跟万物的关系
[02:30:17--02:30:18] 对
[02:30:18--02:30:19] 然后去增加能量
[02:30:19--02:30:20] 去做商检
[02:30:20--02:30:21] 对
[02:30:21--02:30:24] 然后让人工智能去处理复杂的信息
[02:30:24--02:30:26] 去处理复杂数据
[02:30:26--02:30:28] 去不断提升能力
[02:30:28--02:30:30] 去压缩更多的知识
[02:30:30--02:30:32] 去自动化的去做更多的action
[02:30:32--02:30:33] 对
[02:30:33--02:30:34] 然后
[02:30:34--02:30:35] 那我觉得
[02:30:35--02:30:36] 它是
[02:30:36--02:30:38] 这人类和人工智能是个合作关系
[02:30:38--02:30:39] 不是个矛盾关系
[02:30:39--02:30:41] 而且如果这个合作关系做好的话
[02:30:41--02:30:44] 人类仍然是这个文明的领导者
[02:30:44--02:30:45] 因为在工厂里边
[02:30:45--02:30:47] 也不是人类去做焊接
[02:30:47--02:30:48] 也不是人类去涂装
[02:30:48--02:30:49] 也是机器
[02:30:49--02:30:50] 在做焊装
[02:30:50--02:30:51] 在做涂装
[02:30:51--02:30:52] 在做烘压
[02:30:52--02:30:53] 对
[02:30:53--02:30:55] 机器有取代人类的地位吗
[02:30:55--02:30:56] 没有
[02:30:56--02:30:57] 我觉得
[02:30:57--02:30:58] 我觉得
[02:30:58--02:30:59] 这人工智能能力越强
[02:30:59--02:31:01] 这时候需要人类智慧变得越强
[02:31:01--02:31:02] 这时候
[02:31:02--02:31:03] 好的智慧好的能力
[02:31:03--02:31:04] 就是一个
[02:31:04--02:31:06] 就是一个协同的一个关系
[02:31:06--02:31:08] 所以今天的人工智能让我们更疲惫了
[02:31:08--02:31:09] 更疲劳了
[02:31:09--02:31:10] 工作时间越更长了
[02:31:10--02:31:11] 只是因为时间没到
[02:31:11--02:31:12] 你认为
[02:31:12--02:31:13] 对
[02:31:13--02:31:14] 我觉得因为能力还没到
[02:31:14--02:31:15] 对
[02:31:15--02:31:16] 人能感受到幸福
[02:31:16--02:31:17] 你觉得AI能吗
[02:31:17--02:31:19] 当然不能了
[02:31:21--02:31:22] 对
[02:31:22--02:31:23] 我觉得不能了
[02:31:23--02:31:25] 因为
[02:31:25--02:31:26] 对
[02:31:26--02:31:27] 我觉得
[02:31:27--02:31:28] 我现在至少
[02:31:28--02:31:29] 我觉得Transformer这个架构
[02:31:29--02:31:30] 对吧
[02:31:30--02:31:32] 然后Token和Next Token这个架构
[02:31:32--02:31:35] 它并不具备自我自主意识
[02:31:35--02:31:37] 你不认为它会有意识
[02:31:37--02:31:39] 它会产生意识
[02:31:39--02:31:40] 我觉得没有
[02:31:40--02:31:42] 我觉得没有产生自主意识
[02:31:42--02:31:43] 对
[02:31:43--02:31:44] 而且呢
[02:31:44--02:31:45] 本身也不能进化
[02:31:45--02:31:47] 因为进化还是要通过在做训练
[02:31:47--02:31:48] 才能进化
[02:31:48--02:31:49] 就可能要换架构
[02:31:49--02:31:50] 对
[02:31:50--02:31:52] 我觉得可能会产生这样的架构
[02:31:52--02:31:54] 但是我觉得今天这个架构其实挺好的
[02:31:54--02:31:56] 今天这个架构对人类其实是很安全的
[02:31:56--02:32:00] 今天大模型的架构对人类其实是挺安全的
[02:32:00--02:32:01] 对
[02:32:01--02:32:04] 就是无论它会产生信息的安全
[02:32:04--02:32:05] 财产的安全
[02:32:05--02:32:06] 人身的安全
[02:32:06--02:32:08] 是都可以靠人类的对齐去解决的
[02:32:08--02:32:10] 人类对齐还是能解决的
[02:32:10--02:32:12] 然后如果突破了这个架构
[02:32:12--02:32:14] 其实可能人类又解决不了了
[02:32:14--02:32:16] 但能不能突破这个架构其实也不知道
[02:32:16--02:32:17] 至少今天这个架构
[02:32:17--02:32:19] 我认为人类还是安全的
[02:32:19--02:32:20] 对
[02:32:20--02:32:21] 然后很多人是过滤了
[02:32:21--02:32:23] 就是多滤了而已
[02:32:23--02:32:24] 你为什么这么自信
[02:32:24--02:32:25] 觉得它很安全
[02:32:25--02:32:28] 你是看到了什么大家没看到的吗
[02:32:28--02:32:30] 工作原理
[02:32:30--02:32:32] 就是很安全的
[02:32:32--02:32:35] 如果你想改变它的输出结果
[02:32:35--02:32:36] 对
[02:32:36--02:32:37] 想根本性的改变它的输出结果
[02:32:37--02:32:39] 你要重新去做训练
[02:32:39--02:32:40] 嗯
[02:32:40--02:32:42] 否则你这些东西只是通过query
[02:32:42--02:32:43] 对
[02:32:43--02:32:45] 然后和prompt做的这些东西
[02:32:45--02:32:46] 其实还是非常有限的
[02:32:46--02:32:48] 如果你可以做一个理想的
[02:32:48--02:32:49] 规级使命
[02:32:49--02:32:51] 你会想把它塑造成什么
[02:32:51--02:32:53] 跟你是1比1的复刻
[02:32:53--02:32:56] 还是你想改变什么
[02:32:56--02:32:59] 我觉得我希望它变得更聪明更有能力
[02:32:59--02:33:00] 哦
[02:33:00--02:33:01] 对
[02:33:01--02:33:03] 但我还是希望人类其实能够训练的更有智慧
[02:33:03--02:33:04] 人类更有智慧
[02:33:04--02:33:05] 对
[02:33:05--02:33:06] 因为关于智慧在脑子里是怎么运行的
[02:33:06--02:33:07] 其实也不知道
[02:33:07--02:33:09] 为什么很多聪明的人一点都不智慧
[02:33:09--02:33:11] 我们今天解决的是智能的问题
[02:33:11--02:33:13] 它没有解决智慧的问题
[02:33:13--02:33:14] 对
[02:33:14--02:33:15] 嗯
[02:33:15--02:33:17] 你从多少岁觉得自己开始拥有智慧了
[02:33:17--02:33:19] 你今年44
[02:33:19--02:33:21] 2008年吧
[02:33:21--02:33:22] 这么早
[02:33:22--02:33:23] 这么早
[02:33:23--02:33:24] 对
[02:33:24--02:33:25] 就是
[02:33:25--02:33:26] 我开始
[02:33:26--02:33:28] 开始知道怎么处理和自己的关系的时候
[02:33:28--02:33:29] 2008年
[02:33:29--02:33:30] 对
[02:33:30--02:33:32] 我特别注重处理和自己的关系
[02:33:32--02:33:33] 哦
[02:33:33--02:33:36] 就那次我要被赶出公司那一次之后
[02:33:36--02:33:37] 拥有了智慧
[02:33:37--02:33:39] 我就开始初步的知道
[02:33:39--02:33:40] 掌握一点智慧了
[02:33:40--02:33:41] 哦
[02:33:41--02:33:44] 那这几年的智慧升级是什么时候啊
[02:33:44--02:33:47] 因为它还是要训练你去管更大规模的团队
[02:33:47--02:33:50] 然后你要去面对比你原来见的水平更高的人
[02:33:50--02:33:51] 嗯
[02:33:51--02:33:52] 对吧
[02:33:52--02:33:55] 然后我觉得这个其实需要你的智慧也要跟着提升嘛
[02:33:55--02:33:58] 最近一次有没有一个开悟的时刻
[02:33:58--02:34:01] 还是回到刚才那个没有那么多天天不停的开悟
[02:34:01--02:34:03] 我觉得那开悟跟我刚才讲的那个变化是一样的
[02:34:03--02:34:04] 嗯
[02:34:04--02:34:09] 就是怎么把我过去受益的建立一个更强的大脑
[02:34:09--02:34:12] 然后更强的心脏
[02:34:12--02:34:14] 以及产生更强的能量的这个方式
[02:34:14--02:34:17] 在更多的人身上其实去运用
[02:34:17--02:34:18] 嗯
[02:34:18--02:34:19] 对我觉得这个其实是
[02:34:19--02:34:21] 我发现真的是有机会的
[02:34:21--02:34:23] 对至少我们做的一些实验
[02:34:23--02:34:25] 可能效果远超我的想象
[02:34:25--02:34:28] 就很多时候我经常讲
[02:34:28--02:34:29] 我就讲一个问题
[02:34:29--02:34:30] 就是说从战略的角度而言
[02:34:30--02:34:31] 我们去
[02:34:31--02:34:33] 曾铭泽教授学完战略以后
[02:34:33--02:34:35] 我发现团队的战略能力非常强
[02:34:35--02:34:37] 那比如狼先鹏过去讲
[02:34:37--02:34:39] 你这一个搞技术有什么战略能力
[02:34:39--02:34:40] 今天
[02:34:40--02:34:43] 他在人工智能方面的战略能力一定是非常强的
[02:34:43--02:34:45] 就一定比我更强
[02:34:45--02:34:46] 所以过去的时候
[02:34:46--02:34:48] 很多时候当他没有这个方法论的时候
[02:34:48--02:34:50] 对其实并不是他没有战略能力
[02:34:50--02:34:52] 是他缺少这个方法论
[02:34:52--02:34:53] 就是他有了这个方法论以后
[02:34:53--02:34:56] 他的战略能力战略定力就变得非常的强
[02:34:56--02:34:57] 对
[02:34:57--02:34:59] 然后我觉得这是一个很重要的一点
[02:34:59--02:35:01] 那其实另外一方面
[02:35:01--02:35:03] 很多时候很多人
[02:35:03--02:35:04] 他很有能力
[02:35:04--02:35:08] 但是他并没有产生一个很好的一个结果
[02:35:08--02:35:09] 对
[02:35:09--02:35:11] 也可能是因为他欠缺了
[02:35:11--02:35:12] 然后
[02:35:12--02:35:14] 我无意中
[02:35:14--02:35:16] 探索出来这么一个模式
[02:35:16--02:35:18] 就是通过几个人
[02:35:18--02:35:20] 三到七个人组成一个
[02:35:20--02:35:21] 更强的大脑
[02:35:21--02:35:22] 更强的心脏
[02:35:22--02:35:23] 和产生更强的能量
[02:35:23--02:35:24] 这么一个模式
[02:35:24--02:35:25] 而且呢
[02:35:25--02:35:26] 我今天发现
[02:35:26--02:35:28] 我至少我做了一些实验
[02:35:28--02:35:30] 当他们去按照这方式去做的时候
[02:35:30--02:35:32] 他们的产出可能
[02:35:32--02:35:33] 跟我们没什么区别
[02:35:33--02:35:34] 甚至比我们更强
[02:35:34--02:35:36] 只是他过去的时候没有掌握这个模式
[02:35:36--02:35:38] 你做了什么实验
[02:35:39--02:35:41] 我的实验目的当然是为了
[02:35:41--02:35:43] 就是我觉得这东西对自己好
[02:35:43--02:35:46] 至少大家可以试一试是否对大家都是好的
[02:35:46--02:35:49] 但我今天一些实验的结果远超预期
[02:35:49--02:35:50] 你怎么看
[02:35:50--02:35:52] 看待人类内部的纷争
[02:35:52--02:35:53] 包括贸易战啊
[02:35:53--02:35:54] 地缘啊
[02:35:56--02:35:57] 我觉得还是
[02:35:57--02:35:59] 由于人类智慧不怎么成长
[02:35:59--02:36:00] 对吧
[02:36:00--02:36:01] 因为
[02:36:01--02:36:02] 今天在发生的事情
[02:36:02--02:36:04] 然后1930年也在发生
[02:36:06--02:36:07] 就是我们今天看到各种事情
