[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[02:34:20--02:34:22] 它不能独立于存在
[02:34:22--02:34:25] 独立于整个公司的基础设施去存在
[02:34:25--02:34:29] 我们还是要看整个的军人智能价值链条
[02:34:29--02:34:30] 这价值链条是什么
[02:34:30--02:34:33] 是整机 供应链 数据
[02:34:33--02:34:36] 然后呢这个AI的infra
[02:34:36--02:34:37] 然后是算法
[02:34:37--02:34:39] 然后结合了这个算法之后产生一个模型
[02:34:39--02:34:41] 然后是分销
[02:34:41--02:34:42] 然后是我们的统端
[02:34:42--02:34:44] 是我们的客户价值
[02:34:44--02:34:46] 在整个这个链条里面你会发现
[02:34:46--02:34:51] 这个我们如果用一个关键指标去衡量的话
[02:34:51--02:34:54] 就是看各个要素的传播周期
[02:34:54--02:34:58] 你会发现整机和供应链的传播周期是12到18个月
[02:34:58--02:35:01] 终端和这个渠道的传播周期是正常的
[02:35:01--02:35:04] 因为你需要线下的跟客户建立起来关系
[02:35:04--02:35:05] 传播周期指的是什么
[02:35:05--02:35:07] 传播周期指的是
[02:35:07--02:35:10] 当我的比如说一家公司有了这个东西
[02:35:10--02:35:13] 我需要多长时间也有这个东西
[02:35:13--02:35:14] 或者我有了一个东西
[02:35:14--02:35:15] 我的友商学我
[02:35:15--02:35:17] 他需要多长时间才能学明白
[02:35:17--02:35:20] 学会完全掌握这事
[02:35:20--02:35:21] 整机和供应链12到18个月
[02:35:21--02:35:24] 一个新产品的研发就是需要这么长时间
[02:35:24--02:35:27] 然后呢这个客户渠道的这个建立
[02:35:27--02:35:28] 6个月起步
[02:35:28--02:35:30] 大客户时间更长
[02:35:30--02:35:33] 那么这个数据体系是在
[02:35:33--02:35:35] 刚才我们说的整机的这个基础上
[02:35:35--02:35:37] 再加6到12个月
[02:35:37--02:35:40] 因为你要基于你的整机体系去构建你的数据的这个
[02:35:40--02:35:42] 这个套壁画体系
[02:35:42--02:35:45] 然后你会发现在当下这个时间点
[02:35:45--02:35:47] 就是算法的传播周期相对是较短的
[02:35:47--02:35:49] 因为现在大家都讲开源
[02:35:49--02:35:51] 然后呢至少论文都是有的
[02:35:51--02:35:54] 对于第一梯队的有非常好的
[02:35:54--02:35:56] 这个算法和工程师团队的
[02:35:56--02:35:59] 算法工程师和这个工程师团队的
[02:35:59--02:36:01] 这样的一个公司来说
[02:36:01--02:36:04] 算法传播周期是2到3个月
[02:36:04--02:36:05] 所以他竞争壁垒最少
[02:36:05--02:36:06] 是的
[02:36:06--02:36:08] 他投入大但是壁垒少
[02:36:08--02:36:09] 对
[02:36:09--02:36:11] 他在创新上面的投入非常大
[02:36:11--02:36:15] 但是他在防止被超新这件事上的壁垒很小
[02:36:15--02:36:18] 所以在创新公司只要发落大厂就好了
[02:36:18--02:36:23] 我觉得是说我们要学会用更聪明的方法
[02:36:23--02:36:26] 更有RI的方式去做创新
[02:36:26--02:36:29] 所以你看我们公司有一个价值观叫务实创新
[02:36:29--02:36:30] 我们不是说不做创新
[02:36:30--02:36:31] 创新前面先要务实
[02:36:31--02:36:32] 对先要务实
[02:36:32--02:36:34] 我觉得这个还是创新公司生存
[02:36:34--02:36:35] 先生存
[02:36:35--02:36:38] 然后呢我觉得就是说理想主义是对的
[02:36:38--02:36:40] 我也觉得我是个理想主义的人
[02:36:40--02:36:42] 但是理想主义不能变成空想
[02:36:42--02:36:45] 理想主义的能够实现的基础
[02:36:45--02:36:48] 是我们每天都要去算RI
[02:36:48--02:36:52] 然后去算一件事对于我们的长期战略的价值贡献
[02:36:52--02:36:55] 和我们短期收益的价值贡献到底有多少
[02:36:55--02:36:56] 这就是我们的总体轨道
[02:36:56--02:36:59] 但是我们一定要有这样一套逻辑去算
[02:36:59--02:37:01] 你刚才也提到在Momenta
[02:37:01--02:37:03] 邵青离开了Momenta
[02:37:03--02:37:06] 至于曹旭东的影响
[02:37:06--02:37:08] 你觉得华哲离开
[02:37:08--02:37:14] 星海图至于你的影响这两者是一样的吗
[02:37:14--02:37:16] 首先我不好谈
[02:37:16--02:37:18] 就是旭东当时在这件事上
[02:37:18--02:37:19] 他的真实感受
[02:37:19--02:37:21] 或者是真实的判断是什么
[02:37:21--02:37:22] 但至少就是说
[02:37:22--02:37:24] 我觉得对于星海图来说
[02:37:24--02:37:28] 这是一个长期来看绝对利好的一件事
[02:37:28--02:37:31] 然后因为我觉得还是就是说
[02:37:31--02:37:34] 我特别在公司里面强调的就是价值观
[02:37:34--02:37:38] 价值观是指导我们整个组织成长
[02:37:38--02:37:41] 然后发展的最内核的那个东西
[02:37:41--02:37:43] 而价值观的底层是什么
[02:37:43--02:37:45] 价值观底层是第一
[02:37:45--02:37:47] 面对取舍的时候
[02:37:47--02:37:49] 我们怎么选择
[02:37:49--02:37:51] 到底选什么不选什么
[02:37:51--02:37:53] 然后面对利益分配的问题的时候
[02:37:53--02:37:55] 我们分给谁不分给谁的问题
[02:37:55--02:37:57] 所以在这些问题上
[02:37:57--02:38:00] 我觉得我们绝对是要坚持我们的
[02:38:00--02:38:03] 价值观和我们的长期战略的
[02:38:03--02:38:05] 不会被短期的利益影响
[02:38:05--02:38:07] 这是一个艰难的选择吗
[02:38:07--02:38:08] 取舍
[02:38:08--02:38:10] 取舍我觉得
[02:38:10--02:38:14] 其实在任何时候都不容易吧
[02:38:14--02:38:16] 你想了多久
[02:38:16--02:38:20] 其实这件事settle down其实蛮久了已经
[02:38:20--02:38:23] 去年8月份我们内部基本上就完成调整
[02:38:23--02:38:26] 赵航统一管理我们的基础活性团队
[02:38:26--02:38:28] 也正是在赵航统一管理之后
[02:38:28--02:38:30] 我们取得了很多进展
[02:38:30--02:38:32] 到今年1月份我们全球首个的
[02:38:32--02:38:34] 开箱机用的G-LINK Plus
[02:38:34--02:38:37] 赵航带领团队拿出的结果
[02:38:37--02:38:39] 那么8月份那个时候呢
[02:38:39--02:38:41] 我们基本上就是达成了一个
[02:38:41--02:38:42] 一致
[02:38:42--02:38:44] 我们就是说这个整个基础活性
[02:38:44--02:38:45] 赵航带领
[02:38:45--02:38:50] 华者去探索2C的应用方向的一些可能性
[02:38:50--02:38:53] 然后呢公司愿意去支持他
[02:38:53--02:38:55] 做任何愿意的这个探索
[02:38:55--02:38:57] 同时支持他去这个
[02:38:57--02:39:00] 这个在合适时机去投资他
[02:39:00--02:39:01] 去这个创业
[02:39:01--02:39:03] 理解
[02:39:03--02:39:04] 我们刚刚其实说了很多
[02:39:04--02:39:07] 不管是大脑也包括算法
[02:39:07--02:39:09] 然后也包括整体计算
[02:39:09--02:39:12] 也包括点击也包括数据
[02:39:12--02:39:14] 那你觉得你的技术vision是什么
[02:39:14--02:39:15] 你最终希望星海图
[02:39:15--02:39:16] 变成一家什么样的公司呢
[02:39:16--02:39:17] 我知道你有很多路径
[02:39:17--02:39:18] 你有很多的方法
[02:39:18--02:39:19] 你有很多的拆解
[02:39:19--02:39:20] 你有很多的ROI
[02:39:20--02:39:21] 听起来都很现实
[02:39:21--02:39:23] 那你的技术vision是什么
[02:39:23--02:39:26] 我觉得如果单说技术的vision的话
[02:39:26--02:39:28] 这个是我们可能每次
[02:39:28--02:39:30] 我跟投资人去讲的时候
[02:39:30--02:39:32] 我的第一页的PPT
[02:39:32--02:39:36] 就是我们希望给这个世界带来的
[02:39:36--02:39:38] 巨神智能带来的核心体验是
[02:39:38--02:39:41] 我们要像能够让培训机器人
[02:39:41--02:39:43] 像培训一个员工一样
[02:39:43--02:39:44] 培训一个人一样
[02:39:44--02:39:46] 通过几次的示范
[02:39:46--02:39:48] 然后再通过几次的自我演练
[02:39:48--02:39:50] 这个机器人就可以在那个场景里面
[02:39:50--02:39:53] 稳定的自主的完成任务
[02:39:53--02:39:55] 我觉得这个是我们要最终实现的
[02:39:55--02:39:57] 这么一个体验一个愿景
[02:39:57--02:40:00] 那么为了支撑这样的体验和愿景
[02:40:00--02:40:02] 我们在产品上面
[02:40:02--02:40:04] 我们是三个产品的一个组合
[02:40:04--02:40:06] 基础模型加后训练工具
[02:40:06--02:40:07] 加整机
[02:40:07--02:40:08] 是这样的
[02:40:08--02:40:09] 这样一个组合
[02:40:09--02:40:11] 给我们的客户带来
[02:40:11--02:40:13] 使用机器人员工
[02:40:13--02:40:17] 可能像用一个人类员工一样的体验
[02:40:17--02:40:19] 未来其实会更好
[02:40:19--02:40:21] 机器人员工的生产力
[02:40:21--02:40:25] 会显著增加我们整个人类社会的幸福感
[02:40:25--02:40:27] 这个世界会因为有星海图
[02:40:27--02:40:28] 有什么不一样呢
[02:40:28--02:40:31] 因为有星海图这家公司有什么不同呢
[02:40:31--02:40:33] 就是你们和另外一家机器人公司不同
[02:40:33--02:40:34] 是什么
[02:40:34--02:40:36] 我觉得未来还有很多可能性
[02:40:36--02:40:37] 但迄今为止
[02:40:37--02:40:40] 我觉得我们已经给这个世界带来了一些不同
[02:40:40--02:40:43] 就是我们已经服务了至少150多个
[02:40:43--02:40:45] 全球的开发者客户
[02:40:45--02:40:47] 他们在用我们的整机产品
[02:40:47--02:40:49] 数据产品和基础模型产品
[02:40:49--02:40:51] 在做他们想做的
[02:40:51--02:40:53] 这个生产力场景的应用
[02:40:53--02:40:55] 那么我希望我们的产品
[02:40:55--02:40:56] 能够进入到
[02:40:56--02:40:58] 不仅仅是开发者当中
[02:40:58--02:41:00] 而进入到真正的使用者
[02:41:00--02:41:03] 进入到开发生产力场景当中去
[02:41:03--02:41:05] 能够给大家提升生产力
[02:41:05--02:41:06] 带来更多幸福感
[02:41:06--02:41:08] 所以我觉得这是从今年往后看
[02:41:08--02:41:10] 我们要给这个世界带来的不同
[02:41:10--02:41:12] 为什么我觉得在机器人行业里面
[02:41:12--02:41:14] 好像没有看到那种特别有
[02:41:14--02:41:16] tech浪漫主义的人
[02:41:16--02:41:19] 很有可能是机器人这件事本身就不浪漫
[02:41:19--02:41:20] 为什么呀
[02:41:20--02:41:21] 因为这个事
[02:41:21--02:41:22] 这是我的疑惑
[02:41:22--02:41:23] 我觉得确实是
[02:41:23--02:41:25] 就是说机器人这个事儿
[02:41:25--02:41:26] 链条非常长
[02:41:26--02:41:28] 周期也很长
[02:41:28--02:41:30] 相比于原模型
[02:41:30--02:41:32] AI应用类的创业
[02:41:32--02:41:33] 我觉得很大的一个不同
[02:41:33--02:41:35] 就是它的链条的长度不一样
[02:41:35--02:41:37] 如果我去做AI应用
[02:41:37--02:41:39] 或者是大圆模型
[02:41:39--02:41:40] 不用操心供应链的事儿
[02:41:40--02:41:42] 不用操心数据的事儿
[02:41:42--02:41:44] 我可能也不用跟特别多的
[02:41:44--02:41:46] 线下的客户打交道
[02:41:46--02:41:50] 然后我就安安心心的做好我的模型研发
[02:41:50--02:41:52] 然后我做好我的社媒的
[02:41:52--02:41:55] 上面的病毒传播就好了
[02:41:55--02:41:57] 这种事儿本身就会让
[02:41:57--02:42:00] 这个团队有更多的浪漫的可能性
[02:42:00--02:42:03] 而我们天然就要去图里
[02:42:03--02:42:05] 要去图里边做很多东西
[02:42:05--02:42:06] 图里边
[02:42:06--02:42:08] 我们就没法浪漫
[02:42:08--02:42:10] 就要务实
[02:42:10--02:42:13] 你在公司做的非常激进
[02:42:13--02:42:15] 或者是务实的一件事情
[02:42:15--02:42:18] 非常极端的有什么
[02:42:18--02:42:22] 我觉得我可能没有什么极端的选择吧
[02:42:22--02:42:25] 我工作的时候我们还是步步为营
[02:42:25--02:42:27] 步步为营
[02:42:27--02:42:31] 首先我对长期的战略非常的坚持
[02:42:31--02:42:33] 刚才我们讲的我们要做整机
[02:42:33--02:42:34] 要做预训练模型
[02:42:34--02:42:35] 要做后训练工具
[02:42:35--02:42:37] 然后提供这样的体验出来
[02:42:37--02:42:38] 这个我非常坚持
[02:42:38--02:42:41] 然后我们要从底层去构建我们的供应链体系
[02:42:41--02:42:42] 这个我也很坚持
[02:42:42--02:42:45] 但是我并不会就是说
[02:42:45--02:42:48] 在一个时间段内把所有的事儿同步展开
[02:42:48--02:42:50] 因为那样的话我是要拿到好的结果
[02:42:50--02:42:53] 所以我们的策略一般还是步步为营
[02:42:53--02:42:55] 所以这是为什么我们24年
[02:42:55--02:42:56] 我的重心就是整机和供应链
[02:42:56--02:42:57] 对
[02:42:57--02:42:59] 25年我们就是数据之能
[02:42:59--02:43:01] 26年我们就要开始做长期供应链
[02:43:01--02:43:02] 我很好奇
[02:43:02--02:43:04] 怎么能识别一个机器人公司在画笔呢
[02:43:05--02:43:10] 我觉得这个东西无法在一个瞬间去完成识别
[02:43:10--02:43:12] 需要一个周期
[02:43:12--02:43:15] 所以就是要去看这个团队
[02:43:15--02:43:17] 可能一年前两年前说的
[02:43:17--02:43:19] 跟他这一年做的
[02:43:19--02:43:21] 以及跟他一年之后做到的
[02:43:21--02:43:23] 去做一个对比
[02:43:23--02:43:25] 现在有谁啊
[02:43:25--02:43:27] 看起来
[02:43:27--02:43:29] 画饼的嘛你是说
[02:43:29--02:43:31] 我其实觉得就是大部分
[02:43:31--02:43:35] 我觉得投资人还是很会观察和选择这个群体
[02:43:35--02:43:36] 基本上经过投资人
[02:43:36--02:43:38] 选择的这些公司
[02:43:38--02:43:39] 这不太一数了
[02:43:39--02:43:41] 我是事实啊
[02:43:41--02:43:44] 还都是经过了时间的验证
[02:43:44--02:43:45] 然后拿到了一些结果
[02:43:45--02:43:48] 至少在某一方面拿到一些结果的公司
[02:43:48--02:43:50] 你们在画饼吗
[02:43:50--02:43:52] 必要的画饼肯定是要做的
[02:43:52--02:43:54] 因为我觉得是这样
[02:43:54--02:44:00] 其实这个世界是靠相信去驱动的
[02:44:00--02:44:04] 很多时候不是说我已经拿到了这个结果了
[02:44:04--02:44:05] 而是大家
[02:44:05--02:44:06] 我们的公司的员工
[02:44:06--02:44:07] 投资人
[02:44:07--02:44:08] 供应商
[02:44:08--02:44:09] 客户
[02:44:09--02:44:11] 相信我们能够把这件事去做到
[02:44:11--02:44:14] 那你说我要让别人去相信的时候
[02:44:14--02:44:16] 就是这个我肯定要去说未来
[02:44:16--02:44:18] 我们要会去做什么事
[02:44:18--02:44:21] 所以如果我们把描述未来会发生什么这件事
[02:44:21--02:44:22] 定义为画饼的话
[02:44:22--02:44:24] 那肯定我们天天画饼
[02:44:24--02:44:26] 但是我们要努力的
[02:44:26--02:44:27] 非常非常努力的
[02:44:27--02:44:30] 去把我们每一个对于未来的描述都变成现实
[02:44:30--02:44:32] 这个就不是那个意义上的画饼
[02:44:32--02:44:35] 你们最近的融资是不是即将跑掉了
[02:44:35--02:44:37] 已经近了
[02:44:37--02:44:39] 你们讲一下这一轮融资的过程
[02:44:39--02:44:41] 以及它的资金来源
[02:44:41--02:44:42] 这一轮融资的过程
[02:44:42--02:44:47] 其实我自己参与的参与度是历史上所有融资最少
[02:44:47--02:44:48] 主要是靠天奇
[02:44:48--02:44:49] 主要是天奇
[02:44:49--02:44:50] 他这个太厉害了
[02:44:50--02:44:51] 这比我的融资能力强多了
[02:44:51--02:44:53] 我现在主要是这个画饼
[02:44:53--02:44:54] 但是他需要我这个什么的时候
[02:44:54--02:44:56] 我去讲一下
[02:44:56--02:44:58] 所以具体的这个融资过程
[02:44:58--02:45:01] 我觉得这个有一些这个波折
[02:45:01--02:45:03] 因为我们也很坦然的就是说
[02:45:03--02:45:05] 这个我们跟华喆的这些
[02:45:05--02:45:07] 这个问题肯定会造成一些
[02:45:07--02:45:09] 大家的理解也好不理解也好
[02:45:09--02:45:12] 需要一些的这个解释
[02:45:12--02:45:14] 但是呢客观的结果是非常好的
[02:45:14--02:45:18] 我们这一轮呢有很好的产业背景的
[02:45:18--02:45:19] 谁呀
[02:45:19--02:45:22] 产业背景的包括吉利包括北汽
[02:45:22--02:45:25] 还包括很多这个大的PE阶段的
[02:45:25--02:45:27] 和一二级Crossover
[02:45:27--02:45:29] 包括振兴和金鼎等等
[02:45:29--02:45:32] 更关键的是我们有六家老股东
[02:45:32--02:45:34] 对都这个ProRata
[02:45:34--02:45:37] 而且还有可能是三家还是四家Super
[02:45:37--02:45:39] 就是超额
[02:45:39--02:45:42] 包括凯辉包括基石资本
[02:45:42--02:45:45] 包括这个这个香荷等等
[02:45:45--02:45:48] 我觉得就是大家的这种选择
[02:45:48--02:45:51] 其实是这个已经充分的认可了
[02:45:51--02:45:54] 我们公司过去取得的一些成果
[02:45:54--02:45:56] 以及对于未来的一个展望
[02:45:56--02:46:01] 你们估值相比两年两年前增长多少
