[00:00:02--00:00:04] 就在京都在鸭川边上
[02:52:38--02:52:39] 你明明感觉是他在干活啊
[02:52:39--02:52:41] 不是我在干活
[02:52:41--02:52:41] 对吧
[02:52:41--02:52:43] 就我们做的也是一样的哈
[02:52:43--02:52:46] 就是你几乎没有什么手动能能做的事情
[02:52:46--02:52:48] 就是我在跟他说他在干
[02:52:48--02:52:50] 无门你再跟他说
[02:52:50--02:52:52] 就甲方甲方爸爸的感觉
[02:52:52--02:52:52] 对
[02:52:52--02:52:55] 然后你这个身份定位和朋友就是有区别的
[02:52:55--02:52:56] 哎
[02:52:56--02:52:57] 对乙方吗
[02:52:57--02:52:58] 哈哈哈
[02:52:58--02:52:58] 对
[02:52:58--02:53:00] 但但但我我举个极端的例子啊
[02:53:00--02:53:03] 比如说我因为我我有孩子嘛
[02:53:03--02:53:03] 对
[02:53:03--02:53:04] 我的孩子也有啊
[02:53:04--02:53:06] 这个育儿嫂啊
[02:53:06--02:53:07] 他来带孩子
[02:53:07--02:53:10] 然后带孩子带了可能将近三年的时间
[02:53:10--02:53:11] 就在我家里住
[02:53:11--02:53:12] 然后每天陪着孩子
[02:53:12--02:53:14] 所以我们一家人处特别好
[02:53:14--02:53:15] 到现在每年孩子过生日
[02:53:15--02:53:19] 他仍然会回到我们的孩子来给孩子过生日
[02:53:19--02:53:21] 所以你要说那大家也是雇佣关系吗
[02:53:21--02:53:22] 对
[02:53:22--02:53:26] 但我觉得也是完全有可能能够做到一些
[02:53:26--02:53:27] 对
[02:53:27--02:53:28] 从PPT到这个朋友
[02:53:28--02:53:30] 你认为怎么过度
[02:53:30--02:53:32] I don't know
[02:53:32--02:53:34] 就是我觉得这个肯定不是我
[02:53:34--02:53:36] 短期之内的核心目标
[02:53:36--02:53:38] 就是但是说我如果有
[02:53:38--02:53:40] 可以说反过来说
[02:53:40--02:53:42] 如果我真的有一个爱爱朋友
[02:53:42--02:53:45] 我希望他是能突破我边界的爱爱朋友
[02:53:45--02:53:46] 至于他怎么
[02:53:46--02:53:47] 他也能干活
[02:53:47--02:53:48] 就他一定要帮我干活
[02:53:48--02:53:51] 他帮我帮我帮我实现我做不到的事情
[02:53:51--02:53:53] 这是我对他的期待
[02:53:53--02:53:54] 对
[02:53:54--02:53:57] 但是你说他最后怎么才能真的是我的朋友
[02:53:57--02:54:01] 那我觉得肯定是慢慢走着看吧
[02:54:01--02:54:03] 坦白说我们另一个角度
[02:54:03--02:54:04] 也许新年坐着坐着
[02:54:04--02:54:06] 我们也会把它加上一些功能性的东西
[02:54:06--02:54:07] 说不定
[02:54:07--02:54:10] 我觉得是两个往中间走吧
[02:54:10--02:54:14] 我觉得今天的AI发展到了一个什么样的节点
[02:54:14--02:54:16] 在2026年的初
[02:54:16--02:54:18] 我如果我自己去判断的话
[02:54:18--02:54:21] 就是要回答
[02:54:21--02:54:24] 真的对于一个普通人而言
[02:54:24--02:54:26] 他到底能怎么用的问题了
[02:54:26--02:54:27] 就今天大家绝大部分用法
[02:54:27--02:54:29] 仍然是拿他当
[02:54:29--02:54:29] 对吧
[02:54:29--02:54:30] 就问他问他
[02:54:30--02:54:32] 这就是百度百科加搜索
[02:54:32--02:54:32] 对吧
[02:54:32--02:54:34] 基本上还是这个用法
[02:54:34--02:54:35] 对就是豆包
[02:54:35--02:54:37] 对
[02:54:37--02:54:40] 我觉得大部分人还是没有办法充分用上
[02:54:40--02:54:43] 今天就是要回答这个问题
[02:54:43--02:54:46] 你觉得这个未来会是一个非常分散的一个生态
[02:54:46--02:54:48] 还是一个比较垄断性的生态
[02:54:48--02:54:50] 你觉得你们的生态位是什么
[02:54:50--02:54:53] 我觉得这也是一个很有意思的问题
[02:54:53--02:54:56] 就是大家都在讨论垂直通用
[02:54:56--02:54:58] 这个词首先我觉得颗粒度有点大
[02:54:58--02:55:00] 大家就太抽象了
[02:55:00--02:55:02] 这个词太抽象了
[02:55:02--02:55:03] 还有模型公司和应用公司
[02:55:04--02:55:05] 太抽象了
[02:55:05--02:55:05] 你知道
[02:55:05--02:55:08] 就是比如说我的一个基本基本判断
[02:55:08--02:55:10] 比如说
[02:55:10--02:55:11] Doki这样的
[02:55:11--02:55:13] 大概正在做的
[02:55:13--02:55:18] 我们把自己定位是帮用户进行创作和表达的agent
[02:55:18--02:55:22] 我不认为这一个领域会是再吸差很多的
[02:55:22--02:55:25] 比如说有一个PPT的agent
[02:55:25--02:55:26] 再有一个写文档的agent
[02:55:26--02:55:27] 我觉得不会的
[02:55:27--02:55:30] 我们是帮用户更好的创作和表达
[02:55:30--02:55:31] 创作和表达的agent
[02:55:31--02:55:33] 对我们专门解决创作和表达这个事情
[02:55:34--02:55:37] 我觉得这个领域未来不会有很多agent
[02:55:37--02:55:40] 但是完全随便说
[02:55:40--02:55:44] 就是今天你看这个minus的很多重要use case
[02:55:44--02:55:46] 填资料收集
[02:55:46--02:55:46] 随便说
[02:55:46--02:55:49] 甚至一些锤类的资料收集
[02:55:49--02:55:54] 我觉得未必会和一个帮你创作的agent合到一起
[02:55:54--02:55:59] 我觉得它其实和上一个时代的APP之间的分界没有特别本质的区别
[02:55:59--02:56:01] 没有特别本质的区别
[02:56:01--02:56:03] 就是你
[02:56:03--02:56:04] 你在抖音里也可以买到一个agent
[02:56:04--02:56:05] 你可以买东西
[02:56:05--02:56:06] 对吧
[02:56:06--02:56:10] 你在这个淘宝里也可以刷视频
[02:56:10--02:56:11] 但我觉得用户呢
[02:56:11--02:56:14] 对你站在一个普通人类的角度啊
[02:56:14--02:56:15] 一个普通人的角度
[02:56:15--02:56:18] 他对于一个事情的认知是很难记很多的
[02:56:18--02:56:22] 他还是为一个又能自己好理解
[02:56:22--02:56:27] 又能够相对统一的概念去记住一件事情
[02:56:27--02:56:28] 如果你什么都能干
[02:56:28--02:56:30] 大约就是什么都不能干
[02:56:30--02:56:31] 啊
[02:56:31--02:56:32] 嗯
[02:56:32--02:56:34] 包括今天
[02:56:34--02:56:37] 刚才我举的那个比如说这个这个这个这个这个这个今天chatbot对吧
[02:56:37--02:56:39] 其实他你说对于普通人人眼
[02:56:39--02:56:42] 他对chatbot的印象是啥
[02:56:42--02:56:44] 就是有什么事问问他
[02:56:44--02:56:45] 就拿他当一个问答来用
[02:56:45--02:56:46] 对吧
[02:56:46--02:56:49] 或者叫能帮你解答问题的熟人来用
[02:56:49--02:56:52] 就是我觉得这个边界是很难被突破的
[02:56:52--02:57:02] 就好像我跑到一个帮我回答问题的产品里去做复杂的内容构建和创作
[02:57:02--02:57:03] 我觉得也是很奇怪的
[02:57:03--02:57:06] 就是他效率一定是有折损啊
[02:57:06--02:57:07] 效率一定是会有折损的
[02:57:07--02:57:08] 嗯
[02:57:08--02:57:18] 而做过移动互联网产品都知道你的主定位到下一层的任何一层漏斗折损都会大大影响用户的这个六寸
[02:57:18--02:57:20] 嗯啊
[02:57:20--02:57:23] 就好像视频号再怎么做
[02:57:23--02:57:24] 他也很难成为短视频的第一
[02:57:24--02:57:25] 对吧
[02:57:25--02:57:29] 就是毕竟有专门用户用户可以为一个自己
[02:57:29--02:57:32] 足够高频
[02:57:32--02:57:34] 足够常用的心智
[02:57:34--02:57:36] 记住一个品牌
[02:57:36--02:57:38] 当然PPT肯定是不行的
[02:57:38--02:57:39] PPT肯定是不行
[02:57:39--02:57:42] 但用户的日常表达和创作
[02:57:42--02:57:43] 我认为完全可以是一个独立的
[02:57:44--02:57:45] 反过来
[02:57:45--02:57:47] 如果过度逆势
[02:57:47--02:57:48] 过度低频
[02:57:48--02:57:49] 用户也很难记住你
[02:57:50--02:57:52] 你怎么看明昭品的那个产品
[02:57:53--02:57:54] 啊
[02:57:54--02:57:54] 优惠
[02:57:55--02:57:56] 其实我用的不是很多
[02:57:56--02:57:57] 坦白说
[02:57:57--02:58:00] 我用过一次就webcoding产品吧
[02:58:00--02:58:01] 我觉得他肯定主要就是我看到他的产品的时候我会觉得他是一个很好的产品啊
[02:58:01--02:58:02] 我觉得他肯定主要就是我看到他的产品啊
[02:58:02--02:58:03] 他的产品的话
[02:58:03--02:58:06] 我第一印象就是他的主要竞题肯定是
[02:58:07--02:58:08] lovable
[02:58:08--02:58:08] 对吧
[02:58:08--02:58:09] 主要就是lovable嘛
[02:58:10--02:58:11] I don't know
[02:58:11--02:58:12] 就这个也是个很红海的领域
[02:58:12--02:58:13] 坦白说也很红海
[02:58:13--02:58:16] 也很多webcoding的产品竞争
[02:58:16--02:58:16] 对吧
[02:58:16--02:58:17] 嗯
[02:58:17--02:58:18] 但他们具体发展怎么样
[02:58:18--02:58:19] 说实话
[02:58:19--02:58:20] 我真的不是太清楚
[02:58:20--02:58:21] 嗯
[02:58:21--02:58:22] 我对关注的比较少
[02:58:22--02:58:23] 坦白说
[02:58:23--02:58:24] 其他人的产品关注的比较少
[02:58:24--02:58:27] 你们产品是处于即将要上线的状态吧
[02:58:27--02:58:28] 你现在心情怎么样
[02:58:28--02:58:29] 然后你对他的期待是什么
[02:58:30--02:58:31] 对心情的话
[02:58:31--02:58:32] 还是
[02:58:32--02:58:33] 肯定是丑媳妇也要见公婆嘛
[02:58:33--02:58:34] 对
[02:58:34--02:58:36] 就是我自己内心的
[02:58:37--02:58:39] 大概有两个想法啊
[02:58:39--02:58:40] 第一个想法呢
[02:58:40--02:58:40] 就是说
[02:58:41--02:58:43] 我自己比较开心的部分是
[02:58:45--02:58:49] 就是确实还是迷茫了很长时间啊
[02:58:49--02:58:51] 就是你知道自己不敢下注的那个感觉
[02:58:51--02:58:52] 是到后面很焦虑的
[02:58:53--02:58:53] 啊
[02:58:53--02:58:56] 就你你就算你一直不下注
[02:58:56--02:58:57] 你就会越来越焦虑
[02:58:57--02:58:58] 因为你你肯定miss掉了什么
[02:58:59--02:59:01] 就看不懂这件事是让我很焦虑的
[02:59:01--02:59:01] 今天
[02:59:01--02:59:02] 我不管是做对做错了
[02:59:02--02:59:05] 或者说最后是不是最后能做成
[02:59:05--02:59:06] 你至少自己觉得OK
[02:59:06--02:59:07] 我我终于要
[02:59:08--02:59:10] 要要一下注了啊
[02:59:10--02:59:11] 这就就好像你或者你去打牌对吧
[02:59:11--02:59:14] 就这一晚上你都不下场
[02:59:14--02:59:16] 对光输大小忙的
[02:59:16--02:59:17] 就这个挺难受的
[02:59:17--02:59:17] 对
[02:59:17--02:59:19] 然后这个你终于知道啊
[02:59:19--02:59:21] 我要我要我要一下下注了
[02:59:21--02:59:21] 嗯
[02:59:21--02:59:23] 这个是我比较开心的部分
[02:59:23--02:59:24] 觉得自己终于看懂了一些什么事情
[02:59:25--02:59:25] 啊
[02:59:25--02:59:26] 另外一部分呢
[02:59:26--02:59:28] 我觉得啊
[02:59:28--02:59:30] 单纯就PPT这件事本身
[02:59:30--02:59:31] 我自己的预期呢
[02:59:31--02:59:35] 并我完全不敢想我或者说我从来不会去想象
[02:59:35--02:59:38] 这是一个什么爆款型的产品
[02:59:38--02:59:38] 呃
[02:59:38--02:59:41] 往大了说这不可能是个minus
[02:59:41--02:59:42] 啊
[02:59:42--02:59:43] 往小了说我认为他甚至都不可能是一个
[02:59:43--02:59:44] 妙牙
[02:59:44--02:59:45] 对
[02:59:45--02:59:47] 他他不会是这样的类型的东西
[02:59:47--02:59:50] 但我很内心很平静的是我知道我交付出来
[02:59:50--02:59:51] 这个东西
[02:59:52--02:59:53] 是真的
[02:59:54--02:59:54] 嗯
[02:59:54--02:59:55] 足够OK的
[02:59:56--02:59:56] 啊
[02:59:56--02:59:58] 我非常相信用了这个产品的人
[02:59:58--03:00:00] 用了真的做出来东西的人会觉得我靠这东西是不错的
[03:00:00--03:00:00] 我非常相信用了这个产品的人用了真的做出来东西的人会觉得我靠这东西是不错的
[03:00:00--03:00:01] 我非常相信用了真的做出来东西的人会觉得我靠这东西是不错的
[03:00:01--03:00:02] 做的还挺好的
[03:00:03--03:00:03] 啊
[03:00:03--03:00:03] 啊
[03:00:03--03:00:06] 所以我觉得只要这一点最后得到了证实
[03:00:07--03:00:07] 啊
[03:00:07--03:00:09] 我第一阶段的目标就算是完成了
[03:00:10--03:00:10] 啊
[03:00:10--03:00:11] 就算是完成了
[03:00:11--03:00:13] 所以第二个就是第二个点就算比较平静
[03:00:14--03:00:14] 啊
[03:00:14--03:00:15] 我觉得冷静分析嘛
[03:00:16--03:00:16] 这么后发
[03:00:16--03:00:17] 然后
[03:00:18--03:00:19] 这么晚进来做一个东西
[03:00:19--03:00:21] 然后又是只能做PPT
[03:00:21--03:00:21] 对吧
[03:00:21--03:00:23] 你对他有什么太大期待呢
[03:00:23--03:00:25] 我没有我对单纯这一个阶段本身
[03:00:26--03:00:27] 并没有太大期待
[03:00:27--03:00:28] 但只要这个阶段的
[03:00:29--03:00:30] 这样一个小的事情
[03:00:31--03:00:31] 上
[03:00:32--03:00:36] 能够去证明我自己对整个这个所谓突破我能力边界的猜想
[03:00:36--03:00:36] 嗯
[03:00:37--03:00:39] 那就说明大方向没走错
[03:00:40--03:00:40] 啊
[03:00:40--03:00:42] what和why的问题再也不用问自己了
[03:00:43--03:00:45] 你只需要回答how和who的问题
[03:00:45--03:00:45] 对吧
[03:00:46--03:00:47] 就who就是为什么是我
[03:00:47--03:00:47] 对吧
[03:00:47--03:00:49] 就how就是怎么才能是我
[03:00:49--03:00:49] 对吧
[03:00:50--03:00:55] 市场说你们公司一直是拿着存款的利息养公司是真的吗
[03:00:55--03:00:56] 不是不是
[03:00:56--03:00:58] 这个肯定做不到
[03:00:58--03:00:59] 这肯定做不到
[03:00:59--03:01:00] 因为尤其是我们还同时做两件事
[03:01:00--03:01:01] 我觉得
[03:01:01--03:01:04] 兴缅差不多算是花利息的项目
[03:01:04--03:01:08] 就是如果单纯做兴缅的那确实就是花利息
[03:01:08--03:01:12] 然后但但游戏的投入还是小一点
[03:01:12--03:01:13] 肯定啊
[03:01:13--03:01:16] 因为其实我前面不是提到过了吗
[03:01:16--03:01:18] 就是我就基于两个角度
[03:01:18--03:01:22] 第一个角度就是我们做的IP是以互动性为优先的IP
[03:01:22--03:01:28] 这种IP侧重的一定是内容的频次和交互的频次
[03:01:28--03:01:29] 你一定不能把这个东西做成一个互动性的IP啊
[03:01:29--03:01:30] 你一定不能把这个东西做成一个互动性的IP啊
[03:01:30--03:01:32] 你一定不能把这个东西对的特别的贵
[03:01:32--03:01:33] 然后品质特别低
[03:01:33--03:01:35] 那你就变成一个大明星了
[03:01:35--03:01:38] 大家对他的预期就不是这样
[03:01:38--03:01:41] 第二个原因是我们确实是做的第一款游戏
[03:01:41--03:01:42] 第二个原因是我们确实是做的第一款游戏
[03:01:42--03:01:44] 我自己虽然接触过游戏
[03:01:44--03:01:48] 但确实没有正正经经交付过一款游戏
[03:01:48--03:01:50] 我比较希望控制变量
[03:01:50--03:01:53] 就是AI游戏本身就是个新事
[03:01:53--03:01:55] 今天全世界范围没有哪个公司做出来过一款真真正正完整的AINative的游戏
[03:01:55--03:01:56] 今天全世界范围没有哪个公司做出来过一款真真正正完整的AINative的游戏
[03:01:56--03:01:58] 一款真真正正完整的
[03:01:58--03:01:59] AI Native的游戏
[03:01:59--03:02:00] 没有
[03:02:00--03:02:01] 今天一个都没有
[03:02:01--03:02:03] 这就已经是一个
[03:02:03--03:02:04] 很挑战的事情了
[03:02:04--03:02:05] 那么其他的角度
[03:02:05--03:02:07] 比如说内容的成本
[03:02:07--03:02:08] 2D 3D这些技术
[03:02:08--03:02:11] 我一定会全部控制在
[03:02:11--03:02:12] 非常可控的范围内
[03:02:12--03:02:13] 对 这是一个
[03:02:13--03:02:16] 我觉得对我们来讲
[03:02:16--03:02:17] 比较能够
[03:02:17--03:02:19] 能够长期
[03:02:19--03:02:21] 有耐心的成本
[03:02:21--03:02:23] AI Native游戏的难点在哪
[03:02:23--03:02:26] 就是其实AI用在游戏里
[03:02:26--03:02:27] 这很多公司都用了
[03:02:27--03:02:28] 对吧
[03:02:28--03:02:29] 就是你比如这个NPC
[03:02:29--03:02:30] 能交流
[03:02:30--03:02:31] 能自由交流
[03:02:31--03:02:33] 或者是一些什么小玩法
[03:02:33--03:02:33] 对
[03:02:33--03:02:36] AI Native游戏是指说
[03:02:36--03:02:38] 大家用你这个产品的
[03:02:38--03:02:38] 最核心的原因
[03:02:38--03:02:40] 就是这个东西
[03:02:40--03:02:42] 玩的就是你这个AI的灵活性
[03:02:42--03:02:44] 然后今天AI的能力呢
[03:02:44--03:02:46] 能够在哪些地方
[03:02:46--03:02:48] 带来这种灵活性
[03:02:48--03:02:49] 且让用户觉得是个加分项
[03:02:49--03:02:51] 其实特别难
[03:02:51--03:02:52] 就是
[03:02:52--03:02:54] 我自己坦白说
[03:02:54--03:02:56] 除了AI以游这种
[03:02:56--03:02:59] 用在这种陪伴性交互
[03:02:59--03:03:00] 以外的其他领域
[03:03:00--03:03:02] 还没有看到什么
[03:03:02--03:03:04] 我自己能够很相信的故事
[03:03:04--03:03:06] 就是AI游戏这件事本身
[03:03:06--03:03:06] 对
[03:03:06--03:03:07] 其实也有很多人去讲
[03:03:07--03:03:09] 什么做AI互动影游
[03:03:09--03:03:10] 对吧
[03:03:10--03:03:10] 就是说这个
[03:03:10--03:03:12] 我给你生成互动剧剧本
[03:03:12--03:03:12] 对吧
[03:03:12--03:03:13] 然后你无限流这么一直点下去
[03:03:13--03:03:14] 不可能的
[03:03:14--03:03:15] 真的这个都不可能的
[03:03:15--03:03:16] 我自己都
[03:03:16--03:03:17] 我自己写过剧本
[03:03:17--03:03:18] 就不可能
[03:03:18--03:03:19] 对
