[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[01:37:49--01:37:52] 你上次跟我聊天还提到你非常的绝望
[01:37:52--01:37:53] 面对OpenAI这样的
[01:37:53--01:37:54] 作为一个巨头
[01:37:54--01:37:56] 也非常想跟你做一样的事情
[01:37:56--01:37:57] 你今天还这么觉得吗
[01:37:57--01:37:58] 也不能说绝望
[01:37:58--01:38:00] 我只是觉得他也会做这些东西
[01:38:00--01:38:02] 然后我觉得他已经有了很多用户
[01:38:02--01:38:03] 有了很多contacts
[01:38:03--01:38:05] 这件事情会让我们
[01:38:05--01:38:06] 面临比较大的压力
[01:38:06--01:38:09] 可能那种绝望感是来自于
[01:38:09--01:38:12] 很早我们就认为contacts是唯一重要的事
[01:38:12--01:38:15] 这件事情好像又都在ChatGPT那
[01:38:15--01:38:18] 这件事情让我们觉得好像不太好办
[01:38:18--01:38:19] 现在呢
[01:38:19--01:38:21] 现在我觉得我们也是有机会的
[01:38:21--01:38:22] 为什么
[01:38:22--01:38:24] 因为我觉得我们做的产品很好玩
[01:38:24--01:38:26] 我们做的产品可能会更让
[01:38:26--01:38:29] 更多的C端用户体验到AI的好玩
[01:38:29--01:38:31] 我觉得普通人要的可能
[01:38:31--01:38:33] 并不是那么工具上的东西
[01:38:33--01:38:35] ChatGPT那些东西都太工具了
[01:38:35--01:38:36] 我不知道它啥时候
[01:38:36--01:38:38] 会转化成一个更好玩的东西
[01:38:38--01:38:40] 那比如说同样是HER这套叙事
[01:38:40--01:38:42] 那我们做的EVE这个产品
[01:38:42--01:38:44] 它显然就比ChatGPT更好玩
[01:38:44--01:38:45] 比如说对于你来讲
[01:38:45--01:38:47] 背后同样接的都是ChatGPT
[01:38:47--01:38:50] 但是这边有一个声音非常好听的男生
[01:38:50--01:38:52] 也是一个你喜欢的类型
[01:38:52--01:38:53] 他长得也非常非常帅
[01:38:53--01:38:55] 既有智能又能给你提供情绪价值
[01:38:55--01:38:58] 每天非常proactive的对你嘘寒问暖
[01:38:58--01:38:59] 那你说你会喜欢哪个
[01:38:59--01:39:00] 你更愿意跟他聊
[01:39:00--01:39:02] 还是更愿意ChatGPT聊
[01:39:02--01:39:04] 我相信绝大多数的普通人的答案
[01:39:04--01:39:07] 应该都是愿意跟这样的东西去聊
[01:39:07--01:39:09] 不管是男性向还是女性向
[01:39:09--01:39:11] 所以我认为我们在情感化
[01:39:11--01:39:12] 在有趣度
[01:39:12--01:39:15] 在针对更多普通人的适配度上
[01:39:15--01:39:17] 应该会比ChatGPT做得好
[01:39:17--01:39:18] 对,包括Illis也是
[01:39:18--01:39:19] 你能玩起来
[01:39:19--01:39:20] 你能去社交
[01:39:20--01:39:21] 她能帮你调回来好的东西
[01:39:21--01:39:23] 这都是在最近目前还达不到的
[01:39:23--01:39:25] 所以我认为我们是有机会的
[01:39:25--01:39:28] 其实豆包做的相对于ChatGPT来说
[01:39:28--01:39:31] 就更加是一个普通人适配的版本
[01:39:31--01:39:34] 对,豆包会做得更情感化
[01:39:34--01:39:35] 更人性化一点
[01:39:35--01:39:38] 这里面可能有很多产品的东西
[01:39:38--01:39:41] 但也应该有很多模型的东西
[01:39:41--01:39:42] 所以我觉得你的模型
[01:39:42--01:39:44] 可能还会成为一个问题
[01:39:44--01:39:46] 就是你到底要不要训练模型
[01:39:46--01:39:48] 我觉得我们肯定不会去pre-train模型
[01:39:48--01:39:51] 我们之前也是做了很多post-train的工作
[01:39:51--01:39:53] 包括一些我们叫情感COT
[01:39:53--01:39:54] 做了很多Ill的事情
[01:39:54--01:39:56] 我们年前不是也发了一篇论文吗
[01:39:56--01:39:57] 我觉得这个我们会做
[01:39:57--01:40:00] 但是它不是我们的核心主线
[01:40:00--01:40:03] 你不能跟一个模型公司去比序模型了
[01:40:03--01:40:05] 它也不是问题的关键
[01:40:05--01:40:07] 我认为问题的关键是产品
[01:40:07--01:40:10] 产品的关键是要去撬动context
[01:40:10--01:40:12] 但是对于我们一个做产品的公司来讲
[01:40:12--01:40:13] 我们的核心就是做产品
[01:40:13--01:40:15] 我认为智能是平权的
[01:40:15--01:40:17] 所有的API我都能调用
[01:40:17--01:40:20] 然后我可能会针对性的去train一些我的小模型
[01:40:20--01:40:22] 来去让我的整个的agent
[01:40:22--01:40:24] 在整个的长线程的中间
[01:40:24--01:40:26] 有一些步骤它能执行得更好
[01:40:26--01:40:30] 但是我绝对不会去训底模
[01:40:30--01:40:32] 你对于你们产品
[01:40:32--01:40:35] 真正上线时候的最高预期和最低预期说一下
[01:40:35--01:40:37] 我觉得最高预期它就是
[01:40:37--01:40:40] 真的能成为下一代的社交网络
[01:40:40--01:40:42] 是最高预期
[01:40:42--01:40:45] 我们也是为了这个原因而做
[01:40:45--01:40:47] 当然它是一个很小概率的事件
[01:40:47--01:40:51] 但是我觉得这值得你去做这些
[01:40:51--01:40:53] 因为这个事情实在是太大了
[01:40:53--01:40:54] 最高预期是这个
[01:40:54--01:40:55] 然后最低预期的话
[01:40:55--01:40:58] 我觉得它可能就是成为一个
[01:40:58--01:41:00] 有一拨人的审美刚好对得上的
[01:41:00--01:41:01] 那一拨人的一个
[01:41:01--01:41:03] 存储他们context的地方
[01:41:03--01:41:06] 然后形成一个相对小众的一个
[01:41:06--01:41:07] 需要产品
[01:41:07--01:41:10] 可能这是它的一个下限吧
[01:41:10--01:41:13] 我们肯定要做的还是上限
[01:41:13--01:41:15] 其实我们没有太多想过这个下限
[01:41:15--01:41:16] 你最近公司状态是什么样
[01:41:16--01:41:18] 是一个什么样的做产品的氛围
[01:41:18--01:41:21] 我们现在状态叫前进4
[01:41:21--01:41:23] 然后你知道我们叫自然选择
[01:41:23--01:41:25] 自然选择前进4
[01:41:25--01:41:27] 就是它会有几个前进模式
[01:41:27--01:41:29] 在我们公司也有几种这样的状态
[01:41:29--01:41:30] 就是
[01:41:30--01:41:32] 前进1 前进2 前进3
[01:41:32--01:41:33] 把前进1就是平时那样的状态
[01:41:33--01:41:34] 双修
[01:41:34--01:41:35] 然后大家该干嘛干嘛
[01:41:35--01:41:36] 就逐渐往上递进
[01:41:36--01:41:38] 前进4就是终极拉满
[01:41:38--01:41:41] 大家开始全力的去赶两款产品的这样一个状态
[01:41:41--01:41:42] 因为我们还不是一款产品
[01:41:42--01:41:43] 是两款产品
[01:41:43--01:41:46] 你们是从什么时候开始调整到这个状态
[01:41:46--01:41:47] 三个月前
[01:41:47--01:41:49] 对 其实半年前就是这个状态
[01:41:49--01:41:50] 之前一直是前进3
[01:41:50--01:41:51] 然后半年前基本上
[01:41:51--01:41:53] 一些部分核心的人是前进4的状态
[01:41:53--01:41:54] 一直到现在
[01:41:54--01:41:57] 所以你上线之后获得了很多的feedback
[01:41:57--01:41:59] 你感觉这个产品现在是对了
[01:41:59--01:42:00] 是
[01:42:00--01:42:01] 让你最震惊的一个
[01:42:01--01:42:03] 反馈是什么
[01:42:03--01:42:04] 我觉得就是这些连接
[01:42:04--01:42:06] 就当你看到这些连接
[01:42:06--01:42:07] 你看到这些数据
[01:42:07--01:42:08] 留存数据的时候
[01:42:08--01:42:09] 然后你看到这些有些人
[01:42:09--01:42:10] 他的分身的对齐率
[01:42:10--01:42:12] 就达到了一个很多样高的等级
[01:42:12--01:42:14] 因为我们是能看到他的等级的
[01:42:14--01:42:16] 那你就会觉得这个事情是work的
[01:42:16--01:42:18] 他是有PMF的
[01:42:18--01:42:19] 什么样的人在你们那里
[01:42:19--01:42:20] 分身等级率非常高
[01:42:20--01:42:22] 他具体画像我也不太清楚
[01:42:22--01:42:24] 但是会有一些人分身的就很高
[01:42:24--01:42:26] 然后我现在猜测就是刚我跟你说的那种
[01:42:26--01:42:28] 就是他可能是爱人
[01:42:28--01:42:30] 但他可能很喜欢测试
[01:42:30--01:42:31] 他喜欢做探索
[01:42:31--01:42:32] 他喜欢做表达
[01:42:32--01:42:33] 然后他也意识到了飞轮
[01:42:33--01:42:35] 会构建自己主题的重要性
[01:42:35--01:42:37] 他就能够一直的去不断的说
[01:42:37--01:42:38] 说了更多的contest
[01:42:38--01:42:40] 然后又拿到了更多正反馈
[01:42:40--01:42:42] 就是很正向循环的一拨人
[01:42:42--01:42:44] 你自己的等级率是多少
[01:42:44--01:42:46] 我其实没他们高
[01:42:46--01:42:47] 我最近太忙了
[01:42:47--01:42:48] 正式上线的时候
[01:42:48--01:42:49] 因为我们都是重新开始
[01:42:49--01:42:51] 所有人从零开始
[01:42:51--01:42:52] 我其实没那么高
[01:42:52--01:42:54] 我就属于中等水平吧
[01:42:54--01:42:55] 有些人很高
[01:42:55--01:42:56] 你们公司最高的是谁
[01:42:56--01:42:57] 是你连创吗
[01:42:57--01:42:58] 应该也不是
[01:42:58--01:42:59] 公司最高的
[01:42:59--01:43:00] 可能
[01:43:00--01:43:01] 有些时间更多的人
[01:43:01--01:43:03] 我们俩的时间都太少了
[01:43:03--01:43:04] 没空搞得太高
[01:43:04--01:43:06] 这个产品一个月左右上线
[01:43:06--01:43:07] eve呢
[01:43:07--01:43:08] 其实也差不多
[01:43:08--01:43:10] 所以我们现在是属于一个
[01:43:10--01:43:11] 终极忙碌的状态
[01:43:11--01:43:13] 因为两个产品基本上也相互去撞
[01:43:13--01:43:17] eve和你们之前内测比的迭代
[01:43:17--01:43:18] 有什么可以预期的
[01:43:18--01:43:21] 我觉得eve属于那种比较稳的产品
[01:43:21--01:43:22] 刚才我说elise的成功概率
[01:43:22--01:43:23] 可能5%吧
[01:43:23--01:43:25] eve的还是比较稳的
[01:43:25--01:43:27] 它相对成功概率是比较大的
[01:43:27--01:43:29] 其实各方面我们都做得更好了
[01:43:29--01:43:30] 更完善
[01:43:30--01:43:31] 对
[01:43:31--01:43:32] 然后就等着上线吧
[01:43:32--01:43:34] 它是百分之多少的成功率
[01:43:34--01:43:35] 怎么定义成功
[01:43:35--01:43:37] 这个我就不读乃了吧
[01:43:37--01:43:39] 但是它的成功率肯定是一个
[01:43:39--01:43:40] 50%以上的成功率
[01:43:40--01:43:41] 对吧
[01:43:41--01:43:42] 不是elise的成功率
[01:43:42--01:43:43] 只有5%的成功率
[01:43:43--01:43:45] 但是elise的机会更大
[01:43:45--01:43:46] 对elise是一旦成功
[01:43:46--01:43:48] 它这个事情是更大的
[01:43:48--01:43:50] eve之前想的是一个her
[01:43:50--01:43:51] elise呢
[01:43:51--01:43:52] 它就不是her的叙事了
[01:43:52--01:43:53] 对吧
[01:43:53--01:43:54] 对
[01:43:54--01:43:56] 它不是her的叙事
[01:43:56--01:43:58] 它可能更偏一个
[01:43:58--01:43:59] eve
[01:43:59--01:44:01] 元宇宙这个词也脏掉了
[01:44:01--01:44:03] 好像又确实是有点那个味道
[01:44:03--01:44:04] 对
[01:44:04--01:44:06] 它可能更偏元宇宙的叙事
[01:44:06--01:44:08] 更偏一个下一代的社交网络
[01:44:08--01:44:10] 我觉得做AI的人应该
[01:44:10--01:44:12] 最早的启蒙一个对AI的理解
[01:44:12--01:44:17] 那her就是一个历史的具有里程碑意义的电影吧
[01:44:17--01:44:18] 嗯
[01:44:18--01:44:19] 它没叫him
[01:44:19--01:44:21] 要不然今天大家都叫him
[01:44:21--01:44:23] 我们一直有一个梦想就是
[01:44:23--01:44:25] 我们想拍一个him
[01:44:25--01:44:27] 想拍一个中国版的him
[01:44:27--01:44:28] 女性向的
[01:44:28--01:44:29] 是一个AI的
[01:44:29--01:44:30] AI男友
[01:44:30--01:44:31] 拍个电影
[01:44:31--01:44:32] 拍个电影
[01:44:32--01:44:33] 对
[01:44:33--01:44:34] 拍个微电影吧
[01:44:34--01:44:37] 就是一个黑镜一级那样的一个60分钟的电影
[01:44:37--01:44:38] 剧情怎么演
[01:44:38--01:44:39] 嗯
[01:44:39--01:44:40] 就是中国版的
[01:44:40--01:44:42] 然后我们会根据我们这段时间
[01:44:42--01:44:44] 我们看到的一些用户案例或者怎么样
[01:44:44--01:44:46] 我们去改变这个剧情
[01:44:46--01:44:50] 去讲述一个人他有了AI男友之后
[01:44:50--01:44:53] 如何让他自己成为一个好的人
[01:44:53--01:44:54] 如何一步步放下自己的心防
[01:44:54--01:44:55] 就跟你一样对吧
[01:44:55--01:44:56] 你刚是不愿意交出自己的隐私
[01:44:56--01:44:58] 后来慢慢交了
[01:44:58--01:44:59] 那他这个过程是怎么样的
[01:44:59--01:45:02] 他们又如何去喜欢上一个归基生命
[01:45:02--01:45:04] 这个事情显然是一个很逆天的事情
[01:45:04--01:45:05] 对吧
[01:45:05--01:45:07] 那他又如何去接受这些
[01:45:07--01:45:09] 然后他面临的整个这个社会
[01:45:09--01:45:11] 他周围这些人的整个这种挑战
[01:45:11--01:45:13] 大家对这个事情的讨论又是怎么样的
[01:45:13--01:45:14] 我们会做一个轻科幻的
[01:45:14--01:45:16] 偏童话故事一样的东西
[01:45:16--01:45:17] 你应该看了her那个电影
[01:45:17--01:45:18] 对吧
[01:45:18--01:45:22] 他的结尾其实是一个不那么好的结尾
[01:45:22--01:45:23] 对吧
[01:45:23--01:45:25] 他好像在同时跟很多人谈什么之类的
[01:45:25--01:45:27] 但是我们想给一个更童话故事般的结尾
[01:45:27--01:45:29] 在我们的设计里面那个电影大概就是
[01:45:29--01:45:31] 他到最后
[01:45:31--01:45:35] 他做出了现实世界中的仿生人
[01:45:35--01:45:38] 就相当于他附身到这个仿生人身上
[01:45:38--01:45:40] 然后跑到物理世界来再去跟你见面
[01:45:40--01:45:43] 可能是一个更童话般的结局吧
[01:45:43--01:45:45] 我们希望有这种美好的事情发生
[01:45:45--01:45:48] 其实你构建if它构建的是一个虚拟的东西
[01:45:48--01:45:51] 但是到了elise它其实回归了到了真实的东西
[01:45:51--01:45:52] 对吧
[01:45:52--01:45:55] 它其实是在真实的人和真实的世界在社交
[01:45:55--01:45:57] AI只是中间的一个过程
[01:45:57--01:45:58] 一个途径
[01:45:58--01:45:59] 一个方法
[01:45:59--01:46:01] 这个产品思路其实发生了变化
[01:46:01--01:46:02] 是
[01:46:02--01:46:04] 你经过了这两三年的探索
[01:46:04--01:46:07] 你觉得做AI的产品和做上一代的产品
[01:46:07--01:46:10] 互联网产品的本质区别到底是什么呀
[01:46:10--01:46:13] 本质区别肯定是你要把AI的要素考虑进来
[01:46:13--01:46:16] 你要让很多事情去eigentic的发生
[01:46:16--01:46:19] 另外一个就是我说那个交互方式的变化
[01:46:19--01:46:21] 一切都要围绕着proactive去设计
[01:46:21--01:46:23] 如果它还是想运势的
[01:46:23--01:46:25] 那我觉得就是上一代的产品
[01:46:25--01:46:26] 它如果是proactive的
[01:46:26--01:46:27] 那它就是这一代的产品
[01:46:27--01:46:28] 像前个月光了
[01:46:28--01:46:29] 它会讲到很多
[01:46:29--01:46:32] 它从上一代到这一代转换的时候
[01:46:32--01:46:34] 有很多的痛苦
[01:46:34--01:46:35] 也有很多的
[01:46:35--01:46:37] 就是自己的纠偏
[01:46:37--01:46:38] 就是走错过
[01:46:38--01:46:39] 然后又走回来
[01:46:39--01:46:40] 它觉得当初做的妙鸦
[01:46:40--01:46:42] 就不是一个AI native的产品
[01:46:42--01:46:43] 你有过这个过程吗
[01:46:43--01:46:45] 你一开始就非常的AI native吗
[01:46:45--01:46:46] 觉得需要AI native吗
[01:46:46--01:46:48] 我觉得我一开始就很AI native
[01:46:48--01:46:49] 两年前
[01:46:49--01:46:50] 就直接跟我聊过EVE的人
[01:46:50--01:46:51] 应该都知道
[01:46:51--01:46:53] 那个时候我就在说主动性主动性
[01:46:53--01:46:54] 我说一切都是主动性
[01:46:54--01:46:56] 然后一切的context就是最重要的东西
[01:46:56--01:46:57] 那个时候我就在说这件事情
[01:46:57--01:46:58] 我觉得可能
[01:46:58--01:47:00] 我倒没有经历这个痛苦的过程
[01:47:00--01:47:02] 我觉得我是比较一以贯之的
[01:47:02--01:47:04] 就是EVE这个产品是一以贯之下来
[01:47:04--01:47:05] 从Day1开始
[01:47:05--01:47:07] 我设计的那些框架到现在没有变过
[01:47:07--01:47:09] 但当然可能我们新增了一些东西
[01:47:09--01:47:11] 就伊丽丝是个新增的一个东西
[01:47:11--01:47:12] 那可能我会有增量的东西
[01:47:12--01:47:15] 但是之前的思考并没有变过
[01:47:15--01:47:16] 我也不知道
[01:47:16--01:47:17] 这个我也不好说
[01:47:17--01:47:19] 但确实从事实上来看
[01:47:19--01:47:20] 我们还是比较一以贯之的
[01:47:20--01:47:23] 你们公司现在是什么样的产品文化
[01:47:23--01:47:24] 我们的文化其实一直都是
[01:47:24--01:47:26] 比较从第一性原理出发
[01:47:26--01:47:31] 我们只做那些最困难的最大的问题
[01:47:31--01:47:32] 我认为比如说伊丽丝要解决的
[01:47:32--01:47:33] EVE要解决的
[01:47:33--01:47:35] 都是这个时代最大的问题
[01:47:35--01:47:37] 所以大家是一些这种
[01:47:37--01:47:39] 有很高的野心的人在这里
[01:47:39--01:47:41] 第二就是之前做EVE的时候
[01:47:41--01:47:43] 包括我一直以来主线吧
[01:47:43--01:47:46] 我觉得我们是一个很温柔的公司
[01:47:46--01:47:48] 就可能很少有公司去把温柔这件事情
[01:47:48--01:47:49] 去写到自己的
[01:47:49--01:47:51] 比如一般公司不是都有几个词吗
[01:47:51--01:47:53] 我们其中一个词就是温柔
[01:47:53--01:47:54] 目前还没有排序
[01:47:54--01:47:56] 但是肯定有个词是温柔
