[00:00:01--00:00:03] 为什么你做这件事情比大部分人都早
[02:17:24--02:17:26] 其实一开始我是认为
[02:17:26--02:17:28] innovator和organization
[02:17:28--02:17:31] 是一个更正交或者并列
[02:17:31--02:17:32] 或者
[02:17:32--02:17:35] 我当时在群里问了一个问题
[02:17:35--02:17:36] 为什么比如说
[02:17:36--02:17:37] 当一个大公司的CEO
[02:17:37--02:17:38] 和当一个科学家
[02:17:38--02:17:41] 到底哪一个更难
[02:17:41--02:17:43] 我觉得这个不好说
[02:17:43--02:17:46] 而且你可能实现的research的路径
[02:17:46--02:17:49] 是有区别的
[02:17:49--02:17:50] 我觉得都很重要
[02:17:50--02:17:51] 我就不用太纠结
[02:17:51--02:17:52] 谁是第四级谁是第五级
[02:17:52--02:17:54] 我觉得都很重要
[02:17:54--02:17:55] 我觉得都很重要
[02:17:55--02:17:57] 但是我不觉得就是说
[02:17:57--02:17:58] 一定要先实现哪一个
[02:17:58--02:17:59] 才能实现另一个
[02:17:59--02:18:01] 我觉得可以同时去探索
[02:18:02--02:18:03] 在你的成长路上
[02:18:03--02:18:04] 你觉得你的自己的mindset
[02:18:04--02:18:06] 跟你同龄人差不多吗
[02:18:06--02:18:07] 还是不一样
[02:18:07--02:18:10] 我觉得有一样的地方
[02:18:10--02:18:11] 也有不一样的地方
[02:18:11--02:18:14] 我觉得其实我的路径
[02:18:14--02:18:16] 还是挺按部就班的
[02:18:16--02:18:17] 我也没有跳机
[02:18:17--02:18:18] 我也没有
[02:18:18--02:18:20] 大环境下大家都去美国读博了
[02:18:20--02:18:21] 我也去美国读博了
[02:18:21--02:18:28] 然后感觉没有做什么很
[02:18:28--02:18:30] 很surprising的事情
[02:18:30--02:18:31] 但是
[02:18:32--02:18:36] 我觉得我对一个东西的价值
[02:18:36--02:18:38] 或者taste有自己的看法
[02:18:38--02:18:41] 就是我觉得一个东西
[02:18:41--02:18:42] 我觉得就是说
[02:18:42--02:18:44] 大家往往会倾向于去
[02:18:44--02:18:47] 做一个确定性比较高的事情
[02:18:47--02:18:51] 或者说就包括做research
[02:18:51--02:18:52] 包括做公司
[02:18:52--02:18:53] 包括做任何事情
[02:18:53--02:18:57] 但我觉得恰好是这个时代
[02:18:57--02:19:01] 我觉得可能你去做
[02:19:01--02:19:04] 上限更高的事情是更好的
[02:19:04--02:19:06] 因为有一个巨大的机会
[02:19:06--02:19:07] 对
[02:19:07--02:19:09] 如果没有一个这样巨大的机会
[02:19:09--02:19:10] 那可能最佳的路径
[02:19:10--02:19:12] 可能就是去做incremental的事情
[02:19:12--02:19:13] 去做确定性强的事情
[02:19:13--02:19:15] 然后一步一步积累
[02:19:15--02:19:17] 但是恰好有一个
[02:19:17--02:19:19] 就上限非常高的事情
[02:19:19--02:19:21] 如果你敢想
[02:19:21--02:19:22] 或者你胆子特别大
[02:19:22--02:19:24] 或者你想象力很丰富
[02:19:24--02:19:26] 那就会有好的事情发生
[02:19:26--02:19:27] 我觉得
[02:19:27--02:19:28] 在你成长路上
[02:19:28--02:19:29] 对你启发大的是什么
[02:19:29--02:19:31] 是书是电影是音乐
[02:19:31--02:19:33] 形成了你这些man sight
[02:19:36--02:19:38] 我觉得看书还是挺有帮助的
[02:19:38--02:19:41] 我是一个喜欢看杂书的人
[02:19:41--02:19:43] 我什么书都看
[02:19:43--02:19:47] 我觉得这个还是挺有帮助的
[02:19:47--02:19:49] 我什么电影都看
[02:19:49--02:19:51] 然后什么地方都想去
[02:19:51--02:19:54] 我感觉我从小是一个比较
[02:19:54--02:19:56] 比较general的人
[02:19:56--02:19:58] 我想试图变得很通用
[02:19:58--02:20:01] 我想试图去了解很多东西
[02:20:01--02:20:02] 去做很多不同的学科
[02:20:02--02:20:04] 然后去做很多不同的事情
[02:20:04--02:20:05] 但后来我就发现
[02:20:05--02:20:07] 一个人即使再聪明
[02:20:07--02:20:08] 再有经历
[02:20:08--02:20:10] 他能理解的知识
[02:20:10--02:20:11] 或者能做的事情
[02:20:11--02:20:14] 也只是人类社会积累的知识的很小一部分
[02:20:14--02:20:16] 那可能更好的一个事情就是说
[02:20:16--02:20:18] 你去创造一个比你更通用
[02:20:18--02:20:19] 更兼得的事情
[02:20:19--02:20:20] 我觉得
[02:20:20--02:20:22] 我好像一直有一个对这种
[02:20:22--02:20:23] 通用性的一种
[02:20:23--02:20:25] 执念或者追求
[02:20:25--02:20:27] 通用性能带来什么呢
[02:20:27--02:20:28] 通用性意味着什么呢
[02:20:28--02:20:30] 因为它可以足够简单
[02:20:31--02:20:33] 我不知道
[02:20:33--02:20:35] 但是我觉得我从小就是想
[02:20:35--02:20:36] 学习很多不同的学科
[02:20:36--02:20:38] 就是我觉得都很有意思
[02:20:38--02:20:41] 就是很多
[02:20:41--02:20:43] 就是我在摇摆很多同学
[02:20:43--02:20:44] 我觉得他们是那种很deep
[02:20:44--02:20:45] 很focus的东西
[02:20:45--02:20:46] 就是说
[02:20:46--02:20:47] 我去做竞赛
[02:20:47--02:20:48] 我就把这个事情做到极致
[02:20:48--02:20:49] 我就不停地刷题
[02:20:49--02:20:50] 我把
[02:20:50--02:20:52] 我做到世界金牌
[02:20:52--02:20:54] 但我觉得我好像不是那种性格
[02:20:54--02:20:55] 我是那种
[02:20:55--02:20:56] 我会看很多数学
[02:20:56--02:20:57] 但我也会看很多历史
[02:20:57--02:21:00] 我会看很多各种各样乱七八糟的东西
[02:21:01--02:21:02] 你会刷竞赛吗
[02:21:02--02:21:03] 我也搞竞赛
[02:21:03--02:21:04] 但是我
[02:21:04--02:21:06] 我没有我的本科同学那么厉害
[02:21:06--02:21:07] 我最后是
[02:21:07--02:21:10] 新医学拿了全国银牌
[02:21:10--02:21:13] 你还是清华的说唱社联合创始人
[02:21:13--02:21:14] 对吧
[02:21:14--02:21:15] 我昨天去翻了一下
[02:21:15--02:21:16] 你的网易云音乐
[02:21:16--02:21:19] 你的那个歌
[02:21:19--02:21:21] 被你找到了
[02:21:21--02:21:23] 看来你有deep research的那点
[02:21:23--02:21:26] 你最喜欢的说唱的star是谁
[02:21:26--02:21:28] interesting
[02:21:28--02:21:30] 我有很多喜欢的说唱歌手
[02:21:30--02:21:31] 就我觉得
[02:21:31--02:21:32] 说唱我觉得很有意思
[02:21:32--02:21:33] 就是因为
[02:21:33--02:21:35] 每个人风格都很不一样
[02:21:35--02:21:36] 然后
[02:21:36--02:21:38] 没有一个
[02:21:38--02:21:40] 就有点文无第一
[02:21:40--02:21:41] 这个武无第二的感觉
[02:21:41--02:21:42] 对吧
[02:21:42--02:21:43] 就是说
[02:21:43--02:21:45] 每个人都有自己很独特的东西
[02:21:45--02:21:48] 所以它能体现很多价值
[02:21:48--02:21:50] 我觉得这点是
[02:21:50--02:21:52] 就很多人喜欢说唱的原因
[02:21:52--02:21:53] 就是
[02:21:53--02:21:54] 你有自己的个性
[02:21:54--02:21:55] 你有自己的flow
[02:21:55--02:21:56] 你有自己的生活的思考
[02:21:56--02:21:57] 你可以创造出来
[02:21:57--02:21:58] 不一样的东西
[02:21:58--02:21:59] 它不一定是最好的东西
[02:21:59--02:22:00] 当然是不一样的东西
[02:22:00--02:22:03] 我觉得这点是很吸引人的
[02:22:03--02:22:04] 嗯
[02:22:04--02:22:06] 他跟你宣A有什么相似的地方呢
[02:22:06--02:22:07] 他跟你做AI
[02:22:07--02:22:08] 挺有意思的
[02:22:08--02:22:09] 就是我觉得
[02:22:09--02:22:11] 我记得GBT3刚出来的时候
[02:22:11--02:22:13] 就大家都觉得很厉害嘛
[02:22:13--02:22:15] 然后我当时想到第一个做的事情
[02:22:15--02:22:16] 就是说
[02:22:16--02:22:18] 看能不能深深押韵的说唱歌词
[02:22:18--02:22:19] 并且有内容性
[02:22:19--02:22:21] 我发现这事情还是很难
[02:22:21--02:22:23] 似乎今天还是很难
[02:22:23--02:22:25] 就是也许说明
[02:22:25--02:22:28] 说唱歌手是一个被人们低估的工作
[02:22:28--02:22:29] 对
[02:22:29--02:22:30] 为什么难呢
[02:22:30--02:22:31] 因为就是填词啊
[02:22:31--02:22:35] 他这不就是predict next token要做的事情吗
[02:22:35--02:22:37] 我觉得首先
[02:22:37--02:22:38] 一个东西好听
[02:22:38--02:22:40] 或者flow好
[02:22:40--02:22:42] 或者就是听上去舒服
[02:22:42--02:22:46] 是一个很难被量化的reward
[02:22:46--02:22:47] 但是我觉得
[02:22:47--02:22:48] 然后独特的flow
[02:22:48--02:22:49] 或者对吧
[02:22:49--02:22:52] 这个事情是很难量化的reward
[02:22:52--02:22:53] 很多时候一个东西
[02:22:53--02:22:54] 比如这个节奏
[02:22:54--02:22:55] 或者这个flow
[02:22:55--02:22:57] 或者这个style
[02:22:57--02:22:58] 它出现太多了
[02:22:58--02:22:59] 那它就不好
[02:22:59--02:23:01] 就独特反而是好的
[02:23:01--02:23:03] 这个事情是很难被量化的reward
[02:23:03--02:23:05] 我第二点就是说
[02:23:05--02:23:06] 真正伟大的说唱歌手
[02:23:06--02:23:09] 他有他的很多独特的对生活的思考
[02:23:09--02:23:12] 我觉得这一点好像似乎AI还做不到
[02:23:12--02:23:14] 因为他还没有生活
[02:23:14--02:23:18] 有可能能有比语言让智能更通用的东西吗
[02:23:18--02:23:19] 我觉得在不同的
[02:23:19--02:23:21] 在一个特定的领域
[02:23:21--02:23:23] 肯定会有比语言更好的表示
[02:23:23--02:23:25] 比如说在围棋里面
[02:23:25--02:23:26] 你用自然语言思考
[02:23:26--02:23:27] 可能就不是最优的方法
[02:23:27--02:23:28] 对吧
[02:23:28--02:23:30] 但是我觉得语言诞生
[02:23:30--02:23:34] 它不是为了处理某个特定任务的效率或者交流
[02:23:34--02:23:36] 它为的是能够打通所有任务
[02:23:36--02:23:39] 或者打通人的这些认知能力
[02:23:39--02:23:42] 然后形成一个通用的这样的一个表示
[02:23:42--02:23:47] 所以它并不是为了某个特定的任务的最优而优化的
[02:23:47--02:23:48] 往往就是说你会发现
[02:23:48--02:23:49] 它在某个特定任务上
[02:23:49--02:23:51] 它有很多种鱼性
[02:23:51--02:23:54] 但是它整体上是一个通用的东西
[02:23:54--02:23:56] 然后当然就是说
[02:23:56--02:23:58] 就像我们可以创造一门新的语言一样
[02:23:58--02:23:59] 当然也可以创造一个新的语言
[02:23:59--02:24:01] 它可能效率更高或者怎么样
[02:24:01--02:24:03] 但是我觉得
[02:24:03--02:24:05] 可能最终大概就是英语
[02:24:05--02:24:06] 或者基于英语
[02:24:06--02:24:08] 还是会成为一个主流的语言
[02:24:08--02:24:11] 因为人类已经有一个这样很强的prior
[02:24:11--02:24:12] 有很强的先验知识
[02:24:12--02:24:16] 而且人有这样的这个价值的取向
[02:24:16--02:24:19] 或者motivation
[02:24:19--02:24:20] 它有这个动机
[02:24:20--02:24:24] 会想让机器的语言和人更像
[02:24:24--02:24:26] 这样我们可以更好地去理解它
[02:24:26--02:24:28] 控制它 监控它
[02:24:28--02:24:30] 改变它 操控它
[02:24:30--02:24:32] 那似乎它是一个很自然的选择
[02:24:32--02:24:35] 你的内心驱动力是什么呀
[02:24:35--02:24:36] 你的愿景是什么呀
[02:24:36--02:24:38] 你十年后想成为谁呢
[02:24:38--02:24:40] 我觉得我还是想
[02:24:40--02:24:42] 用一个非常俗的话来说
[02:24:42--02:24:46] 你希望你对这个世界创造一些不同
[02:24:46--02:24:49] 我觉得如果能探索新的
[02:24:49--02:24:51] 根本性的研究
[02:24:51--02:24:53] 是一种创造不同的方式
[02:24:53--02:24:55] 或者你能创造一种
[02:24:55--02:24:57] 完全不同的新的产品形态
[02:24:57--02:24:59] 在大家都在做同样的事情的时候
[02:24:59--02:25:00] 你做一些不一样的事情
[02:25:00--02:25:03] 我觉得这个会比较有意思
[02:25:03--02:25:05] 我觉得比如说你现在去做一家
[02:25:05--02:25:07] 类似于XAI或者
[02:25:07--02:25:08] Thinking Machine
[02:25:08--02:25:10] 就是说我再去做一个类似于Chatbot
[02:25:10--02:25:11] 或者Assistant的
[02:25:11--02:25:13] 这样的一个AI公司
[02:25:13--02:25:16] 我觉得还是很有可能赚很多钱
[02:25:16--02:25:17] 商业上很成功
[02:25:17--02:25:19] 但是比如说如果我做了一个
[02:25:19--02:25:21] 形态很不一样的东西
[02:25:21--02:25:22] 但是失败了
[02:25:22--02:25:23] 但是我觉得我起码
[02:25:23--02:25:25] 探索了一种不一样的东西
[02:25:25--02:25:26] 我觉得
[02:25:26--02:25:28] 会更有意思吧
[02:25:28--02:25:29] 我觉得
[02:25:29--02:25:32] 我想对上一点进行一个补充
[02:25:32--02:25:33] 就是我
[02:25:33--02:25:35] 我觉得我导师对我影响
[02:25:35--02:25:37] 影响最深或者影响最深的一句话
[02:25:37--02:25:38] 就是说
[02:25:38--02:25:41] 我们会讨论比如说
[02:25:41--02:25:43] 学术圈很经常发生的一个事情
[02:25:43--02:25:44] 就是说你有一个想法
[02:25:44--02:25:45] 然后别人做了
[02:25:45--02:25:47] 那你就会很烦
[02:25:47--02:25:49] 然后他又会说
[02:25:49--02:25:50] If someone else can do it
[02:25:50--02:25:53] then it's okay to let them do it
[02:25:53--02:25:55] 就是如果你从人类圈局的角度来说
[02:25:55--02:25:57] 那如果这个事情很多人都能做
[02:25:57--02:25:59] 然后那别人做的
[02:25:59--02:26:02] 可能是不是也没有什么区别
[02:26:02--02:26:03] 对这个社会
[02:26:03--02:26:05] 或者对这个整体来说
[02:26:05--02:26:08] 似乎没有什么变化
[02:26:08--02:26:11] 就是如果你的
[02:26:11--02:26:13] 当然我记得就是说
[02:26:13--02:26:14] 我有提到这件事情
[02:26:14--02:26:16] 然后有人说
[02:26:16--02:26:17] 这个非常假
[02:26:17--02:26:20] 因为最终你会发现
[02:26:20--02:26:22] 没有什么事情是不可替代了
[02:26:22--02:26:23] 对吧
[02:26:23--02:26:24] 相对论其实没有被提出
[02:26:24--02:26:26] 也会有人提出
[02:26:26--02:26:27] 对吧
[02:26:27--02:26:29] 就是没有什么事情是你死了
[02:26:29--02:26:30] 就是或者你不在
[02:26:30--02:26:32] 另一个人不能提出了
[02:26:32--02:26:33] 但是
[02:26:35--02:26:37] 但是我觉得这个话还是有道理的
[02:26:37--02:26:38] 对
[02:26:38--02:26:40] 就是如果你很清楚的能看到
[02:26:40--02:26:41] 就是别人就在做这个事情
[02:26:41--02:26:44] 或者别人就在类似于做这样的事情
[02:26:44--02:26:46] 那你可以选择去和他卷
[02:26:46--02:26:47] 然后那我觉得
[02:26:47--02:26:48] 如果你要和他去卷
[02:26:48--02:26:50] 那你认为比如你会更有效率
[02:26:50--02:26:52] 或者你能把这个事情做得更好
[02:26:52--02:26:54] 那我觉得这也是合理的
[02:26:54--02:26:56] 但是或者你去做一些不一样的事情
[02:26:56--02:26:57] 去探索
[02:26:57--02:26:58] 我觉得就是最终
[02:26:58--02:26:59] 你要对这个社会产生价值
[02:26:59--02:27:00] 然后
[02:27:00--02:27:01] 但这个世代
[02:27:01--02:27:02] 我觉得很幸运的一点
[02:27:02--02:27:03] 就是说
[02:27:03--02:27:04] 这个技术非常通用
[02:27:04--02:27:05] 这个技术非常伟大
[02:27:05--02:27:06] 我觉得有足够多探索的空间
[02:27:06--02:27:07] 那
[02:27:07--02:27:08] 那我觉得比如说
[02:27:08--02:27:09] coding是一个非常显然
[02:27:09--02:27:10] 大家都在做的事情
[02:27:10--02:27:11] 那
[02:27:11--02:27:12] 那也许我的价值
[02:27:12--02:27:13] 就是说我把
[02:27:13--02:27:14] 这个最初始的
[02:27:14--02:27:15] initial signal
[02:27:15--02:27:16] 给展示出来
[02:27:16--02:27:17] 那如果别人能做
[02:27:17--02:27:18] 我觉得别人做也是OK的
[02:27:18--02:27:19] 嗯
[02:27:19--02:27:20] 然后另一点
[02:27:20--02:27:21] 我觉得可能就是说
[02:27:21--02:27:22] 你想要让这个人
[02:27:22--02:27:24] 去做一些不一样的事情
[02:27:24--02:27:25] 就是说
[02:27:25--02:27:26] 你去做一些不一样的事情
[02:27:26--02:27:27] 或者说
[02:27:27--02:27:28] 你想要让自己的生活
[02:27:28--02:27:29] 变得更有趣
[02:27:29--02:27:30] 或者更有意思
[02:27:30--02:27:31] 或者更快乐
[02:27:31--02:27:32] 那
[02:27:32--02:27:33] 那你就去做一些
[02:27:33--02:27:34] 让自己喜欢的事情
[02:27:34--02:27:35] 但这个事情
[02:27:35--02:27:36] 就很难用语言解释
[02:27:36--02:27:37] 就是一个taste的
[02:27:37--02:27:39] 或者是一个preference的问题
[02:27:39--02:27:41] 你会对agent的创业者
[02:27:41--02:27:42] 有什么建议吗
[02:27:42--02:27:43] 嗯
[02:27:43--02:27:44] 我觉得这个
[02:27:44--02:27:45] 我已经说了很多遍
[02:27:45--02:27:46] 可能有点老套
[02:27:46--02:27:47] 但是我觉得就是
[02:27:47--02:27:49] 想清楚你的价值是什么
[02:27:49--02:27:50] 嗯
[02:27:50--02:27:51] 然后
[02:27:51--02:27:52] 我觉得技术是个工具
[02:27:52--02:27:53] 然后当然
[02:27:53--02:27:54] 理解技术
[02:27:54--02:27:55] 理解技术的趋势很重要
[02:27:55--02:27:56] 但是
[02:27:56--02:27:57] 我觉得就是
[02:27:57--02:27:58] 创造价值
[02:27:58--02:27:59] 是最重要的
[02:27:59--02:28:00] 就是
[02:28:00--02:28:01] 或者想清楚你
[02:28:01--02:28:02] 你为你的用户
[02:28:02--02:28:03] 带来什么样的
[02:28:03--02:28:04] 增强价值
[02:28:04--02:28:05] 这是最重要的
