[00:00:03--00:00:04] Hello 大家好,我是小骏
[00:00:04--00:00:07] 2026年除了嘉宾访谈
[02:14:03--02:14:04] 哪五个
[02:14:04--02:14:05] 就这块可能就
[02:14:05--02:14:07] 就这块就可能就不太细说
[02:14:07--02:14:10] 但是就可能你可以想象就是最大的大模型公司
[02:14:10--02:14:12] 最大模型公司
[02:14:12--02:14:14] 那么他们往往都会有自己的巨深的团队
[02:14:14--02:14:20] 那在这儿呢我觉得就是说很核心的一个点就是两边是否可以同步的去迭代
[02:14:20--02:14:23] 就迭代相互的认知这是一个很关键的事
[02:14:23--02:14:24] 其实
[02:14:24--02:14:27] 某种层面上我们得到很多不同客户给我们的认知
[02:14:27--02:14:30] 同时我们也给我们的客户提供了更多的一个认知我觉得这是
[02:14:30--02:14:32] 很重要的
[02:14:32--02:14:34] 我再举一个例子
[02:14:34--02:14:35] 就是其实
[02:14:35--02:14:37] 数据金塔这件事
[02:14:37--02:14:38] 它是需要被验证的
[02:14:38--02:14:40] 就是数据金塔是一个
[02:14:40--02:14:42] 是一个概念
[02:14:42--02:14:43] 但是它
[02:14:43--02:14:45] 到底哪一层的数据是最有效的
[02:14:45--02:14:46] 配比是如何的
[02:14:46--02:14:49] 这个是需要被验证的
[02:14:49--02:14:50] 我们其实可能和
[02:14:50--02:14:53] 其中的大概两个公司左右
[02:14:53--02:14:55] 都在不断的去
[02:14:55--02:14:57] 演进对于数据金塔的迭代
[02:14:57--02:15:00] 这个是很关键的一件事那当然就说你要去验证数据金塔
[02:15:00--02:15:01] 你需要多少张卡
[02:15:01--02:15:03] 可能得几万张卡
[02:15:03--02:15:05] 才真正能够有效的去验证数据金塔
[02:15:05--02:15:08] 所以我认为其实在这一些核心的认知是极其关键的
[02:15:08--02:15:10] 应该怎么配
[02:15:10--02:15:10] 怎么配比
[02:15:10--02:15:12] 我认为就是说
[02:15:12--02:15:15] 可能就不能说太细但是就是说我认为其实
[02:15:15--02:15:17] 就是越来越偏
[02:15:17--02:15:18] 本体五官层
[02:15:18--02:15:19] 这个是
[02:15:19--02:15:21] 就首先是一定的一件事
[02:15:21--02:15:22] 另外就是说
[02:15:22--02:15:25] 我们可能得到更多的一个认知就是不只是一个在预训练阶段
[02:15:25--02:15:28] 包括就是预训练之后的后训练
[02:15:28--02:15:30] 从R阶段该怎么去做这件事
[02:15:30--02:15:30] 该怎么去为
[02:15:30--02:15:32] 微调
[02:15:32--02:15:34] 多少利用仿真多少利用真实
[02:15:34--02:15:36] 以及后面的评测该如何去构建
[02:15:36--02:15:40] 我觉得它是一个整体的一个体系化的一个认知
[02:15:40--02:15:43] 准备数据非常的关键啊能不能给大家一些你们的
[02:15:43--02:15:46] 关键的一些secret分享一下
[02:15:46--02:15:47] 对我觉得可能就是说
[02:15:47--02:15:49] 说一些就是
[02:15:49--02:15:50] 比较偏
[02:15:50--02:15:51] 反直觉的认知
[02:15:51--02:15:53] 我觉得还是回到就是说
[02:15:53--02:15:54] 这个
[02:15:54--02:15:57] 什么样的数据是好的数据这个点上
[02:15:57--02:15:59] 其实我觉得它越来越像人的学习
[02:15:59--02:16:00] 就是
[02:16:00--02:16:02] 它越来越不像最早的自动驾驶
[02:16:02--02:16:04] 最早的这个机器视觉
[02:16:04--02:16:07] 最早自动驾驶机器视觉就是
[02:16:07--02:16:09] 完美的数据是最好的
[02:16:09--02:16:10] 它有一个标准答案的
[02:16:10--02:16:11] 我觉得
[02:16:11--02:16:14] 现在的数据可能越来越没有一个标准答案
[02:16:14--02:16:20] 那这个时候能够我觉得从第一性原理上能够帮助人去学习的数据
[02:16:20--02:16:22] 我觉得它可能是最好的数据
[02:16:22--02:16:24] 就是它是一个比方说让你看到了一些错误
[02:16:24--02:16:25] 能让你
[02:16:25--02:16:27] 从错误中去学习的数据
[02:16:27--02:16:30] 我觉得这个是一个很关键另外就是说
[02:16:30--02:16:32] 可能人从小的时候长大
[02:16:32--02:16:33] 他可能
[02:16:33--02:16:35] 就是说你就是看一个老师
[02:16:35--02:16:36] 就给你讲题
[02:16:36--02:16:38] 你可能不见得是最好的效果
[02:16:38--02:16:39] 可能
[02:16:39--02:16:42] 你把每一个同学都给当成自己的老师
[02:16:42--02:16:44] 一道题可能有不同的做法
[02:16:44--02:16:46] 然后从这个
[02:16:46--02:16:49] 足够的分布中去得到自己的这个
[02:16:49--02:16:50] 结论可能是更好的
[02:16:50--02:16:52] 我觉得这些可能是
[02:16:52--02:16:55] 我觉得它的secret thought就是它是和人的
[02:16:55--02:16:57] 这个学习是越来越共通
[02:16:57--02:17:00] 所以其实我越来越觉得我们
[02:17:00--02:17:01] 可能做的是一个教育公司
[02:17:01--02:17:05] 对我认为中级的数据公司
[02:17:05--02:17:07] 可能跟教育公司是长得很像的
[02:17:07--02:17:12] 那你觉得教育AI和教育人的不同是什么
[02:17:12--02:17:13] 目前来看
[02:17:13--02:17:14] 我觉得
[02:17:14--02:17:17] 现在巨神可能还是没有那么智能
[02:17:17--02:17:20] 对吧所以就是说现在其实还是有不少的是一个
[02:17:20--02:17:21] 示范
[02:17:21--02:17:24] 就还是有一些让他去伺机应备
[02:17:24--02:17:26] 或者让他去模仿学习
[02:17:26--02:17:27] 对吧
[02:17:27--02:17:30] 但是我认为就是说越往后可能你越需要去
[02:17:30--02:17:30] 挑战他
[02:17:30--02:17:33] 另外呢就是说
[02:17:33--02:17:38] 就我觉得在这其实本质来讲巨神这件事它还是一个要与物理世界去
[02:17:38--02:17:39] 交互的一件事
[02:17:39--02:17:42] 所以这个教育可能和咱们的
[02:17:42--02:17:44] 平常的这种书本的教育还是不太一样的
[02:17:44--02:17:47] 它需要有更多的物理的示范和物理的交互
[02:17:47--02:17:51] 因为你跟国内外的各个不管是大脑的公司还是机器人本体的公司
[02:17:51--02:17:53] 还是大模型的公司应该都很熟
[02:17:53--02:17:55] 能不能给大家做一个就是
[02:17:55--02:17:56] 关于
[02:17:56--02:17:59] 中美机器人团队是怎么做数据的mapping
[02:18:00--02:18:00] 没问题
[02:18:00--02:18:03] 他们都是什么的信仰派
[02:18:03--02:18:06] 就是因为我跟他们很熟所以我可能
[02:18:06--02:18:09] 不能太细说我觉得我可以去相应的去归类
[02:18:09--02:18:11] 就是说我觉得有一个就是大模型派
[02:18:11--02:18:15] 大模型派我觉得可能越来越多的就是大厂的大模型团队
[02:18:15--02:18:18] 我觉得他们可能
[02:18:18--02:18:20] 出发点可能最早的时候可能不太一样
[02:18:20--02:18:22] 但是可能越来越
[02:18:22--02:18:23] 越来越趋同
[02:18:23--02:18:25] 越来越趋同就是说
[02:18:25--02:18:27] 他们需要的是
[02:18:27--02:18:29] 这个领样本的泛化的能力
[02:18:29--02:18:31] 你说的是大别模型团队还是哪个团队
[02:18:31--02:18:33] 大厂的VLA团队
[02:18:33--02:18:35] 大厂的世界模型团队
[02:18:35--02:18:37] 我觉得大概是这两个团队吧
[02:18:37--02:18:40] 我觉得他们需要的是这个领样本的泛化能力
[02:18:40--02:18:42] 我觉得这个是一个极其极其
[02:18:42--02:18:44] 对基础上的能力我觉得这个是他们最看重的
[02:18:44--02:18:48] 他们倒没有那么看重本体的复杂度
[02:18:48--02:18:52] 那他们最关键希望的是能够用相对
[02:18:52--02:18:54] 简单的标准化的本体
[02:18:54--02:18:57] 但是能够去验证他们
[02:18:57--02:18:59] 规模化的基础上的能力
[02:18:59--02:19:00] 我觉得这个是
[02:19:00--02:19:02] 他们特别相信数据
[02:19:02--02:19:04] 他们也特别相信本体无关的数据
[02:19:04--02:19:05] 相信仿真
[02:19:05--02:19:07] 相信仿真的评测
[02:19:07--02:19:09] 相信人类数据
[02:19:09--02:19:11] 因为这个走的是大元模型的逻辑
[02:19:11--02:19:12] 没错
[02:19:12--02:19:15] 同时就是说他们其实在infra上他们会
[02:19:15--02:19:17] 更早的去尝试做RL
[02:19:17--02:19:19] 做大规模的RL
[02:19:19--02:19:21] 这件事但是重点可能是在仿真
[02:19:21--02:19:24] 这个是我们可能看到的
[02:19:24--02:19:26] 一个核心的一个大模型
[02:19:26--02:19:27] 团队的一个趋势
[02:19:27--02:19:29] 这里我插一嘴
[02:19:29--02:19:31] 因为正是因为这些大厂
[02:19:31--02:19:33] 当然他资金很雄厚
[02:19:33--02:19:35] 他的infra能力也非常的强
[02:19:35--02:19:37] 但是他同时有大元模型
[02:19:37--02:19:38] 也有这个VLA和世界模型
[02:19:38--02:19:40] 就是做机器人的这个方向
[02:19:40--02:19:42] 那他
[02:19:42--02:19:44] 在当下肯定会把资源倾向
[02:19:44--02:19:45] 倾斜给
[02:19:45--02:19:47] 大元模型的团队对吧
[02:19:47--02:19:49] 他不会倾斜给机器人团队
[02:19:49--02:19:51] 所以会不会反而出现在大厂这个资源
[02:19:51--02:19:53] 其实在机器人团队
[02:19:53--02:19:55] 能留到机器人团队的资源没有想象中那么多
[02:19:55--02:19:56] 你说这点很好
[02:19:56--02:19:59] 但是呢就说我觉得这个其实是一个可能
[02:19:59--02:20:03] 可能三到六个月前的真实的现象
[02:20:03--02:20:04] 或者说其实
[02:20:04--02:20:06] 在今年以前
[02:20:06--02:20:10] 我觉得看到的情况其实大厂是基本上没有下场的
[02:20:10--02:20:12] 比如说OpenAI可能没有下场
[02:20:12--02:20:14] 对吧可能自己也没有下场
[02:20:14--02:20:16] 就没有下场seriously去大规模去做这件事
[02:20:16--02:20:20] 对但是在今年开始了以后
[02:20:20--02:20:22] 我认为可能核心啊就是说
[02:20:22--02:20:27] 大模型这里相对来说可能趋势相对确定了一些
[02:20:27--02:20:29] 有一定的手可以腾出来
[02:20:29--02:20:32] 然后这些就开始去做到了机器人
[02:20:32--02:20:34] VLA
[02:20:34--02:20:36] 从你的视角告诉我们谁变得更激进了
[02:20:36--02:20:38] 我觉得
[02:20:38--02:20:40] 字节肯定是更激进了
[02:20:40--02:20:41] 我觉得阿里
[02:20:41--02:20:43] 我觉得OpenAI
[02:20:43--02:20:46] 我觉得Dmine也绝对更激进了
[02:20:46--02:20:49] 对我觉得英伟达我觉得也更激进了
[02:20:49--02:20:51] 这就是五家
[02:20:51--02:20:52] 角逐机器人大脑的团队
[02:20:52--02:20:55] 我觉得还会有其他
[02:20:55--02:20:58] 对其实某种层面上我认为派也应该属于这一类
[02:20:58--02:20:59] 但他是创业观的
[02:20:59--02:20:59] 专业公司
[02:20:59--02:21:02] 对他是专业公司但是我认为他可能
[02:21:02--02:21:04] 咱们去定义他可能更多偏一个frontier line
[02:21:04--02:21:06] 而不是一个机器人公司
[02:21:06--02:21:06] 对吧
[02:21:06--02:21:08] 那么我觉得他也算是这一类
[02:21:08--02:21:09] 就是他在
[02:21:09--02:21:11] 他在真正的大规模的去训练自己的模型
[02:21:11--02:21:13] 就这个是一个我觉得大模型对吧
[02:21:13--02:21:15] 那咱们再去看
[02:21:15--02:21:16] 机器人
[02:21:16--02:21:19] 我觉得机器人的话呢可能最早的时候全都是真实派的
[02:21:19--02:21:22] 现在呢我觉得有一些是开始去
[02:21:22--02:21:23] follow仿真
[02:21:23--02:21:24] 仿真评测
[02:21:24--02:21:26] 我觉得这是掉头了还有一些呢
[02:21:26--02:21:28] 同时呢也在follow这个人类的数据
[02:21:28--02:21:32] 那比如说这个以generalist为首对吧
[02:21:32--02:21:34] 同时比方说3D
[02:21:34--02:21:39] 那他用他的那个污秘的甲转其实也是人类数据的一种
[02:21:39--02:21:41] 那国内的一些可能也是
[02:21:41--02:21:43] 有follow人类数据的
[02:21:43--02:21:45] 对所以我觉得呢就是说
[02:21:45--02:21:48] 机器人公司其实也在分化
[02:21:48--02:21:49] 可能呢我觉得
[02:21:49--02:21:53] 我觉得底层是这个机器人公司是否是一个很大的一个商业模式是一个
[02:21:53--02:21:54] 素材
[02:21:54--02:21:57] 还是说他的商业模式就是去做
[02:21:57--02:21:58] 大脑智能
[02:21:58--02:22:00] 我觉得他在这儿会有一定的分化
[02:22:00--02:22:02] 就是他的这个数据的这个品类上
[02:22:02--02:22:03] 会有一定的这个分化
[02:22:03--02:22:06] 做大脑智能好像不能成为商业模式吧新阶段
[02:22:06--02:22:07] 我觉得就是说
[02:22:07--02:22:10] 就是大脑智能就是说他去把这个
[02:22:10--02:22:13] 机器人部署到这个真正的场景上去
[02:22:13--02:22:15] 去执行这个场景的任务
[02:22:15--02:22:17] 而不是去做一个素材的一个素材厂
[02:22:17--02:22:19] 我觉得现在可能
[02:22:19--02:22:22] 很多的机器人公司其实底层做的是一个素材厂
[02:22:22--02:22:24] 其实我个人比较看好语书
[02:22:24--02:22:27] 语书其实我觉得它还是一个更加偏本体的一个模式
[02:22:27--02:22:29] 如果说咱们去认为
[02:22:29--02:22:31] 可能这个
[02:22:31--02:22:33] 就是本体无关的数据
[02:22:33--02:22:36] 导致可能大厂的大模型真正成为最后的大脑
[02:22:36--02:22:38] 那我觉得语书的区分度是
[02:22:38--02:22:39] 最鲜明的
[02:22:39--02:22:43] 他就是坚定的把他的本体做好
[02:22:43--02:22:46] 对所以我倒认为就是语书可能后面
[02:22:46--02:22:47] 他的定位很清晰
[02:22:47--02:22:49] 他也不和他的
[02:22:49--02:22:50] 比方说
[02:22:50--02:22:52] 他也不和大脑公司去竞争
[02:22:52--02:22:54] 我觉得他们是一个很务实
[02:22:54--02:22:56] 而且知道自己哪里有优势
[02:22:56--02:22:57] 知道自己哪里有优势
[02:22:57--02:22:58] 哪里不希望去发展的一个公司
[02:22:58--02:23:01] 就我觉得知道自己的这个边界
[02:23:01--02:23:02] 就边界我觉得很关键
[02:23:02--02:23:04] 那他在这个生态里面会扮演一个什么角色
[02:23:04--02:23:05] 这样的本体公司
[02:23:05--02:23:09] 我觉得他会是一个核心的本体硬件商
[02:23:09--02:23:10] 可能比如说
[02:23:10--02:23:11] 后面
[02:23:11--02:23:13] 如果说这些
[02:23:13--02:23:14] 大厂的
[02:23:14--02:23:15] 大脑公司
[02:23:15--02:23:16] 大厂的大脑团队
[02:23:16--02:23:19] 他们希望去在场景去落地他们的大脑
[02:23:19--02:23:21] 他们很有可能会高调的去看语书
[02:23:21--02:23:22] 和语书合作
[02:23:22--02:23:26] 对吧因为我觉得语书已经被证明他是一个足够
[02:23:26--02:23:27] 稳定的
[02:23:27--02:23:28] 可量产的
[02:23:28--02:23:31] 除了语书以外你还看好那些
[02:23:31--02:23:32] 机器人公司
[02:23:32--02:23:35] 我认为智源其实我觉得商业化走的是很好的
[02:23:35--02:23:37] 因为我觉得他们可能从
[02:23:37--02:23:39] Day1就想得很清楚
[02:23:39--02:23:41] 这件事如果说
[02:23:41--02:23:43] 他要去体系化做的话
[02:23:43--02:23:46] 他就要把上下游完全打通
[02:23:46--02:23:48] 同时我认为其实
[02:23:48--02:23:53] 巨深可能某种层面上现在还应该是一个供给驱动的市场
[02:23:53--02:23:56] 就是你先把这个量给做出来
[02:23:56--02:23:57] 真正的去驱动
[02:23:57--02:23:58] 整个行业的提升
[02:23:58--02:24:00] 整个驱动整个供应的链的提升
[02:24:00--02:24:03] 我觉得在这他的他是想得很清楚的
[02:24:03--02:24:05] 我觉得他的量产各方面是做得很好的
[02:24:05--02:24:07] 你觉得这个行业
[02:24:07--02:24:08] 当然今天特别早
[02:24:08--02:24:12] 如果一定要说中局的话你觉得他会形成一个什么样的
[02:24:12--02:24:16] 形态机器人大脑会是大全的吗会是一家垄断的吗
[02:24:16--02:24:19] 我觉得可能会像现在大模型
[02:24:19--02:24:20] 行业对吧咱们可能看到
[02:24:20--02:24:22] 大家以前以为OpenAI能够一级垄断
[02:24:22--02:24:23] 没错
[02:24:23--02:24:24] 好像不行
[02:24:24--02:24:25] 没错
[02:24:25--02:24:26] 对因为我认为就是说
[02:24:26--02:24:28] 底层还是数据闭环
[02:24:28--02:24:29] 对吧
[02:24:29--02:24:33] 如果说这个数据闭环是掌握在一个本体上
[02:24:33--02:24:35] 他有规模化自己最大的本体
[02:24:35--02:24:36] 去多地道场景
[02:24:36--02:24:38] 拿回来最多的数据
[02:24:38--02:24:39] 他有训练自己最大大脑
[02:24:39--02:24:42] 那这件事可能确实会形成一个霸权
[02:24:42--02:24:44] 我举个例子特斯拉就是这样一个霸权
[02:24:44--02:24:47] 对吧他们在自动驾驶我觉得是做的是很好的
[02:24:47--02:24:50] 那当然国内的我觉得OEM比如说像理想小鹏
[02:24:50--02:24:52] 蔚来等等我觉得做的都很好
