[00:00:01--00:00:08] 我觉得在硅谷,大家都觉得机器人可能是即将发生的一个最重要的变革
[01:52:46--01:52:50] 这个时候可能就是人性机器人在家庭落地的时候
[01:52:50--01:52:55] 然后最后一个stage叫superhuman capability
[01:52:55--01:52:56] 就是因为强化学习
[01:52:56--01:53:00] 因为机器人它可能有碳基生物所没有的一些
[01:53:00--01:53:01] 就是存储呀
[01:53:01--01:53:03] 然后power density之类的
[01:53:03--01:53:06] 它可能在很多领域会超越人类的智能
[01:53:06--01:53:07] 和体能
[01:53:07--01:53:09] 那可能是最后一个stage
[01:53:09--01:53:11] 我们需要担心人类的安全问题吗
[01:53:11--01:53:12] 需要
[01:53:12--01:53:14] 虽然还挺远的
[01:53:14--01:53:15] 我觉得
[01:53:15--01:53:17] 但是我应该时时刻刻记住
[01:53:17--01:53:20] 就是这个AI safety和机器人safety
[01:53:20--01:53:22] 它们不是儿戏
[01:53:22--01:53:24] 当AI它能够自我迭代的时候
[01:53:24--01:53:26] 或者机器人能够自我迭代的时候
[01:53:26--01:53:29] 我觉得人类是面临生存问题的
[01:53:29--01:53:31] 我们要提前做一些什么呢
[01:53:31--01:53:36] 我觉得就是像Global Demind在做所有的AI的事情
[01:53:36--01:53:37] 在做AI模型的时候
[01:53:37--01:53:39] 包括做机器人模型的时候
[01:53:39--01:53:42] 它都有一个叫Responsibility and Safety Council
[01:53:42--01:53:47] 它就会审查你所有的这个可能的对社会的影响
[01:53:47--01:53:50] 和它的safety的这个consequence
[01:53:50--01:53:53] 然后它会给你很多很多的guideline
[01:53:53--01:53:58] 然后同时在我们team其实有很多做robot safety的研究
[01:53:58--01:54:00] 包括AI safety的研究
[01:54:00--01:54:03] 所以就说你就得be aware
[01:54:03--01:54:04] 就是你知道这个
[01:54:04--01:54:06] 它的就是后果可能很严重
[01:54:06--01:54:08] 所以在每一个发展的周期
[01:54:08--01:54:09] 每一个发展的stage
[01:54:09--01:54:12] 你得做相应的研究
[01:54:12--01:54:14] 在我觉得在worst case scenario
[01:54:14--01:54:18] 如果你的机器人的这个能力超越了
[01:54:18--01:54:20] 这个我们对AI安全的理解的时候
[01:54:20--01:54:23] 你应该停下机器人能力的发展
[01:54:23--01:54:26] 然后让AI safety或机器人safety catch up
[01:54:26--01:54:29] 然后再齐头并进的做这两方面的研究
[01:54:29--01:54:30] 过去这两年的发展
[01:54:30--01:54:32] 你有觉得在你训练机器人的过程中
[01:54:32--01:54:35] 有什么出乌你意料的没有
[01:54:35--01:54:36] 那个太多了
[01:54:36--01:54:40] 我觉得就是一年前
[01:54:40--01:54:41] 我觉得机器人还挺傻的
[01:54:41--01:54:43] 就是我记得一年前
[01:54:43--01:54:45] 我们想做一个Christmas demo
[01:54:45--01:54:48] 就是拿一个那个圣诞节的袜子
[01:54:48--01:54:49] 然后抓起来
[01:54:49--01:54:51] 然后塞一点礼物进去
[01:54:51--01:54:54] 然后那时候我觉得机器人连袜子都抓不起来
[01:54:54--01:54:57] 然后比如说今年
[01:54:57--01:55:00] 那个机器人已经可以做很多很多很多事情了
[01:55:00--01:55:02] 就是我们在coro做了一个demo
[01:55:02--01:55:05] 然后我并其实我那时候并不在
[01:55:05--01:55:07] 但是我就是就是同事跟我讲
[01:55:07--01:55:10] 就是有一个MSR的researcher
[01:55:10--01:55:12] 他拿了一个box
[01:55:12--01:55:15] 那个box上有很多很多什么按钮呀
[01:55:15--01:55:19] 插的那个什么像耳机线一样插耳机线那种东西
[01:55:19--01:55:22] 然后有很多这个slider或者是knob
[01:55:22--01:55:25] 然后当然这个东西机器人肯定完全没有见过
[01:55:25--01:55:28] 因为是他自己可能带来的一个设备
[01:55:28--01:55:31] 然后他就给了我们25个task
[01:55:31--01:55:35] 这个25个task比如说把这个按钮按下去
[01:55:35--01:55:38] 就是把这个左边第二个开关打开
[01:55:38--01:55:41] 这些也是肯定在training data里没有的
[01:55:41--01:55:44] 然后我听说就是这个机器人做了10个
[01:55:44--01:55:46] 就完成了10个
[01:55:46--01:55:48] 这个从以前来讲是不可思议的
[01:55:48--01:55:52] 因为泛化性一直是机器人非常难以解决的问题
[01:55:52--01:55:56] 虽然就是说这个模型并没有完美的完成所有25个task
[01:55:56--01:55:58] 但是完成10个
[01:55:58--01:56:02] 我觉得这个在6个月前是不可想象的
[01:56:02--01:56:04] 所以发展的非常快
[01:56:05--01:56:08] 能干活的机器人现在是一片荒漠
[01:56:08--01:56:10] 我基本上同意吧
[01:56:10--01:56:13] 能干活的humanoid机器人现在是一片荒漠
[01:56:13--01:56:16] 听说你日常生活是一个很潇洒的人
[01:56:16--01:56:17] 你平时会干嘛
[01:56:17--01:56:19] 我平常会干各种各样的事情
[01:56:19--01:56:20] 我比较喜欢出去旅游
[01:56:20--01:56:23] 然后我比较喜欢种花
[01:56:23--01:56:24] 种花
[01:56:24--01:56:26] 玩赛车
[01:56:26--01:56:29] 对我有时候会去练练赛车
[01:56:29--01:56:32] 后来发觉在真实赛道练赛车太贵了
[01:56:32--01:56:35] 在家里买了一个很好的模拟器练赛车
[01:56:35--01:56:38] 那你开始work life balance了
[01:56:38--01:56:42] 我还练钢琴
[01:56:42--01:56:44] 怎么说呢
[01:56:44--01:56:46] 人总是需要一些爱好
[01:56:46--01:56:50] 然后总是需要一些解压的手段
[01:56:50--01:56:53] 否则我觉得工作压力还是很大的
[01:56:53--01:56:55] 工作时长也很长
[01:56:55--01:56:57] 压力也很大
[01:56:57--01:57:01] 所以我觉得工作之余还是会花一点时间
[01:57:01--01:57:03] 我还有一个
[01:57:03--01:57:05] 我有两个娃
[01:57:05--01:57:07] 他们年龄差距也特别大
[01:57:08--01:57:11] 大娃12岁
[01:57:11--01:57:14] 我可以开始教她一些编程机器人的东西
[01:57:14--01:57:15] 特别有意思
[01:57:15--01:57:17] 然后小娃5个月
[01:57:17--01:57:18] 特别可爱
[01:57:18--01:57:23] 所以说工作之余还是有很多非常有意思的事情
[01:57:23--01:57:26] 你会在训机器人和带娃的过程中
[01:57:26--01:57:29] 感觉到两者有什么本质的不同吗
[01:57:29--01:57:30] 非常相似的
[01:57:30--01:57:32] 就是
[01:57:32--01:57:34] 其实娃的学习基本上就是两种学习方式
[01:57:34--01:57:36] 一个是强化学习
[01:57:36--01:57:37] 它就是不断的探索
[01:57:37--01:57:39] 然后他获得一定的reward
[01:57:39--01:57:42] 然后reinforce他做一些事情的能力
[01:57:42--01:57:43] 第二个就是imitation
[01:57:43--01:57:44] 他看着爸妈做什么
[01:57:44--01:57:45] 对吧
[01:57:45--01:57:46] 看着他身边的小伙伴们做什么
[01:57:46--01:57:47] 然后慢慢的学习
[01:57:47--01:57:49] 就这两个是非常相似的
[01:57:49--01:57:50] 然后经常会做一些类比
[01:57:50--01:57:52] 就说我们这个机器人
[01:57:52--01:57:54] It's like two year old
[01:57:54--01:57:55] 你可以
[01:57:55--01:57:58] 因为随着小朋友的发展
[01:57:58--01:58:00] 他开始慢慢的有了视力
[01:58:00--01:58:01] 有了视力以后
[01:58:01--01:58:02] 他开始慢慢的学习
[01:58:02--01:58:03] 就抓取
[01:58:03--01:58:05] 慢慢可以就是坐起来
[01:58:05--01:58:06] 然后可以开始走入locomotion
[01:58:06--01:58:07] 然后可以开始走入locomotion
[01:58:07--01:58:08] 其实很多东西
[01:58:08--01:58:11] 和这个AI的发展是非常相似的
[01:58:11--01:58:14] 只是somehow我觉得manipulation
[01:58:14--01:58:15] happens earlier
[01:58:15--01:58:17] 但是在for kids
[01:58:17--01:58:19] 但是对于机器人来说
[01:58:19--01:58:23] manipulation is way harder than locomotion
[01:58:23--01:58:25] 人类学习中的数据是什么呀
[01:58:25--01:58:26] 就是你视觉看到的东西
[01:58:26--01:58:28] 和你触觉摸到的东西
[01:58:28--01:58:30] 和你听到的东西
[01:58:30--01:58:33] 我们天然就在这个真实世界里
[01:58:33--01:58:35] 我们在不断的获取数据
[01:58:35--01:58:36] 然后我们有个大脑
[01:58:36--01:58:38] 它可以存储很多数据
[01:58:38--01:58:40] 它可以distill这些信息
[01:58:40--01:58:41] 然后怎么说
[01:58:41--01:58:42] strengthen一些
[01:58:42--01:58:44] 就是神经元之间的链接
[01:58:44--01:58:46] 所以这个整个学习过程
[01:58:46--01:58:49] 和机器学习是非常相似的
[01:58:49--01:58:50] 所以机器人真的
[01:58:50--01:58:52] 到现在像几岁小孩
[01:58:52--01:58:55] 我觉得你说如果是locomotion的话
[01:58:55--01:58:59] 那我觉得机器人已经比我好了
[01:58:59--01:59:00] 比我强了
[01:59:00--01:59:01] 就是前不久
[01:59:01--01:59:02] 也不是有北京有一个
[01:59:02--01:59:04] 那些人奥运会吗
[01:59:04--01:59:05] 就是机器人运动会
[01:59:05--01:59:08] 我觉得就是于书的那个人行
[01:59:08--01:59:10] 你跑得比我快
[01:59:10--01:59:12] 那个从就是手
[01:59:12--01:59:14] 灵巧手的manipulation来说
[01:59:14--01:59:15] 先不说灵巧手了
[01:59:15--01:59:16] 就是说假爪
[01:59:16--01:59:19] 我觉得他可能就真的像两三岁的小孩
[01:59:19--01:59:21] 他抓的不是很稳
[01:59:21--01:59:23] 但是他能够大概的理解
[01:59:23--01:59:24] 你要他干什么
[01:59:24--01:59:26] 然后follow the instruction
[01:59:26--01:59:27] 然后他可能尝试几次
[01:59:27--01:59:28] 他能做对
[01:59:28--01:59:30] 就可能两岁的小孩的水平
[01:59:30--01:59:32] 但如果是灵巧手的来说
[01:59:32--01:59:35] 我觉得nothing works
[01:59:35--01:59:37] 从整个人来说呢
[01:59:37--01:59:39] 就是一个完整的人来说
[01:59:39--01:59:41] 他像几岁
[01:59:41--01:59:43] 这是一个很奇怪的问题
[01:59:43--01:59:46] 因为他的就是走路和行动能力
[01:59:46--01:59:48] 感觉已经超越成年人了
[01:59:48--01:59:50] 但他抓取大脑的能力
[01:59:50--01:59:52] 可能还是像一个小孩
[01:59:52--01:59:54] 所以整体我不知道你怎么算
[01:59:54--01:59:56] 他发展的非常的不同步不均衡
[01:59:56--01:59:57] 对对
[01:59:57--02:00:00] 因为我觉得在这个步态啊
[02:00:00--02:00:02] 行走呀locomotion上
[02:00:02--02:00:04] 就是强化学习
[02:00:04--02:00:06] 就是在过去五年里面
[02:00:06--02:00:08] 基本上解决了这个问题
[02:00:08--02:00:12] 但是在就是手的控制和manipulation上
[02:00:12--02:00:14] 我们并没有找到一个很好的解决方案
[02:00:14--02:00:17] 当人和机器人共存的世界出现以后
[02:00:17--02:00:20] 你就人和机器人本质区别会什么
[02:00:20--02:00:21] 你能接受你的小孩以后
[02:00:21--02:00:23] 跟机器人谈恋爱吗
[02:00:23--02:00:26] 这是一个我没有仔细思考过的问题
[02:00:26--02:00:28] 我觉得他们区别还是很明显的
[02:00:28--02:00:33] 就是对这个问题得仔细思考一下
[02:00:33--02:00:35] 我并没有一个很好的答案
[02:00:35--02:00:38] 就是说他们的区别是什么
[02:00:38--02:00:41] 因为这其实跟机器人是不是
[02:00:41--02:00:43] 真正有意识是相关的
[02:00:43--02:00:44] 那意识又是什么呢
[02:00:44--02:00:45] 好像也没有
[02:00:45--02:00:46] 对这是个哲学问题
[02:00:46--02:00:47] 对
[02:00:47--02:00:48] 现在的机器人对我来说
[02:00:48--02:00:50] 或者现在的机器学习对我来说
[02:00:50--02:00:53] 只是从大数据里面找到一个统计规律
[02:00:53--02:00:57] 然后这我觉得和人的意识还是非常不一样的
[02:00:57--02:00:59] 但是意识究竟是什么
[02:00:59--02:01:01] 从什么时候开始你可以判断说
[02:01:01--02:01:03] 机器人有了意识
[02:01:03--02:01:05] 这个我并没有更好的答案
[02:01:05--02:01:07] 对所有问题我想说的是
[02:01:07--02:01:10] 就是我觉得绝大多数的人
[02:01:10--02:01:13] 尤其是不是在机器人行业里的人
[02:01:13--02:01:18] 对机器人的发展是overestimate的
[02:01:18--02:01:20] 因为大家习惯于
[02:01:20--02:01:23] 就是说把最好的结果拿出来拍一个video
[02:01:23--02:01:25] 尽管这个video它不是很具有
[02:01:25--02:01:28] 不是很representative
[02:01:28--02:01:29] 它可能只是代表了
[02:01:29--02:01:31] 我拍了10遍里面最好的那个结果
[02:01:31--02:01:33] 但当观众看到这个视频
[02:01:33--02:01:34] 这个video的时候
[02:01:34--02:01:37] 觉得这就是机器人已经有的能力了
[02:01:37--02:01:39] 所以大家可能觉得
[02:01:39--02:01:43] 明年我就能买一个人型机器人在家给我服务了
[02:01:43--02:01:46] 我觉得可能投资人会稍微清醒一点
[02:01:46--02:01:51] 但是投资人也是经常overestimate整个行业的发展的
[02:01:51--02:01:52] 所以我想说的是
[02:01:52--02:01:56] 我个人虽然非常的感到非常的exciting
[02:01:56--02:01:59] 觉得这是一个非常好的时机和时代
[02:01:59--02:02:02] 但是我觉得我们还是要保持冷静
[02:02:02--02:02:05] 去真正理解机器人现在的状况
[02:02:05--02:02:10] 我觉得虽然整个科技的发展在加速
[02:02:10--02:02:14] 但是离机器人应用的这个gap还是比较大的
[02:02:14--02:02:17] 所以我觉得还需要等待一段时间
[02:02:17--02:02:19] 使得机器人真正的落地
[02:02:19--02:02:21] 震撼会不会有巨大的泡沫
[02:02:21--02:02:23] 这可能会有巨大的泡沫
[02:02:23--02:02:26] 这个取决于就是到底机器人发展有多快
[02:02:26--02:02:27] 这是第一点
[02:02:27--02:02:30] 对因为也许在未来两年之后它持续加速
[02:02:30--02:02:31] 对吧
[02:02:31--02:02:33] 第二个是大家有没有找到落地的场景
[02:02:33--02:02:35] 就像大家开始找落地场景
[02:02:35--02:02:37] 一年以前我觉得是不可能落地的
[02:02:37--02:02:39] 就是这种AI机器人在短期内
[02:02:39--02:02:42] 但现在大家似乎找到了一些可能可以落地的方向
[02:02:42--02:02:44] 如果这些速度持续加快
[02:02:44--02:02:47] 然后落地持续发生的话
[02:02:47--02:02:48] 可能它不是一个泡沫
[02:02:48--02:02:52] 但是大家可能觉得就是这个机器人进入他们的生活
[02:02:52--02:02:54] 就人性机器人进入他们生活
[02:02:54--02:02:55] 我觉得那个还挺遥远的
[02:02:55--02:02:59] 一个时代可能会有几个最重要的需要被定义的问题
[02:02:59--02:03:00] 你觉得机器人领域最重要的几个被定义的问题呢
[02:03:01--02:03:03] 这是一个很好的问题
[02:03:03--02:03:07] 其实我真的希望就是机器人领域有这样的问题
[02:03:07--02:03:10] 但是机器人是一个非常怎么说呢
[02:03:10--02:03:11] 复杂
[02:03:11--02:03:12] 化学科复杂的
[02:03:12--02:03:18] 就是它是很多很多一系列问题叠加而成的一个综合性问题
[02:03:18--02:03:21] 而不是说如果我解决一个问题
[02:03:21--02:03:23] 机器人就突然间能够work
[02:03:23--02:03:24] 如果你一定要说有一个问题
[02:03:24--02:03:27] 就是如何能够获得高质量的数据
[02:03:27--02:03:30] 这是可能我们现在第一个亟待解决的问题
[02:03:30--02:03:31] 是
[02:03:31--02:03:32] 是
[02:03:32--02:03:33] 我自己看见
[02:03:33--02:03:34] 其实人这个行业的时候
[02:03:34--02:03:36] 就感觉跟AI行业还是很不一样的
[02:03:36--02:03:38] 因为我觉得AI还是一个有一个明确的主线的
[02:03:38--02:03:40] 但是机器人好像是这里一点
[02:03:40--02:03:42] 那里那一点都还没有解决完
[02:03:42--02:03:43] 都还没有解决
[02:03:43--02:03:44] 都才刚开始好像
[02:03:44--02:03:45] 对
[02:03:45--02:03:46] 我同意
[02:03:46--02:03:47] 嗯
[02:03:47--02:03:49] 这个我说的就是说其实机器人行业还
[02:03:49--02:03:51] 还挺遥远的
[02:03:51--02:03:53] 大家不要就是高估了现在机器人的能力
[02:03:53--02:03:56] 然后低估了机器人能够实现的时间
[02:03:56--02:03:57] 最后一个快问快答
[02:03:57--02:03:58] 嗯
[02:03:58--02:04:00] 一个全球范围内你喜欢的食物
[02:04:01--02:04:02] 你说吃的吗
[02:04:02--02:04:03] 嗯
[02:04:03--02:04:04] 我太多喜欢吃的了
[02:04:04--02:04:06] 我是一个吃客
[02:04:06--02:04:07] 对吃货
[02:04:07--02:04:08] 对
[02:04:08--02:04:10] 你推一个硅谷的餐厅给大家吧
[02:04:10--02:04:12] 就是你特别喜欢吃的
[02:04:12--02:04:13] 嗯
[02:04:13--02:04:15] 硅谷一个就在我家边上也叫pink's bistro
[02:04:15--02:04:18] 就那家是一个云南菜
[02:04:18--02:04:19] 对
[02:04:19--02:04:21] 我觉得在硅谷云南菜也挺少的
[02:04:21--02:04:22] 所以我特别喜欢
[02:04:22--02:04:24] 一个全球范围内你喜欢的地点
[02:04:24--02:04:25] 上海
[02:04:25--02:04:29] 基于所有读过的书推荐两本必读书
[02:04:29--02:04:31] 有一本书叫
[02:04:31--02:04:32] start with why
[02:04:32--02:04:36] 我觉得那本书彻底的改变了我
[02:04:36--02:04:39] 就是communication的这个skill
[02:04:39--02:04:40] 嗯
[02:04:40--02:04:42] 第二个叫好像我记不起
[02:04:42--02:04:44] 起完整的确切名字
[02:04:44--02:04:47] 就是seven habits of highly effective people
