[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[03:58:18--03:58:25] 高斯庞加莱希尔伯特lovelace还有tooling
[03:58:25--03:58:28] 这个中间大家差点搭起来
[03:58:28--03:58:29] 因为怎么命名
[03:58:29--03:58:30] 为什么差点搭起来
[03:58:30--03:58:32] 就大家喜欢的数学家不一样
[03:58:32--03:58:34] 大家说你你有了这个
[03:58:34--03:58:35] 你有了图灵
[03:58:35--03:58:36] 你没有church
[03:58:36--03:58:37] 这个不行
[03:58:37--03:58:38] 然后你有了这个lovelace
[03:58:38--03:58:39] 你没有nother
[03:58:39--03:58:40] 不行
[03:58:40--03:58:42] 就是反正我们还接受到世界各地的邮件
[03:58:42--03:58:45] 说为什么不把emilynother作为一个会议室
[03:58:45--03:58:46] 我们说我们不好意思
[03:58:46--03:58:48] 我们目前只有五个会议室
[03:58:48--03:58:51] 后来是怎么选择取舍的
[03:58:53--03:58:58] 好像是先就是我也不知道最后是怎么取舍的
[03:58:58--03:59:01] 大家反正就是还是在slack里面经过激烈的争辩
[03:59:01--03:59:05] 大家认为庞加莱希尔伯特高斯这些都是polymath
[03:59:05--03:59:07] 他们在数学里面不只会一个领域
[03:59:07--03:59:08] 他们会好多好多领域
[03:59:08--03:59:10] 所以拉玛努金就是这么落选的
[03:59:10--03:59:11] 他只会数论
[03:59:11--03:59:13] 所以说就是大家要找这种
[03:59:13--03:59:16] 就是我们觉得要是做一个AI数学家
[03:59:16--03:59:17] 希望他什么领域都会
[03:59:17--03:59:19] 没有distribution shift这样的一个问题
[03:59:19--03:59:21] 所以要找这些polymath
[03:59:21--03:59:22] 图图灵是跨世纪的
[03:59:22--03:59:25] 当然这个叔狗他也like his body on the table
[03:59:25--03:59:27] 说如果你不给其中一个叫图灵
[03:59:27--03:59:28] 我就走了
[03:59:28--03:59:29] 我说行行行那就是图灵
[03:59:29--03:59:30] 然后完了之后我们希望
[03:59:30--03:59:32] 能够有一个女数学家
[03:59:32--03:59:35] 然后这个女数学家我们觉得loveless
[03:59:35--03:59:38] 其实就是在Blabbage Engine这里也不错
[03:59:40--03:59:42] 这其中有你的偶像吗
[03:59:42--03:59:44] 我的偶像是Gauss
[03:59:44--03:59:45] 他在
[03:59:45--03:59:46] 对对对
[03:59:46--03:59:49] 然后Punkery其实庞加莱和Francois Chaton
[03:59:49--03:59:51] 他们家里是就是法
[03:59:51--03:59:52] 他们都是法国人
[03:59:52--03:59:55] 然后他们家里那个族谱还是连着
[03:59:55--03:59:58] 为什么Gauss是你的偶像
[03:59:58--04:00:00] 为什么Gauss是我偶像
[04:00:00--04:00:03] 就是他就是解题里面的天才对吗
[04:00:03--04:00:05] 他这种他这些故事
[04:00:05--04:00:07] 什么正时期持规划求证
[04:00:07--04:00:08] 时期变形
[04:00:08--04:00:10] 然后包括就是我喜欢数论
[04:00:10--04:00:12] 然后Gauss在数论里面的这个
[04:00:12--04:00:16] 都是非常基本的就是fundamental的一些贡献
[04:00:16--04:00:18] Gauss比如二次护反律
[04:00:18--04:00:19] 然后各种各样
[04:00:19--04:00:20] 反正Gauss在初等数论
[04:00:20--04:00:22] 他是他有点像是我学数论
[04:00:22--04:00:23] 刚开始的时候
[04:00:23--04:00:25] 初等数论里面就好多Gauss
[04:00:25--04:00:28] 所以然后又他就是一个年轻数学小王子
[04:00:28--04:00:30] 然后反正就整个我还是挺喜欢Gauss的
[04:00:30--04:00:32] 对
[04:00:32--04:00:34] 如果可以穿越时空
[04:00:34--04:00:36] 和历史上的任何一个数学家共进晚餐
[04:00:36--04:00:38] 你希望选择谁
[04:00:38--04:00:40] 你想问他什么问题
[04:00:40--04:00:43] 我觉得就是去跟Erdos共进晚餐的话
[04:00:43--04:00:45] 他给你讲的那些描述
[04:00:45--04:00:46] 毕竟是组合学
[04:00:46--04:00:48] 你晚餐这个就是table上能听懂
[04:00:48--04:00:50] 然后Erdos又是那么一个就是peculiar
[04:00:50--04:00:53] 非常古怪的一个有趣有趣
[04:00:53--04:00:55] 有趣又古怪的一个性格
[04:00:55--04:00:56] 古灵精怪的
[04:00:56--04:00:59] 我觉得跟Erdos会共进晚餐会比较有意思
[04:00:59--04:01:00] 嗯
[04:01:00--04:01:01] 这个我觉得
[04:01:01--04:01:04] 我觉得跟Grossen得共进晚餐的话
[04:01:04--04:01:05] 如果不是我的话
[04:01:05--04:01:06] 就是说另外一个人
[04:01:06--04:01:09] 他跟Grossen得共进晚餐应该意义会很大
[04:01:09--04:01:12] 因为但是我这个代数几何学的不是特别好
[04:01:12--04:01:16] 所以就跟Grossen得容易浪费这个宝贵的机会
[04:01:16--04:01:17] 嗯
[04:01:17--04:01:18] 你看
[04:01:18--04:01:20] 你当你说到这些数学家的时候
[04:01:20--04:01:21] 他们都是这么有趣的人
[04:01:21--04:01:22] 对
[04:01:22--04:01:24] 那如果有一天AFMath能做到
[04:01:24--04:01:25] 所有数学家能做的事情
[04:01:25--04:01:27] 会不会是一件很无聊的事情
[04:01:27--04:01:28] 我有想过这个点
[04:01:28--04:01:29] 我觉得我其实
[04:01:29--04:01:31] 我一开始觉得是一个非常就是
[04:01:31--04:01:32] 呃
[04:01:32--04:01:33] 非常非常
[04:01:33--04:01:35] 我当时觉得是可能会是一个
[04:01:35--04:01:38] 我不希望让这个局面是一个非常遗憾的局面
[04:01:38--04:01:40] 因为就是呃
[04:01:40--04:01:44] 可以说数学家们他们之间的这种友谊
[04:01:44--04:01:46] 他们的合作的这个关系
[04:01:46--04:01:49] 他们的文化社区是一个非常有意思的一个
[04:01:49--04:01:52] 一个文化就是比如说有一个数学家生日
[04:01:52--04:01:55] 大家会给他办一个生日的一个峰会
[04:01:55--04:01:58] 然后所有他的学生他的合作者们去轮流去
[04:01:58--04:02:01] 去去去讲一个呃
[04:02:01--04:02:04] 这个人所做出来的数学的贡献
[04:02:04--04:02:07] 或者是一个跟他们合作的一篇一篇文章
[04:02:07--04:02:09] 我曾经就是作为一个呃
[04:02:09--04:02:10] 呃
[04:02:10--04:02:13] 硕士生在这个牛津去过这个呃
[04:02:13--04:02:14] 嗯
[04:02:14--04:02:15] he sprung
[04:02:15--04:02:16] roger he sprung的生日峰会
[04:02:16--04:02:19] 然后像ben green james mader他们都在那里
[04:02:19--04:02:22] 然后当时就觉得是非常的感动
[04:02:22--04:02:25] 就是这是一个非常好的一个一种传统
[04:02:25--04:02:27] 然后所以这人的这一个原则呢
[04:02:27--04:02:30] 我觉得在数学中他永远不会被磨灭
[04:02:30--04:02:33] 我觉得ai会把就是数学的很多呃证明
[04:02:33--04:02:37] 可能能够帮帮数学家们去很快速的解决
[04:02:37--04:02:41] 但是这个猜想然后以及直觉以及构造
[04:02:41--04:02:44] 以及呃这些方面
[04:02:44--04:02:47] 我觉得数学家们仍然会呃有非常多的乐趣
[04:02:47--04:02:51] 然后他他仍然是会他们会成为支离的灯塔嗯
[04:02:51--04:02:52] 对
[04:02:52--04:02:53] 所以我们刚才说的那个
[04:02:53--04:02:55] 当然这个也不一定我们能解决这个
[04:02:55--04:02:56] 当然是
[04:02:56--04:02:59] 但是有的时候你做做梦想着自己能能把它解决了
[04:02:59--04:03:05] 会不会反而是一个呃不太好的一个一个一个一个一个一个一个添加
[04:03:05--04:03:10] 因为比如说这一些数学家们非常珍贵的这一些legacy
[04:03:10--04:03:13] 他们的他们的他们的对对
[04:03:13--04:03:15] 但是呃后来觉得哎
[04:03:15--04:03:17] 他们他们就是会有更多的问题
[04:03:17--04:03:18] 他们会难倒ai
[04:03:18--04:03:21] 像他们已经在难倒ai一样做基准级
[04:03:21--04:03:24] 他们他们会永远永远是智力上的挑战
[04:03:24--04:03:25] 以及大家这种互动
[04:03:25--04:03:26] 应该会很有意思
[04:03:26--04:03:27] 所以我们刚才说的那个问题
[04:03:27--04:03:31] 喇嘛努金和做一个验证的ai对
[04:03:31--04:03:33] 他其实还是偏这边对吧
[04:03:33--04:03:36] 他验证他并不是那个天才型的选手
[04:03:36--04:03:38] 对这个我觉得直觉就太难做了
[04:03:38--04:03:40] 我觉得只能直觉可能五到十年
[04:03:40--04:03:42] 有可能对
[04:03:42--04:03:44] 但是我有一个很
[04:03:44--04:03:47] 我有一个比较又有一个比较激进的一个一个想法
[04:03:47--04:03:48] 就是
[04:03:48--04:03:54] 我觉得大家现在如果看有多少解析数论里面的问题是被一遍的
[04:03:54--04:04:03] 是被一遍又一遍的在一包很标准的证明方法里面去抽抽抽这个证明牌
[04:04:03--04:04:06] 就是就就一个牌一个卡牌一个一个卡牌一个卡牌
[04:04:06--04:04:10] 就这么重复的熟练的去运用
[04:04:10--04:04:11] 比如说
[04:04:11--04:04:15] 哎我看这个啊major arc minor arc hardy little五原法
[04:04:15--04:04:17] 这个这个circle method
[04:04:17--04:04:23] 就能解决一些一些呃一些就是bonding的就是上线下线这些这些方式解决一些问题
[04:04:24--04:04:27] 解决一些呃一些概率法解决一些
[04:04:27--04:04:31] 然后比如说你去上sif的receive筛法又能解决一些
[04:04:31--04:04:36] 筛法也在被就是有一些人他们不解决任何问题在提升筛法能做的
[04:04:36--04:04:38] 筛法作为一个工具
[04:04:38--04:04:44] 我觉得就是已经能有的这一些工具能解决很多很多的问题
[04:04:44--04:04:46] 然后我们会说一个人直觉很好
[04:04:46--04:04:50] 可能是他很快的能够想到怎么样去重复的
[04:04:50--04:04:52] 我们现在讲的这种直觉
[04:04:52--04:04:54] 我可能讲的是说
[04:04:54--04:04:59] 给大家一个完全不同的一种一种一种一种方法和机制
[04:04:59--04:05:01] 这个我觉得是五到十年
[04:05:01--04:05:02] 嗯
[04:05:02--04:05:07] 你有过一个说法就是说热爱数学就是看到了上帝的面对为什么会说这句话啊
[04:05:07--04:05:08] 啊
[04:05:08--04:05:15] 我是这么觉得的就是我很小的时候就觉得说有一些呃有一些基本的这些这些真理
[04:05:15--04:05:20] 然后我觉得数学家科学家他们存在的这个呃意义之一
[04:05:20--04:05:24] 当然就是去把这一些东西进行发现和探索
[04:05:24--04:05:28] 其实我我这是我十六岁我曾经写过一篇文章
[04:05:28--04:05:30] 我当时是这么至少是这么想的
[04:05:30--04:05:34] 然后后面就是临要开这个就是创立这个action的时候
[04:05:34--04:05:36] 就是不是说老跑步吗
[04:05:36--04:05:40] 早上斯坦福大有一个那个就是教堂叫memorial church
[04:05:40--04:05:42] 这是就是纪念教堂
[04:05:42--04:05:46] 然后如果你去他从那个就是我们paw auto这边往那儿跑
[04:05:46--04:05:48] 然后如果平常我都是绕着跑
[04:05:48--04:05:50] 因为就是特别晒
[04:05:50--04:05:52] 那一天就是往这个草坪底下去跑
[04:05:52--04:05:54] 然后就是突然我就在那里跑了
[04:05:54--04:05:56] 我就在那个教堂的下面了
[04:05:56--04:05:58] 然后当时那个阳光也特别好
[04:05:58--04:06:00] 然后那个教堂上有壁画有天使十字架
[04:06:00--04:06:04] 其实有那么一点spiritual的一种感觉
[04:06:04--04:06:06] 一点灵魂的这个感觉
[04:06:06--04:06:12] 就是觉得可能说如果那个就是一个人的这个墓志碑上
[04:06:12--04:06:18] 可能印了一个他曾经证明出来的这个事情是他的智力遗产
[04:06:18--04:06:22] 那么如果能够让这个东西成以一亿
[04:06:22--04:06:23] 你会不做吗?
[04:06:23--04:06:24] 可能不会
[04:06:24--04:06:25] 所以当时有这么一个想法
[04:06:25--04:06:27] 当然这个我觉得也自己
[04:06:27--04:06:29] 就这是一个出于ego的一个想法
[04:06:29--04:06:35] 就是说我可能说想我这个公司能够去作为这样的一个AI for math的一个unlock
[04:06:35--04:06:37] 这个想就是我希望登月
[04:06:37--04:06:39] 也希望登月的是我们
[04:06:39--04:06:42] 这个肯定是出自于一点这种这种ego
[04:06:42--04:06:45] 或者是就是自私的雄心壮志
[04:06:45--04:06:49] 但是总体上这个事情我是非常希望他会他会实现的
[04:06:49--04:06:51] 对就算我们是失败了
[04:06:51--04:06:53] 可能要谁其他人登上去了
[04:06:53--04:06:55] 也是一件好事
[04:06:55--04:06:57] 虽然你现在还很小
[04:06:57--04:06:58] 问你这个问题好像不太好
[04:06:58--04:07:01] 但是还是想问你希望你的墓志碑上写的是什么呢?
[04:07:01--04:07:02] 哎呀
[04:07:02--04:07:04] 你是希望你是一个数学家还是一个
[04:07:04--04:07:05] 就别写
[04:07:05--04:07:10] 其实我是一个比较就是觉得体验比较重要的人
[04:07:10--04:07:12] 就是我反正要活过了
[04:07:12--04:07:14] 我也有体验这个就无所谓
[04:07:14--04:07:16] 我都不知道我要有什么墓志碑
[04:07:16--04:07:17] 不重要
[04:07:17--04:07:18] 就不重要
[04:07:18--04:07:19] 对
[04:07:19--04:07:21] 你会希望你自己是一个数学家吗?
[04:07:21--04:07:22] 嗯
[04:07:23--04:07:24] 也不重要
[04:07:24--04:07:25] 不重要
[04:07:25--04:07:28] 我觉得我我曾经是觉得很重要的
[04:07:28--04:07:29] 这是这是这是这是
[04:07:29--04:07:33] 我曾经觉得就是我一想到我可能就没有办法成为一个数学家
[04:07:33--04:07:35] 我有时候一开始我就还哭
[04:07:35--04:07:38] 就我我还是一个比较比较比较emotional
[04:07:38--04:07:40] 有时候会有这种创业的时候
[04:07:40--04:07:41] 对对对
[04:07:41--04:07:43] 那个时候是是这么觉得啊
[04:07:43--04:07:47] 然后后来觉得其实就是我想当学徒
[04:07:47--04:07:48] 对我其实哎对
[04:07:48--04:07:50] 其实就是你要非写一个什么就写学徒
[04:07:50--04:07:53] 就是我想去呃在尽量多
[04:07:53--04:07:56] 的一些智力领域上能尽量多的去学一些东西
[04:07:56--04:07:58] 比如说这为什么你看我跳来跳去
[04:07:58--04:07:59] 就是数学
[04:07:59--04:08:00] 然后跳物理
[04:08:00--04:08:01] 为什么跳物理
[04:08:01--04:08:02] 因为我高中初中物理可差呢
[04:08:02--04:08:04] 我想着怎么着学一下吧
[04:08:04--04:08:05] 然后嗯
[04:08:05--04:08:08] 去去学点神经科学也学的
[04:08:08--04:08:10] 生物那一块学的不怎么样
[04:08:10--04:08:11] 但是我觉得哎
[04:08:11--04:08:13] 跳这个计算神经科学学的挺有意思
[04:08:13--04:08:14] 然后哎呀挺有意思
[04:08:14--04:08:17] 然后学学这个量化交易前沿在xtx
[04:08:17--04:08:19] 真的是很感谢那段经历
[04:08:19--04:08:20] 然后又去学学法律
[04:08:20--04:08:22] 然后法律喜欢各种各样的
[04:08:22--04:08:24] 像从反垄断
[04:08:24--04:08:25] by the way
[04:08:25--04:08:27] 反垄断是一个非常就是antitrust
[04:08:27--04:08:32] 是一个非常就是像树状的一个逻辑的一个一个非常非常像数学的一个学科
[04:08:32--04:08:33] 合同法也是
[04:08:33--04:08:35] 然后又有那种完全不像数学的
[04:08:35--04:08:36] 比如宪法
[04:08:36--04:08:37] 就是哎
[04:08:37--04:08:40] 宪法其实这个这个或者说是这种民事诉讼
[04:08:40--04:08:43] 这一些就是庭审这个最初级的庭审
[04:08:43--04:08:46] 这些都是讲故事的一些一些这个这个这个领域
[04:08:46--04:08:47] 然后呢
[04:08:47--04:08:48] 嗯
[04:08:48--04:08:51] 就是所以我还是希望能去学很多的东西
[04:08:51--04:08:52] 就我觉得ai for math
[04:08:52--04:08:53] 其实对我来说
[04:08:53--04:08:54] 我人生最快乐的时候
[04:08:54--04:08:57] 是我拿到那个我找到那个github的那个link
[04:08:57--04:09:00] 然后我把这里面的那个文章的apps全读过一遍
[04:09:00--04:09:02] 那是我人生最快乐的几个月
[04:09:02--04:09:04] 然后那个时候最快乐的几个月
[04:09:04--04:09:05] 那个时候
[04:09:05--04:09:06] 叔伯就跟我一块再读
[04:09:06--04:09:08] 然后现在跟叔伯一起做
[04:09:08--04:09:10] 然后当时最快乐几个月那些作者
[04:09:10--04:09:11] 他们陆续加入了action
[04:09:11--04:09:12] 我们现在有
[04:09:12--04:09:15] 如果你说前30篇ai for math的文章
[04:09:15--04:09:18] 我们就是大部分都是作者都在我们的action这里
[04:09:18--04:09:22] 所以又他们就是每天和你就是一块去去去冲这些目标的战略
[04:09:22--04:09:23] 又觉得非常的快乐
[04:09:23--04:09:26] 其实我觉得就是这这可能是不错的一个一个定义
[04:09:26--04:09:28] 你现在是什么的学徒
[04:09:28--04:09:31] 我现在是怎么能够让一个
[04:09:31--04:09:33] 一般来说创业公司都会死掉
[04:09:33--04:09:35] 怎么样不死的一个学徒
[04:09:35--04:09:37] 一个创业者的学徒
[04:09:37--04:09:40] 一个一个创业者这个词听起来太好了
