[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[02:46:29--02:46:30] 那在这种情况下呢
[02:46:30--02:46:32] 我觉得更大的问题是什么呢
[02:46:32--02:46:35] 就是你得意识到它是个马拉松
[02:46:35--02:46:37] 就你不能上来把劲用光了
[02:46:37--02:46:38] 或者说
[02:46:38--02:46:39] 嗯
[02:46:39--02:46:40] 独带两体不努力
[02:46:40--02:46:44] 而是你不能以为一颤打一个后面就没了
[02:46:44--02:46:45] 嗯
[02:46:45--02:46:47] 我真觉得互联网企业真的是一度
[02:46:47--02:46:48] 一旦一旦只要打赢
[02:46:48--02:46:49] 后面会容易很多
[02:46:49--02:46:50] 嗯
[02:46:50--02:46:51] 我觉得我们不会
[02:46:51--02:46:53] 我觉得我们是属于是
[02:46:53--02:46:54] 嗯
[02:46:54--02:46:56] 第一就是它行业阶段也在不同的边
[02:46:56--02:46:57] 就不算
[02:46:57--02:46:59] 玩着玩着就去另一个行业去了
[02:46:59--02:47:01] 就是它的行业形态都不一样
[02:47:01--02:47:03] 第二就是一个没有网络效应
[02:47:03--02:47:06] 又回到了应用程度上规模效应
[02:47:06--02:47:07] 和那个曾平教授
[02:47:07--02:47:08] 他叫做黑洞效应
[02:47:08--02:47:09] 他就在能力的
[02:47:09--02:47:10] 黑洞效应
[02:47:10--02:47:11] 这个你可以查一下
[02:47:11--02:47:12] 曾经他公开讲过
[02:47:12--02:47:13] 就是说
[02:47:13--02:47:14] 哎
[02:47:14--02:47:15] 这个会吸越来越多
[02:47:15--02:47:20] 但是依然不会有当年像网络数据和用户那样的疯狂的效应了
[02:47:20--02:47:21] 那
[02:47:21--02:47:22] 我觉得
[02:47:22--02:47:28] 好的创业者还是应该更努力的去理解你的行业的
[02:47:28--02:47:29] 竞争本质
[02:47:29--02:47:30] 嗯
[02:47:30--02:47:33] 就如果你以为是网络效应的竞争
[02:47:33--02:47:36] 你上来疯狂把死抬头大光了
[02:47:36--02:47:38] 然后你发现它是一个马拉松
[02:47:38--02:47:40] 不一定是好事
[02:47:40--02:47:41] 每个时代到底是
[02:47:41--02:47:43] 就它那个竞争格局会怎么变
[02:47:43--02:47:44] 嗯
[02:47:44--02:47:45] 然后都不一样
[02:47:45--02:47:46] 然后
[02:47:46--02:47:47] 如果是马拉松应该怎么做呢
[02:47:47--02:47:49] 马拉松比较做更长期规划的呀
[02:47:49--02:47:50] 就是说
[02:47:50--02:47:51] 做几年规划
[02:47:51--02:47:52] 嗯
[02:47:52--02:47:54] 你用曾平教授的话
[02:47:54--02:47:55] 看十年
[02:47:55--02:47:56] 想三年
[02:47:56--02:47:57] 做一年
[02:47:57--02:47:58] 嗯
[02:47:58--02:47:59] 啊
[02:47:59--02:48:00] 我可能想像互联网
[02:48:00--02:48:01] 它打那么激烈的时候
[02:48:01--02:48:02] 还在看十年
[02:48:02--02:48:03] 它肯定也是先打一年嘛
[02:48:03--02:48:05] 那我觉得像我们这样的人是
[02:48:05--02:48:06] 嗯
[02:48:06--02:48:07] 一直在做看十年才行
[02:48:07--02:48:08] 然后
[02:48:08--02:48:09] 嗯
[02:48:09--02:48:11] 并且在这个过程中
[02:48:11--02:48:12] 嗯
[02:48:12--02:48:13] 这个是我觉得后几年就为创业者
[02:48:13--02:48:14] 我才学到的
[02:48:14--02:48:16] 因为早年其实不会去想所谓的
[02:48:16--02:48:19] 如何构筑壁垒这种事
[02:48:19--02:48:20] 嗯
[02:48:20--02:48:21] 你活都活不下来
[02:48:21--02:48:22] 你构筑什么壁垒对吧
[02:48:22--02:48:23] 嗯
[02:48:23--02:48:24] 也是早年
[02:48:24--02:48:27] 我觉得我们损失了很多很优秀的投资人
[02:48:27--02:48:28] 没投我们的原因
[02:48:28--02:48:29] 因为他想让我回答这问题的时候
[02:48:29--02:48:31] 我不理解这个问题到底啥意思
[02:48:31--02:48:32] 嗯
[02:48:32--02:48:37] 那这些年我们比如说在设计业务的时候
[02:48:37--02:48:38] 你就会更关注
[02:48:38--02:48:39] 就是说
[02:48:39--02:48:41] 我并不担心第一站打不赢
[02:48:41--02:48:43] 我更担心的是第一站打不赢
[02:48:43--02:48:44] 第一张打赢没用
[02:48:44--02:48:45] 对吧
[02:48:45--02:48:46] 嗯
[02:48:46--02:48:47] 嗯
[02:48:47--02:48:48] 那我觉得
[02:48:48--02:48:49] 这个肯定是一个
[02:48:49--02:48:52] 更有经验的创业者才会去思考的事情
[02:48:52--02:48:54] 那今天我们作为一家已经有十几年的企业了
[02:48:54--02:48:57] 十多年的企业了
[02:48:57--02:48:59] 你肯定会更关注的就是说
[02:48:59--02:49:02] 永远都不是说只打赢下一张
[02:49:02--02:49:03] 而是你会想
[02:49:03--02:49:05] 这一张打赢有什么用
[02:49:05--02:49:07] 它不保证你将来就一时无忧
[02:49:07--02:49:09] 而这一张打赢你积累的能力
[02:49:09--02:49:10] 到底是一个能力
[02:49:10--02:49:11] 还是就是一个窗口期呢
[02:49:11--02:49:12] 这个窗口期间
[02:49:12--02:49:13] 你做哪些事情
[02:49:13--02:49:15] 我觉得可能都得以这个方式去对付
[02:49:15--02:49:16] 嗯
[02:49:16--02:49:17] 你的激光雷达从旧上看
[02:49:17--02:49:20] 接下来会怎么演变发展的趋势是什么
[02:49:20--02:49:21] 然后它在下一个
[02:49:21--02:49:23] 在汽车之后的下一个场景是什么
[02:49:23--02:49:24] 对
[02:49:24--02:49:25] 那个第一是
[02:49:25--02:49:26] 其实你也看就是
[02:49:26--02:49:29] 我其实刚才其实没有太把激光雷达感觉在演进
[02:49:29--02:49:30] 为什么呢
[02:49:30--02:49:31] 因为在我看来
[02:49:31--02:49:33] 就没那么多什么机制物
[02:49:33--02:49:35] 像M7 华力护照的东西
[02:49:35--02:49:36] 它就是一个硬能力
[02:49:36--02:49:37] 就是没有玩到超车的
[02:49:37--02:49:38] 都是主要
[02:49:38--02:49:39] 嗯
[02:49:39--02:49:41] 然后大家加速方法应该都差不多
[02:49:41--02:49:42] 我们是17年提出
[02:49:42--02:49:43] 要加速
[02:49:43--02:49:44] 然后做芯片化
[02:49:44--02:49:46] 然后19年就公开了这个理论
[02:49:46--02:49:47] 再往后几年内
[02:49:47--02:49:49] 大家陆陆续续也都在做芯片化
[02:49:49--02:49:51] 我们历史上说自建工厂
[02:49:51--02:49:53] 然后几乎所有的竞争卫生
[02:49:53--02:49:56] 都在用那个代工厂
[02:49:56--02:49:57] 然后我们当时就提出
[02:49:57--02:50:01] 研发和制造是不可分辨的
[02:50:01--02:50:03] 制造是研发的一部分
[02:50:03--02:50:06] 今天麦克思的理念叫做
[02:50:06--02:50:08] 制造是研发的一部分
[02:50:08--02:50:10] 而不是先研发后制造
[02:50:10--02:50:12] 这个理念也是一度
[02:50:12--02:50:13] 大家觉得是
[02:50:13--02:50:14] 这什么意思
[02:50:14--02:50:15] 我选择代工厂就完了
[02:50:15--02:50:16] 对吧
[02:50:16--02:50:17] 哎
[02:50:17--02:50:19] 最后大家发现选代工厂的方法
[02:50:19--02:50:20] 它速度会变慢
[02:50:20--02:50:21] 质量不一定会更好
[02:50:21--02:50:22] 虽然你的代工厂
[02:50:22--02:50:24] 历史上做别的产品质量很好
[02:50:24--02:50:26] 但它不懂得如何设计
[02:50:26--02:50:29] 最终你发现设计和制造是闭关的
[02:50:29--02:50:30] 也就是说
[02:50:30--02:50:33] 一个没有真正拥有制造能力的
[02:50:33--02:50:34] 既往也怕企业
[02:50:34--02:50:36] 不可能拥有强的研发能力
[02:50:36--02:50:37] 这句话那么多
[02:50:37--02:50:39] 可能七八年前是一个笑话
[02:50:39--02:50:41] 别的都不能觉得我在胡说
[02:50:41--02:50:42] 或者这公司有病
[02:50:42--02:50:44] 那现在我觉得大家也都达成共识了
[02:50:44--02:50:45] 所以我觉得都是直道
[02:50:45--02:50:47] 我倒没觉得是弯道
[02:50:47--02:50:49] 那再往下呢
[02:50:49--02:50:51] 我倒觉得何塞有一个好的优势
[02:50:51--02:50:53] 就是说我感觉我们一直在降维
[02:50:53--02:50:54] 其实就是你看
[02:50:54--02:50:57] 我们最早从无人车的那个robot taxi
[02:50:57--02:50:59] 降维到量产车
[02:50:59--02:51:00] 其实也不能叫降维
[02:51:00--02:51:03] 因为它只是技术不需要那么复杂
[02:51:03--02:51:06] 但它对成本的要求质量其实更高的
[02:51:06--02:51:07] 而从量产车
[02:51:07--02:51:10] 其实又在降维去机器人
[02:51:10--02:51:12] 倒也不是成本更降维
[02:51:12--02:51:13] 其实成本会高一些
[02:51:13--02:51:15] 但是它的质量要求
[02:51:15--02:51:16] 它的量的要求
[02:51:16--02:51:18] 它整个体系的要求是更低的
[02:51:18--02:51:22] 因为毕竟量产车还是最难做的
[02:51:22--02:51:24] 所以我们把那些能力
[02:51:24--02:51:28] 应用到非汽车的领域
[02:51:28--02:51:30] 本质上就在降维打击
[02:51:30--02:51:34] 就是这些机器人领域的玩家
[02:51:34--02:51:36] 历史上买何塞那么贵的东西的
[02:51:36--02:51:38] 听说我们把车规级的产品给他们
[02:51:38--02:51:39] 都特别开心
[02:51:39--02:51:41] 因为肯定比它原来那个
[02:51:41--02:51:44] 比较民用级或者公规级的会更好
[02:51:44--02:51:46] 所以这个在我看来是一个挺好的机会
[02:51:46--02:51:47] 这里面有两层含义
[02:51:47--02:51:49] 第一层含义是
[02:51:49--02:51:51] 我们做这样的事情
[02:51:51--02:51:54] 其实编辑的投入没有那么高
[02:51:54--02:51:57] 因为能力已经在平台零散了
[02:51:57--02:52:00] 我们会回头公开一个视频
[02:52:00--02:52:02] 就是你发现何塞厉害产品
[02:52:02--02:52:04] 你把里面拆开
[02:52:04--02:52:06] 它的核心逻辑
[02:52:06--02:52:07] 惊人的一致
[02:52:07--02:52:09] 就长得你已经完全不一样
[02:52:09--02:52:10] 里面东西有惊人的一致
[02:52:10--02:52:12] 所以对于我们来说平台化以后
[02:52:12--02:52:13] 成了不可思议
[02:52:13--02:52:14] 好处是什么呢
[02:52:14--02:52:15] 就是我们历史上所有的
[02:52:15--02:52:17] 包括今天在内有将近40%的业务
[02:52:17--02:52:20] 是在飞车端我们叫机器人端的
[02:52:20--02:52:21] 劳力特别好
[02:52:21--02:52:23] 因为每一个行业都不够大
[02:52:23--02:52:27] 大家都是相当于乘了乘用车
[02:52:27--02:52:29] 这个体系的洞房
[02:52:29--02:52:31] 所以他拿到的这个东西
[02:52:31--02:52:33] 对他来讲已经是挺合理的成本了
[02:52:33--02:52:35] 但是其实从汽车的成本能力这样讲
[02:52:35--02:52:38] 其实是杀鸡弄牛刀的
[02:52:38--02:52:40] 所以就会导致他体验也很好
[02:52:40--02:52:43] 我的财务在这方面也很好
[02:52:43--02:52:45] 所以正是因为这一个
[02:52:45--02:52:46] 刚才说了海外
[02:52:46--02:52:48] 一个说的机器人业务的叠加
[02:52:48--02:52:49] 才会让我们综合
[02:52:49--02:52:51] 还是有比较好的经营状况
[02:52:51--02:52:53] 而这件事将来会
[02:52:53--02:52:54] 我认为会变得更好
[02:52:54--02:52:55] 为什么呢
[02:52:55--02:52:57] 因为汽车业务肯定还在稳定增长
[02:52:57--02:52:58] 因为它是一个
[02:52:58--02:52:59] 就安全气囊一样的
[02:52:59--02:53:01] 这样会慢慢进入
[02:53:01--02:53:03] 标配的这样一个行业
[02:53:03--02:53:05] 而机器人业务
[02:53:05--02:53:07] 它倒不是标配不标配的问题
[02:53:07--02:53:09] 而是它的种类实在是太多了
[02:53:09--02:53:10] 是
[02:53:10--02:53:11] 看到了今天
[02:53:11--02:53:12] 就是
[02:53:12--02:53:14] 不论是大到比如说
[02:53:14--02:53:15] 在港口的
[02:53:15--02:53:16] 在工厂里面的
[02:53:16--02:53:18] 小到你看那楼下的
[02:53:18--02:53:20] 割草机的
[02:53:20--02:53:21] 对吧
[02:53:21--02:53:23] 然后很快这些人形的
[02:53:23--02:53:24] 然后这些
[02:53:24--02:53:26] 包括宇树的那个狗上
[02:53:26--02:53:27] 现在也有
[02:53:27--02:53:28] 有一些团队也有我们的错
[02:53:28--02:53:29] 在我看来就是
[02:53:29--02:53:31] 这跟我们最早初心去
[02:53:31--02:53:33] 我不觉得是一个传感器
[02:53:33--02:53:34] 是一个
[02:53:34--02:53:37] 解决了一个行业
[02:53:37--02:53:39] 从零到一的运动中
[02:53:39--02:53:40] 最关键技术
[02:53:40--02:53:41] 是一个问题的传感器
[02:53:41--02:53:43] 而这个行业不是一个小行业
[02:53:43--02:53:46] 是一个跟互联网一样大的行业
[02:53:46--02:53:48] 叫做机器人机
[02:53:48--02:53:50] 那这不是一个挺好的
[02:53:50--02:53:52] 如果有一天何在消失了
[02:53:52--02:53:54] 你觉得会是什么事
[02:53:54--02:53:56] 就是出现了一个
[02:53:56--02:54:00] 完全符合跟我们一样基因
[02:54:00--02:54:02] 钱比我们多
[02:54:02--02:54:03] 砸了更多的钱
[02:54:03--02:54:05] 并且在每一步上都做了
[02:54:05--02:54:07] 跟我们一样对的选择
[02:54:07--02:54:09] 有可能是大家不需要自动雷达了
[02:54:09--02:54:12] 我猜你是想暗示一件事
[02:54:12--02:54:14] 但是这里面你看
[02:54:14--02:54:15] 就是
[02:54:15--02:54:17] 第一车上的在我看来比较
[02:54:17--02:54:18] 因为是安全性的
[02:54:18--02:54:19] 讲过
[02:54:19--02:54:21] 在机器人上其实反而
[02:54:21--02:54:23] 你以为会容易就是
[02:54:23--02:54:25] 感觉他撞就撞了对吧
[02:54:25--02:54:26] 他其实没有你想过吗
[02:54:26--02:54:27] 就是说
[02:54:27--02:54:28] 如果你觉得激光雷达解决的是
[02:54:28--02:54:29] 安全性
[02:54:29--02:54:30] 出人命的事
[02:54:30--02:54:31] 所以不出人命就不用
[02:54:31--02:54:32] 这个好像有道理对吧
[02:54:32--02:54:33] 那我给你几个反例
[02:54:33--02:54:34] 第一是你的iPhone手机上
[02:54:34--02:54:35] 今天还有一个小机网
[02:54:35--02:54:36] 虽然不是我们做的
[02:54:36--02:54:37] 对吧
[02:54:37--02:54:38] 他也没出人命
[02:54:38--02:54:39] 为什么呢
[02:54:39--02:54:40] 那就是能赚回
[02:54:40--02:54:41] 不让票价就可以了
[02:54:41--02:54:42] 其次就是
[02:54:42--02:54:43] 你看今天所有全世界的
[02:54:43--02:54:44] 这个新一代的智能
[02:54:44--02:54:45] 那个扫地机
[02:54:45--02:54:46] 这么久没了
[02:54:46--02:54:47] 也是不是我们供的
[02:54:47--02:54:49] 但是他也没消失
[02:54:49--02:54:50] 所以就是
[02:54:50--02:54:51] 激光雷达这事
[02:54:51--02:54:52] 呃
[02:54:52--02:54:54] 他其实长期来看
[02:54:54--02:54:56] 创造的价值就是高于他的成本
[02:54:56--02:54:58] 然后这些都消失了
[02:54:58--02:54:59] 哦
[02:54:59--02:55:00] 我知道
[02:55:00--02:55:01] 我觉得有一个
[02:55:01--02:55:02] 一定要给你们开玩笑说
[02:55:02--02:55:04] 人家也彻底进入了元宇宙
[02:55:04--02:55:05] 就是说
[02:55:05--02:55:07] 所有人的大脑都泡在一个缸里
[02:55:07--02:55:08] 然后就没有物理世界了
[02:55:08--02:55:09] 然后咱也没有了
[02:55:09--02:55:10] 人家也不用交互了
[02:55:10--02:55:12] 然后就彻底进入了一个
[02:55:12--02:55:14] 纯虚拟的这样一个世界
[02:55:14--02:55:15] 但那个世界里
[02:55:15--02:55:16] 他不需要物理世界交互了
[02:55:16--02:55:17] 那激光二维的
[02:55:17--02:55:18] 确实是一个新闻
[02:55:18--02:55:19] 我记得之前
[02:55:19--02:55:20] 跟你讨论过这个问题
[02:55:20--02:55:22] 我觉得你这一代企业家的使命
[02:55:22--02:55:23] 是什么
[02:55:23--02:55:24] 你说的是我们
[02:55:24--02:55:25] 呃
[02:55:25--02:55:26] 中国企业家
[02:55:26--02:55:27] 还是这一代
[02:55:27--02:55:28] 所有全球企业家
[02:55:28--02:55:29] 中国这一代企业家
[02:55:29--02:55:30] 嗯
[02:55:30--02:55:31] 这个我感觉好像
[02:55:31--02:55:32] 来回历史上
[02:55:32--02:55:33] 中国鱼行
[02:55:33--02:55:34] 我觉得挺好
[02:55:34--02:55:35] 其实就是
[02:55:35--02:55:37] 中国有全世界最好的工程师
[02:55:37--02:55:38] 然后我们确实
[02:55:38--02:55:39] 在各个
[02:55:39--02:55:40] 国企新的领域
[02:55:40--02:55:42] 也做出了全世界最好的产品
[02:55:42--02:55:43] 我觉得这一代企业
[02:55:43--02:55:44] 应该是
[02:55:44--02:55:46] 不仅是工程能力
[02:55:46--02:55:47] 输出的
[02:55:47--02:55:48] 一代
[02:55:48--02:55:50] 尤其我觉得历史上做的不够啊
[02:55:50--02:55:52] 就是工程能力输出的
[02:55:52--02:55:54] 也应该是品牌输出的一代
[02:55:54--02:55:55] 嗯
[02:55:55--02:55:56] 这个做的绝对不够
[02:55:56--02:55:58] 你随便拉住一个新疆人呢
[02:55:58--02:56:00] 你说出五个中国企业的名字
[02:56:00--02:56:02] 他能想到的反而是deep sink
[02:56:02--02:56:04] 不太算是一个产品输出
[02:56:04--02:56:05] 因为是上新闻的原因
[02:56:05--02:56:07] 他用的也会另外的多
[02:56:07--02:56:08] 呃
[02:56:08--02:56:09] 大江华国
[02:56:11--02:56:12] 呃
[02:56:12--02:56:13] 变异
[02:56:13--02:56:14] 也会这些
[02:56:14--02:56:16] 那你也知道中国的比较企业
[02:56:16--02:56:18] 不可能就这么几家有那么多
[02:56:18--02:56:20] 我觉得是我们是
[02:56:20--02:56:21] 呃
[02:56:21--02:56:22] 一定程度上等了这么多年
[02:56:22--02:56:23] 我觉得中国企业家
[02:56:23--02:56:25] 还有机会把我们真正好的东西
[02:56:25--02:56:27] 让全球人民知道
[02:56:28--02:56:29] 呃
[02:56:29--02:56:30] 能够建立品牌
[02:56:30--02:56:31] 这个还我还
[02:56:31--02:56:32] 我没答完
[02:56:32--02:56:34] 因为我觉得这还不是终极实力
