[00:00:06--00:00:07] 在现在来说的话
[02:21:40--02:21:42] 其实我觉得可能对话中也能体现出来
[02:21:42--02:21:43] 就像你说的团建
[02:21:43--02:21:44] 这种激励
[02:21:44--02:21:47] 这些事情可能就是跟情绪相关的一些事情
[02:21:47--02:21:48] 确实我做的还少
[02:21:48--02:21:49] 确实比较少
[02:21:49--02:21:51] 可能这部分有点忽视
[02:21:51--02:21:54] 但我也没想清楚到底它的作用是啥
[02:21:54--02:21:57] 所以就投入的比较少一些
[02:21:57--02:21:58] 所以我相信他
[02:21:58--02:22:00] 肯定是有价值的
[02:22:00--02:22:02] 或者在一些阶段上是有价值的
[02:22:02--02:22:05] 但是至少现在可能至少他不是我一个default的
[02:22:05--02:22:06] 一个会做的事情
[02:22:06--02:22:09] 这个事也得去想明白了之后再去做
[02:22:09--02:22:13] 而不是可能有些人是比较擅长去利用一些情绪的
[02:22:13--02:22:15] 力量和价值
[02:22:15--02:22:16] 你骂人吗
[02:22:16--02:22:18] 我现在会骂
[02:22:18--02:22:21] 但是就比如说可能当然就是团队很大
[02:22:21--02:22:23] 我去做研发会觉得就是压力会很大
[02:22:23--02:22:23] 对
[02:22:23--02:22:26] 但是可能对于真正会骂人的CEO来说
[02:22:26--02:22:28] 或者说比如说一些比较耗时的人
[02:22:28--02:22:31] 他可能会觉得我的这个东西不叫骂人
[02:22:31--02:22:33] 他只是比较严厉的训斥
[02:22:33--02:22:35] 日常工作中的话
[02:22:35--02:22:39] 我的负面反馈是给正面反馈是远多于正面反馈的
[02:22:39--02:22:41] 就是一直会觉得有问题
[02:22:41--02:22:42] 就提要求给反馈
[02:22:42--02:22:47] 而且给这种情绪上的负面反馈是一个比较有效的办法吧
[02:22:47--02:22:51] 否则大家也不能意识到这件事做的不对
[02:22:51--02:22:53] 人肯定是第一是个生理反应
[02:22:53--02:22:56] 这个事这个情绪上比较大的一个冲击
[02:22:56--02:22:58] 然后再去才会进入一个反思的模式
[02:22:58--02:22:59] 哪里有问题
[02:22:59--02:23:01] 如果最开始都不觉得这个问题
[02:23:01--02:23:03] 那你讲的东西就左耳进右耳出了嘛
[02:23:03--02:23:03] 对
[02:23:03--02:23:05] 那你PUA吗
[02:23:05--02:23:07] 这个事我是这么看的啊
[02:23:07--02:23:09] 但包括我跟团队也是这么说的
[02:23:09--02:23:11] 我觉得成为PUA的必要条件就是
[02:23:11--02:23:13] 比如说假对已进行了PUA
[02:23:13--02:23:15] 假为了自己的目的
[02:23:15--02:23:18] 或者自己的利益去损害了你的利益
[02:23:18--02:23:21] 而且把它包装成一个其实是为了你好的这么个事制造的PUA
[02:23:21--02:23:25] 我觉得我的应该绝大部分的反馈
[02:23:25--02:23:27] 甚至我不能说百分之百
[02:23:27--02:23:28] 都是为了把这个事
[02:23:28--02:23:30] 做成的啊
[02:23:30--02:23:34] 那么如果对方是也是想把这个事做成的
[02:23:34--02:23:38] 就是不存在说是为了一个损害你的利益的话啊
[02:23:38--02:23:41] 那我觉得他不符合PUA的条件啊
[02:23:41--02:23:43] 但如果对方并没有主要是想把这个事做成
[02:23:43--02:23:48] 他可能他的利益是跟公司的利益是方向是不完全一致的啊
[02:23:48--02:23:49] 那可能会有这个利益的冲突
[02:23:49--02:23:51] 那这种人的话在团队里面待不长
[02:23:51--02:23:53] 我是这么看这个事的对
[02:23:53--02:23:55] 所以其实这是一个筛选的过程
[02:23:55--02:23:56] 包括我说的我们团队里面
[02:23:56--02:23:58] 其实很多不适应的人他可能就走掉了嗯
[02:23:58--02:24:02] 对这个能够长期去待下来的成为骨干的人
[02:24:02--02:24:07] 其实大家对于把这件事做成的利益绑定还是比较高的
[02:24:07--02:24:08] 都是为了把这事做成
[02:24:08--02:24:10] 那我就都是都是做事嘛
[02:24:10--02:24:12] 对于这个快速变化的事情
[02:24:12--02:24:14] 你觉得你最远能看多远
[02:24:14--02:24:16] 特别是在能源变革上
[02:24:16--02:24:19] 我觉得嗯只能看到趋势
[02:24:19--02:24:22] 就是你说十年之后
[02:24:22--02:24:26] 具体这个东西会长成什么一个具象的样子很难
[02:24:26--02:24:27] 但是十年之后
[02:24:27--02:24:30] 即便至少第一个十万电站能全世界建成
[02:24:30--02:24:32] 我觉得这件事可以看到
[02:24:32--02:24:35] 再过十年商业化能不能做成
[02:24:35--02:24:37] 我觉得大概率能做成啊
[02:24:37--02:24:41] 但是他最起长成什么样子是哪一个事情的优化
[02:24:41--02:24:45] 相比于十万电站能够实现这个事不是很清楚
[02:24:45--02:24:47] 只能就是里程碑式的这种总结性的节点
[02:24:47--02:24:49] 你可能能看到比如十年二十年这个样子
[02:24:49--02:24:52] 但是如果你要看一条路过去的话
[02:24:52--02:24:55] 你大概可能看到五年五到十年这个阶段
[02:24:55--02:24:57] 你能看到一条路怎么过去嗯
[02:24:57--02:25:01] 再往后的这条路可能都是就是分叉的很厉害了
[02:25:01--02:25:02] 就猜不到是什么变革
[02:25:02--02:25:04] 那个时候需要你更多的信息
[02:25:04--02:25:07] 才能够做一个路径上的判断
[02:25:07--02:25:09] 你觉得有什么原因能量起点会失败了
[02:25:09--02:25:11] 人不够钱不够事没做成
[02:25:11--02:25:13] 嗯三个事吧
[02:25:13--02:25:14] 对钱不够
[02:25:14--02:25:17] 你可能下一个想做的事都没法启动
[02:25:17--02:25:18] 那就只能一直等机会了
[02:25:18--02:25:19] 如果钱够了
[02:25:19--02:25:21] 那么人不够也好
[02:25:21--02:25:22] 事没做成也好
[02:25:22--02:25:25] 那最终就是这个交付的时候没达到你的设计目标啊
[02:25:25--02:25:27] 那还有没有一个
[02:25:27--02:25:28] 让来的机会不一定
[02:25:28--02:25:30] 因为你的每个东西的成本都很高
[02:25:30--02:25:34] 对所以人不行可能是一个过程
[02:25:34--02:25:36] 这种他的反应还是事没做成
[02:25:36--02:25:40] 对所以比如说我觉得这两个钱不够和事没做成吧
[02:25:40--02:25:43] 一个没法启动一个没法交付
[02:25:43--02:25:44] 这俩东西没做成
[02:25:44--02:25:47] 比如170那你380你肯定卖不出去嘛
[02:25:47--02:25:50] 啊对所以那380你要是能卖出去了
[02:25:50--02:25:51] 没做成一样的
[02:25:51--02:25:56] 觉得我们的核心点就是他的商业逻辑的核心点是早上也说了
[02:25:56--02:25:57] 他的PMF是简单的
[02:25:57--02:26:00] 就是他的需求是个真需求
[02:26:00--02:26:02] 他的产品是一个明确的产品
[02:26:02--02:26:04] 只要你能做出这个产品需求一定能满足
[02:26:04--02:26:07] 那么就是能不能把这个产品做出来的问题
[02:26:07--02:26:09] 嗯能不能把产品做出来的问题就是
[02:26:09--02:26:11] 你有没有资源去让你做这个事
[02:26:11--02:26:12] 以及有了这个资源
[02:26:12--02:26:16] 你能不能真的把它交付到你跟你设计一样的成本足够低的一个东西啊
[02:26:16--02:26:18] 只要你能做出来度电成本比火电低
[02:26:18--02:26:19] 你就是能做就是能成
[02:26:19--02:26:23] 对所以他的问题就转化到一个非常明确的问题上
[02:26:23--02:26:26] 你能怎么形象化的来描述这个成员
[02:26:26--02:26:27] 像走钢丝吗
[02:26:27--02:26:28] 换个也不像
[02:26:28--02:26:30] 因为我觉得你每天生活也很平和
[02:26:30--02:26:32] 然后而且偏安逸于
[02:26:32--02:26:36] 就像我当时跟麒麟跟全员在谈的这件事
[02:26:36--02:26:41] 嗯他是一个持续的爬山
[02:26:41--02:26:44] 而且这个山的高度是一个指数增长的高度
[02:26:44--02:26:48] 只不过你可能每一步从最开始可能一次只能卖一小步
[02:26:48--02:26:50] 到你最后可能一步能卖一米
[02:26:50--02:26:51] 你可能有更先进的装备
[02:26:51--02:26:53] 后面可能一步能卖十米
[02:26:53--02:26:56] 但是他的山的高度是一个指数增长的
[02:26:57--02:26:59] 而且你是一直在爬山
[02:26:59--02:27:00] 是这么个过程
[02:27:00--02:27:02] 就没做成就是摔下去了是不是
[02:27:02--02:27:03] 滚下去了
[02:27:03--02:27:06] 对他需要很耐心也需要很小心
[02:27:06--02:27:11] 对对而且这个山什么时候有没有一个峰顶的高度
[02:27:11--02:27:13] 我至少现在还没看到
[02:27:13--02:27:15] 已经爬到的地方都是你的积累
[02:27:15--02:27:18] 但是你可能未来要做的事是越来越高的东西
[02:27:18--02:27:20] 而且他的增长速度是越来越快的
[02:27:20--02:27:24] 可不可以去面现在实现起来比AGI更难吗
[02:27:24--02:27:26] 我对于AGI的认知不是很深
[02:27:27--02:27:30] 是所以因为我也不知道什么叫AGI
[02:27:30--02:27:32] 就是做到什么程度叫AGI
[02:27:32--02:27:34] 这个标准不是很清楚
[02:27:34--02:27:40] 但是至少巨变是一个有在我看来到实现商业化
[02:27:40--02:27:42] 是有一条清晰的路线的
[02:27:42--02:27:46] 你每一个东西能够做到那个参数的话
[02:27:46--02:27:47] 它就能实现
[02:27:47--02:27:49] 而且能不能做到这些参数
[02:27:49--02:27:53] 我们认为是只要有足够的时间和钱
[02:27:53--02:27:54] 他一定能做到
[02:27:54--02:27:56] 他是一个解一定存在的工程
[02:27:57--02:27:59] 对这是我们的一个基本判断
[02:27:59--02:28:01] 从区别的角度上来说的话
[02:28:01--02:28:04] 我觉得当你有一条很清晰的路线能到
[02:28:04--02:28:06] 比如说十八年战的这个事的时候
[02:28:06--02:28:08] 就是一个慢慢爬山的过程
[02:28:08--02:28:09] 只不过山越来越高
[02:28:09--02:28:13] 不是说可能哪过不去了
[02:28:13--02:28:14] 或者有一个东西你好像发现
[02:28:14--02:28:15] 他可能不是个山
[02:28:15--02:28:16] 他中间还有个坑
[02:28:16--02:28:18] 不是的就是难爬
[02:28:18--02:28:20] 但是他肯定能爬上去
[02:28:20--02:28:22] 你粮食待过你肯定爬得上去
[02:28:22--02:28:23] 而且你不要放弃
[02:28:23--02:28:25] 这么火牛想要换赛道吗
[02:28:25--02:28:26] 没有至少
[02:28:27--02:28:29] 我觉得只有在这个行业里面
[02:28:29--02:28:30] 就是跟做研究一样
[02:28:30--02:28:32] 其实很多事不是你算出来的
[02:28:32--02:28:34] 是你的感觉
[02:28:34--02:28:35] 我博士的时候
[02:28:35--02:28:37] 我导师经常说你做研究你taste要好
[02:28:37--02:28:38] 你要没那个感觉
[02:28:38--02:28:40] 你不在这个从业里面去
[02:28:40--02:28:41] 你想的都很皮毛
[02:28:41--02:28:42] 人家就有那种感觉
[02:28:42--02:28:43] 到底要往哪走
[02:28:43--02:28:46] 所以他可能至少在现在
[02:28:46--02:28:48] 我看来不是我相比于剧片来说
[02:28:48--02:28:50] 也不是我最擅长的事
[02:28:50--02:28:51] 而且对我来说
[02:28:51--02:28:54] 可能剧片的也意义更大一些吧
[02:28:54--02:28:56] 你同伙人说你的物理taste好
[02:28:57--02:28:59] 所以你当CEO
[02:28:59--02:29:00] 是吗
[02:29:00--02:29:01] 有可能吧
[02:29:01--02:29:04] 因为这个阶段
[02:29:04--02:29:06] 你毕竟还是
[02:29:06--02:29:07] 就像我说的
[02:29:07--02:29:08] 你爬山的过程
[02:29:08--02:29:10] 其实所谓的爬到那儿
[02:29:10--02:29:11] 你把这个事做出来
[02:29:11--02:29:12] 对吧
[02:29:12--02:29:14] 你的大量的日常的工作
[02:29:14--02:29:16] 就是要做很多的判断
[02:29:16--02:29:20] 很多的在信息不是足够充分的情况下的一些判断
[02:29:20--02:29:22] 你就联盟待差的
[02:29:22--02:29:24] 你也得把它判断出来
[02:29:24--02:29:27] 而且它的领域很多
[02:29:27--02:29:29] 你不可能每一个事都非常懂
[02:29:29--02:29:33] 那你就得凭一些物理的感觉
[02:29:33--02:29:35] 加上逻辑的推理
[02:29:35--02:29:37] 然后去给出一个解决办法吧
[02:29:37--02:29:39] 如果这个山没有蹲上去摔下来
[02:29:39--02:29:41] 你会怎么想
[02:29:41--02:29:42] 非常可惜
[02:29:42--02:29:45] 但是看看有没有机会接着往上
[02:29:45--02:29:46] 就看你摔到哪儿
[02:29:46--02:29:48] 然后接着再往上去爬
[02:29:48--02:29:49] 菜有多练吗
[02:29:49--02:29:51] 看不到一个爬不上去的理由
[02:29:51--02:29:53] 如果爬不上去就说明菜
[02:29:53--02:29:56] 那就能不能别那么菜
[02:29:56--02:29:58] 或者能不能菜就多练
[02:29:58--02:30:00] 就是直接往上爬
[02:30:00--02:30:01] 就是这么个逻辑吧
[02:30:01--02:30:02] 我最后问你几个快门快答
[02:30:02--02:30:05] 全球范围内一道你最喜欢的食物
[02:30:05--02:30:06] 肉
[02:30:06--02:30:08] 各种肉都挺好吃的
[02:30:08--02:30:09] 一个你最喜欢的地点
[02:30:09--02:30:10] 没有特别大的偏好
[02:30:10--02:30:12] 对这个事不是很在乎
[02:30:12--02:30:13] 一个很少有人知道
[02:30:13--02:30:15] 但必须了解的知识点
[02:30:15--02:30:16] 可能我觉得有一个很重要的概念
[02:30:16--02:30:18] 确实是商业的概念
[02:30:18--02:30:21] 它背后其实是在关联的是
[02:30:21--02:30:24] 从统计的角度上去理解
[02:30:24--02:30:25] 最可能发生的事情
[02:30:25--02:30:27] 它是一个非常基础
[02:30:27--02:30:28] 非常本质的一个概念
[02:30:28--02:30:30] 它对于你做很多的
[02:30:30--02:30:32] 基于概率考虑的事情的话
[02:30:32--02:30:33] 是有很大帮助的
[02:30:33--02:30:35] 它是很简化的一个量
[02:30:35--02:30:37] 然后把这些复杂的概率的问题
[02:30:37--02:30:38] 能够浓缩进去
[02:30:38--02:30:39] 基于所有读过的书
[02:30:39--02:30:40] 推荐两本书
[02:30:40--02:30:42] 我觉得有一本书
[02:30:42--02:30:45] 我比较喜欢叫致命的自负
[02:30:45--02:30:46] 致命的自负
[02:30:46--02:30:48] 这个应该是哈耶克的一本书
[02:30:48--02:30:49] 去讲的是
[02:30:49--02:30:52] 关于一些社会制度的
[02:30:52--02:30:53] 编迁的一件事情
[02:30:53--02:30:55] 对就是资本主义和
[02:30:55--02:30:57] 当时为什么对于集中管理的
[02:30:57--02:30:58] 对于社会主义
[02:30:58--02:30:59] 和资本主义
[02:30:59--02:31:00] 共产主义和资本主义的
[02:31:00--02:31:01] 一些区别的分析
[02:31:01--02:31:03] 这本书挺有意思的
[02:31:03--02:31:05] 第二本也正好是
[02:31:05--02:31:07] 最近在看《自治统戒》
[02:31:07--02:31:09] 看的是熊义版的《自治统戒》
[02:31:09--02:31:10] 也很厚写的很细
[02:31:10--02:31:11] 确实是
[02:31:11--02:31:12] 这也是老生常谈的
[02:31:12--02:31:12] 大部分的事情
[02:31:12--02:31:14] 其实历史上都发生过
[02:31:14--02:31:14] 都经历过
[02:31:14--02:31:18] 而且能够比较详细的去理解
[02:31:18--02:31:20] 看看这个事情发生的过程
[02:31:20--02:31:22] 去思考为什么当时
[02:31:22--02:31:24] 这些人会做这样的决定
[02:31:24--02:31:25] 或这些人会这么去思考
[02:31:25--02:31:26] 会这么去做价值判断
[02:31:26--02:31:28] 其一可能会成功
[02:31:28--02:31:29] 为什么他会失败
[02:31:29--02:31:30] 当事足够大的时候
[02:31:30--02:31:32] 他都是有一些很基础的原因的
[02:31:32--02:31:34] 所以我觉得挺有意思
[02:31:34--02:31:36] 说一个你现在发现的
[02:31:36--02:31:37] 有潜力的创投机会
[02:31:37--02:31:38] 这个问题
[02:31:38--02:31:39] 当做这个事的时候
[02:31:39--02:31:40] 确实没有在
[02:31:40--02:31:41] 没关注别的
[02:31:41--02:31:41] 对
[02:31:41--02:31:42] 看到的大部分事
[02:31:42--02:31:43] 其实都是已经
[02:31:43--02:31:44] 这个领域足够热了
[02:31:44--02:31:45] 就比较热的时候
[02:31:45--02:31:47] 就像亮子金西
[02:31:47--02:31:47] 或者AI
[02:31:47--02:31:48] 可能亮子金西
[02:31:48--02:31:49] 现在没有那么热
[02:31:49--02:31:51] 但是因为一直在关注这个事
[02:31:51--02:31:52] 多久进程一次
[02:31:52--02:31:54] 差不多一个月
[02:31:54--02:31:55] 能进一次这个频率
[02:31:55--02:31:58] 基于你对未来世界的想象
[02:31:58--02:31:58] 你当下
[02:31:58--02:32:00] 最重要的一个BAT是什么
[02:32:00--02:32:02] 就用我们这条路线
[02:32:02--02:32:03] 把剧院商业化做成
[02:32:03--02:32:04] 是肯定能成的
[02:32:04--02:32:05] 十年之内
[02:32:05--02:32:06] 可能就想到最多起
[02:32:06--02:32:07] 这就是一个
[02:32:07--02:32:09] 我们选这个事的
[02:32:09--02:32:11] 包括选的技术路线
[02:32:11--02:32:12] 包括做事的方式吧
[02:32:12--02:32:13] 高铁杂
[02:32:13--02:32:14] 胸口那个能源
[02:32:14--02:32:16] 不就有剧变吗
[02:32:16--02:32:17] 它那个是什么路线
[02:32:17--02:32:18] 它那个是科幻路线
[02:32:18--02:32:19] 没那个路线
[02:32:28--02:32:35] 然后我说我不喜欢他做的那种
[02:32:35--02:32:37] 睡在梯子上
[02:32:37--02:32:40] 那些雨傘都在落下
[02:32:40--02:32:41] 我坏掉的
