[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[05:32:23--05:32:25] 好 有一部分数据来自于深圳的工厂
[05:32:25--05:32:26] 是的
[05:32:27--05:32:28] 有人在做
[05:32:28--05:32:30] 我刚说的这个例子是一个具体的公司
[05:32:30--05:32:32] 他们有一个公司叫build.ai
[05:32:32--05:32:33] 我还挺佩服这个小孩的
[05:32:33--05:32:34] 叫Eddie
[05:32:34--05:32:36] 对 他就是带了几个人
[05:32:36--05:32:37] 从疙瘩quit了
[05:32:37--05:32:39] 然后去了深圳工厂里面住下
[05:32:39--05:32:41] 然后来build这样一个startup
[05:32:41--05:32:43] 我觉得好厉害
[05:32:43--05:32:46] 我觉得这件事情既是找平衡
[05:32:46--05:32:48] 但我觉得对我来说
[05:32:48--05:32:49] 有难度
[05:32:49--05:32:50] 但也是一个新的机遇吧
[05:32:50--05:32:51] 我觉得
[05:32:51--05:32:52] 说不定呢
[05:32:52--05:32:53] 对吧
[05:32:53--05:32:55] 说不定这个时代
[05:32:55--05:32:56] 可能既不属于老灯
[05:32:56--05:32:57] 也不属于小灯
[05:32:57--05:33:01] 一个属于中灯创业的时代
[05:33:01--05:33:04] 你对Eliya两次say了no
[05:33:04--05:33:06] 然后你对Lequansay了yes
[05:33:06--05:33:07] 这是为什么呢
[05:33:07--05:33:08] 就是在你眼里
[05:33:08--05:33:09] 他是一个什么样的人
[05:33:09--05:33:10] 对
[05:33:10--05:33:13] Yang在网上是一个斗士
[05:33:13--05:33:14] 对
[05:33:14--05:33:15] 对吧
[05:33:15--05:33:17] 就是坚决的反对LM派
[05:33:17--05:33:18] 不只是反对LM
[05:33:18--05:33:19] 其实他不反对LM
[05:33:19--05:33:21] 从来没有说他反对LM
[05:33:21--05:33:22] 他非常
[05:33:22--05:33:24] 他还说自己用Gemline
[05:33:24--05:33:25] 他完全不反对LM
[05:33:25--05:33:28] 他只是反对大家觉得LM
[05:33:28--05:33:31] 可以通往一个human level intelligence
[05:33:31--05:33:34] 人类级别的智能的叙事
[05:33:34--05:33:36] 这是他要反对的
[05:33:36--05:33:38] 他完全不反对LM
[05:33:38--05:33:39] 但anyway
[05:33:39--05:33:40] 他在网上是一个斗士
[05:33:40--05:33:42] 然后四处开战
[05:33:42--05:33:45] 但我觉得他私下里
[05:33:45--05:33:47] 是一个很好很好的人
[05:33:47--05:33:49] 是我一个
[05:33:49--05:33:52] 打心眼里崇拜或者敬佩的一个人
[05:33:52--05:33:54] 你们之前熟吗
[05:33:54--05:33:56] 我们合作会写paper
[05:33:56--05:33:59] 但是肯定不像在一个startup里面
[05:33:59--05:34:01] 作为co-founder的这种形式
[05:34:01--05:34:03] 这么work closely
[05:34:03--05:34:05] 之前没有你跟凯明熟
[05:34:05--05:34:06] 肯定没有
[05:34:06--05:34:07] 对
[05:34:07--05:34:08] 是的
[05:34:08--05:34:09] 但我觉得
[05:34:09--05:34:11] 我觉得Yang是一个人真的是
[05:34:11--05:34:12] 对
[05:34:12--05:34:15] 他也能够去扭曲reality field
[05:34:15--05:34:17] 我觉得他非常厉害
[05:34:17--05:34:21] 每次我开始对一些事情有所怀疑
[05:34:21--05:34:23] 然后我都会愿意找他聊一聊
[05:34:23--05:34:25] 他很容易
[05:34:25--05:34:26] 就让他身边的人
[05:34:26--05:34:28] 至少我是这么感觉的
[05:34:28--05:34:30] 感受到某种宁静
[05:34:30--05:34:31] 感受到觉得
[05:34:31--05:34:33] 这些challenge不是challenge
[05:34:33--05:34:35] 前方的路一片光明
[05:34:35--05:34:37] 他是有这样的能力
[05:34:37--05:34:40] 当然他的research的vision
[05:34:40--05:34:43] 我觉得我也非常非常敬佩
[05:34:43--05:34:44] 我刚刚说了很多
[05:34:44--05:34:45] 比如说什么是word model
[05:34:45--05:34:47] 为什么要filter这个信息
[05:34:47--05:34:50] 这个本质也是Japa
[05:34:50--05:34:52] 他提出的Japa思想的一个内核
[05:34:52--05:34:54] 就是说你不能做generate model
[05:34:54--05:34:55] 你不能把所有东西都记住
[05:34:55--05:34:56] 都重建出来
[05:34:56--05:34:59] 你需要在一个abstract representation space
[05:34:59--05:35:03] 一个抽象的表征空间里面去做预测
[05:35:03--05:35:05] 这是Japa的内核
[05:35:05--05:35:07] 但我想说这件事情是Yang
[05:35:07--05:35:09] 我觉得还是蛮知情合一的
[05:35:09--05:35:12] 他这个人本身蛮Japa的
[05:35:12--05:35:16] 就是他一贯之的在坚持他的很多
[05:35:16--05:35:19] 逻辑和他认为正确的事情
[05:35:19--05:35:22] 这件事情是不受到外界的压力的
[05:35:22--05:35:24] 任何事情的干扰
[05:35:24--05:35:28] 但这件事情不代表他完全是一个固执的
[05:35:28--05:35:30] 听不进去任何话的人
[05:35:30--05:35:32] 其实也不是这样
[05:35:32--05:35:34] 他有些时候他错了
[05:35:34--05:35:36] 有些时候他对了
[05:35:36--05:35:38] 他大部分时候是对的
[05:35:38--05:35:40] 但他其实是能听进去大家说的话的
[05:35:40--05:35:42] 并且他也说过
[05:35:42--05:35:44] 之前有一个新闻稿
[05:35:44--05:35:47] 说Yang can't be moved
[05:35:47--05:35:50] Yang LeCun永远不能被移动
[05:35:50--05:35:51] 谁也不能
[05:35:51--05:35:52] 对
[05:35:52--05:35:53] 移动他
[05:35:53--05:35:55] 就是要固执
[05:35:55--05:35:56] 对
[05:35:56--05:35:57] 就是说他在固执
[05:35:57--05:35:58] Yang说
[05:35:58--05:36:00] 我完全可以被移动
[05:36:00--05:36:02] 完全可以被移动
[05:36:02--05:36:05] 但我需要基于事实来被移动
[05:36:05--05:36:10] 而不是一些人告诉我
[05:36:10--05:36:11] 应该怎么做
[05:36:11--05:36:12] 我去怎么做
[05:36:12--05:36:13] 我才会移动
[05:36:13--05:36:15] 所以当初在Meta的时候
[05:36:15--05:36:19] 其实也有很多人告诉他说
[05:36:19--05:36:21] 我们现在Meta要去做
[05:36:21--05:36:23] 我们要做很多这些事情
[05:36:23--05:36:24] 我们要做很多这些事情
[05:36:24--05:36:26] 你不能在外面再说这些话了
[05:36:26--05:36:27] 对吧
[05:36:27--05:36:31] 你不能说天天dece这个logical model of work
[05:36:31--05:36:34] Yang完全不能接受
[05:36:34--05:36:35] Yang说
[05:36:35--05:36:38] 我作为一个科学家的正直
[05:36:38--05:36:42] My integrity as a scientist
[05:36:42--05:36:44] cannot accept this
[05:36:44--05:36:46] 所以我觉得这件事情我也很敬佩
[05:36:46--05:36:50] 我觉得他真的他说的话
[05:36:50--05:36:54] 不是因为现在什么东西成为了一个热点
[05:36:54--05:36:56] 他还是这么说的
[05:36:56--05:36:57] 都可以追问溯源
[05:36:57--05:36:58] 对吧
[05:36:58--05:36:59] 包括他在讲word model这件事情
[05:36:59--05:37:02] 也不是最近word model火了才说的
[05:37:02--05:37:04] 也是很多年前
[05:37:04--05:37:06] 他就已经在提这件事了
[05:37:06--05:37:08] 他还有一个很好的论文
[05:37:08--05:37:11] 我真的推荐给我身边的每个人去看
[05:37:11--05:37:13] 就是叫做
[05:37:13--05:37:17] The path to autonomous intelligence
[05:37:17--05:37:18] 对
[05:37:18--05:37:19] 他一个position paper
[05:37:19--05:37:21] 也是一个关键性的论文
[05:37:21--05:37:23] 然后这时候你就会发现
[05:37:23--05:37:26] 他思想里面还是有很多的layer的
[05:37:26--05:37:28] 这个layer其实
[05:37:28--05:37:31] 又是以一种非常工程化
[05:37:31--05:37:33] 可实现的
[05:37:33--05:37:35] 或者说数学化的表达
[05:37:35--05:37:36] 把它罗列在这了
[05:37:36--05:37:37] 所以你看他
[05:37:37--05:37:38] 别人问他说
[05:37:38--05:37:41] Yang这个word model到底是什么时候
[05:37:41--05:37:42] 他从来不会说
[05:37:42--05:37:45] 一些比较high level的这种
[05:37:45--05:37:47] 相对来说比较
[05:37:47--05:37:49] 比较虚无的这种概念
[05:37:49--05:37:52] 他永远要给你写公式的
[05:37:52--05:37:53] 他永远会
[05:37:53--05:37:54] 现在也会
[05:37:54--05:37:55] 现在也会
[05:37:55--05:37:58] 而且他现在每个星期也会有一天在NYU
[05:37:58--05:37:59] 然后还是要带自己的group
[05:37:59--05:38:01] 还是会开组会的
[05:38:01--05:38:02] 开组会的时候
[05:38:02--05:38:04] 就是要走到白板面前
[05:38:04--05:38:06] 然后给大家写个推公式
[05:38:06--05:38:08] 一点点推
[05:38:08--05:38:09] highly technical
[05:38:09--05:38:11] very very very technical
[05:38:11--05:38:13] 你们两个的分工是什么
[05:38:13--05:38:16] Yang是executive chairman
[05:38:16--05:38:19] 所以他其实更像是我们这时候
[05:38:19--05:38:20] 大船的船长
[05:38:20--05:38:23] 我跟他这件事情我也跟他聊过
[05:38:23--05:38:25] 谁是船长
[05:38:25--05:38:26] 他是船长
[05:38:26--05:38:27] 我不是聊谁是船长
[05:38:27--05:38:29] 我不想当船长
[05:38:29--05:38:32] 但他一方面讲说
[05:38:32--05:38:33] 他很不希望
[05:38:33--05:38:35] 希望管理这些operation level的事情
[05:38:35--05:38:37] 他不是一个好CEO
[05:38:37--05:38:38] 但一方面我觉得
[05:38:38--05:38:39] 你也不是
[05:38:39--05:38:40] 我可能也不是
[05:38:40--05:38:42] 但我又觉得他是一个
[05:38:42--05:38:44] 很有智慧的一个管理者
[05:38:44--05:38:46] 他给我举这样一个例子
[05:38:46--05:38:48] 他说他的管理的思路
[05:38:48--05:38:52] 就像在划帆船一样
[05:38:52--05:38:53] 这件事情
[05:38:53--05:38:54] by the way是他的一个好比之一
[05:38:54--05:38:57] 我等一下可以聊聊他的其他的有趣的事情
[05:38:57--05:38:58] 但他有一个好比
[05:38:58--05:39:01] 他马上3月又要去加勒比海上面去划帆船了
[05:39:01--05:39:03] 他说他的管理模式是说
[05:39:03--05:39:06] 给予每个人足够多的信任
[05:39:06--05:39:09] 让他们做自己该做的事情
[05:39:09--05:39:12] 但是一旦出现了一些波折
[05:39:12--05:39:14] 一旦我们需要
[05:39:14--05:39:16] 校正一些东西的时候
[05:39:16--05:39:18] 他会及时的
[05:39:18--05:39:20] as early as possible
[05:39:20--05:39:22] 尽可能早的去做这样的调整
[05:39:22--05:39:23] 对吧
[05:39:23--05:39:24] 但在此之前
[05:39:24--05:39:26] trust everyone to do their work
[05:39:26--05:39:29] 就是相信每个人去做他们在
[05:39:29--05:39:31] 擅长做的事情
[05:39:31--05:39:33] 我觉得这就是样的定位
[05:39:33--05:39:35] 他是这个公司的一个
[05:39:35--05:39:37] 一方面是某种精神领袖
[05:39:37--05:39:39] 但另一方面也是
[05:39:39--05:39:43] 大海航行靠舵手
[05:39:43--05:39:44] 他也是
[05:39:44--05:39:47] 他也有这种船长的身份在这
[05:39:47--05:39:48] 对
[05:39:48--05:39:49] 然后
[05:39:49--05:39:51] 但我觉得我对他的
[05:39:51--05:39:53] 对我觉得
[05:39:53--05:39:55] 我真正让我觉得
[05:39:55--05:39:57] 我很喜欢跟这个人共事
[05:39:57--05:39:59] 还是更多personal的原因
[05:39:59--05:40:00] 因为我们刚才也聊了
[05:40:00--05:40:01] 很多这些decision其实
[05:40:01--05:40:03] 不是纯逻辑性的决定
[05:40:03--05:40:06] 有时候还是要看气场是否相投
[05:40:06--05:40:08] 都是人的原因
[05:40:08--05:40:09] 都是人的原因
[05:40:09--05:40:12] 像一样我觉得他虽然真的是大佬
[05:40:12--05:40:15] 但你会经常看到他在会场上面
[05:40:15--05:40:16] 拿着一个手机
[05:40:16--05:40:17] 跟所有人拍一张自拍
[05:40:17--05:40:20] 拍张合影
[05:40:20--05:40:23] 然后私下里面他也是一个
[05:40:23--05:40:25] 蛮纯净然后温暖的人
[05:40:25--05:40:26] 对
[05:40:26--05:40:28] 然后跟他在一起
[05:40:28--05:40:29] 主要是
[05:40:29--05:40:31] 我不会有这种畏惧感吧
[05:40:31--05:40:33] 虽然他可能对吧高高在上
[05:40:33--05:40:34] 功成名就
[05:40:34--05:40:35] 然后
[05:40:35--05:40:37] 但我不会担心
[05:40:37--05:40:39] 我说了一句错话
[05:40:39--05:40:41] 惹得他不高兴
[05:40:41--05:40:43] 这件事情我觉得其实还是蛮难得的
[05:40:43--05:40:46] 尤其在他的这种身份跟地位
[05:40:46--05:40:47] 来看
[05:40:47--05:40:51] 然后我可以或者说包括这个公司里面所有的人
[05:40:51--05:40:53] 都可以很直白的告诉他说
[05:40:53--05:40:55] 这件事情我是怎么思考的
[05:40:55--05:40:57] 我觉得你说的对
[05:40:57--05:40:58] 或者你说的不对
[05:40:58--05:41:00] 但我们一起来讨论应该
[05:41:00--05:41:02] 以什么样的方式进行下去
[05:41:02--05:41:04] 可以对这个公司最有利
[05:41:04--05:41:07] 我觉得这件事情其实也非常难得
[05:41:07--05:41:08] 对
[05:41:08--05:41:10] 你们介绍一下你们到目前为止
[05:41:10--05:41:13] 在资本上在团队上的进展
[05:41:13--05:41:15] 当然我们这个时候发的时候
[05:41:15--05:41:18] 就已经是你们announce之后了
[05:41:18--05:41:19] 是的
[05:41:19--05:41:20] 对
[05:41:20--05:41:22] 我觉得资本上
[05:41:22--05:41:23] 对这个没办法
[05:41:23--05:41:25] 我的世界模型不足以支持我
[05:41:25--05:41:26] 给这样的预测
[05:41:26--05:41:30] 但是我们target可能会是差不多一个billion吧
[05:41:30--05:41:31] 对
[05:41:31--05:41:32] 如果不对的话
[05:41:32--05:41:34] 我们只能剪掉了
[05:41:34--05:41:37] 然后
[05:41:37--05:41:39] 然后人员的配比上面
[05:41:39--05:41:42] 然后我们会有很多小伙伴
[05:41:42--05:41:44] 志同道合的伙伴一起加入这个公司
[05:41:44--05:41:48] 所以我们一开始会有25人左右的一个初始的团队
[05:41:48--05:41:50] 然后我们希望逐渐去grow这个团队
[05:41:50--05:41:51] 我们不想太快
[05:41:51--05:41:52] 但也不希望太慢
[05:41:52--05:41:53] 对
[05:41:53--05:41:55] 然后这一面其实就有很多
[05:41:55--05:41:58] 我觉得这也是一个
[05:41:58--05:42:00] 我觉得创业的魔力
[05:42:00--05:42:04] 因为我之前比如在大城里面也会refer一些
[05:42:04--05:42:06] 我的这些过去的朋友
[05:42:06--05:42:07] 我的学生
[05:42:07--05:42:08] 然后一起到这个公司一面
[05:42:08--05:42:11] 但完全不是一个事情
[05:42:11--05:42:14] 大家去个不同team做自己的事情
[05:42:14--05:42:17] 但来创业之后我会发现
[05:42:17--05:42:19] 真的可以把
[05:42:19--05:42:21] 大家聚拢到一起
[05:42:21--05:42:23] 然后找到这样一个mission
[05:42:23--05:42:25] 然后这件事情我觉得
[05:42:25--05:42:27] 太有意思了
[05:42:27--05:42:29] 然后这件事情其实我自己也很感动
[05:42:29--05:42:32] 因为我们有好几个朋友
[05:42:32--05:42:34] 然后他们其实
[05:42:34--05:42:35] 比如说都有
[05:42:35--05:42:38] 好几千万的open eye的invested stock
[05:42:38--05:42:39] 他们从open eye来
[05:42:39--05:42:41] 然后会有在比如说
[05:42:41--05:42:42] 在google
[05:42:42--05:42:44] 也有好几
[05:42:44--05:42:47] 这种
[05:42:47--05:42:48] 不是在google
[05:42:48--05:42:49] 在meta也有这种
[05:42:49--05:42:50] 15个million
[05:42:50--05:42:52] 20million的这样的offer
[05:42:52--05:42:53] 对
[05:42:53--05:42:56] 然后大家好像想都不想
[05:42:56--05:42:57] 然后就放弃了
[05:42:57--05:42:58] 然后加入我们
[05:42:58--05:42:59] 为什么
[05:42:59--05:43:02] 我觉得还是说
[05:43:02--05:43:04] 我们脑子可能都
[05:43:04--05:43:06] 缺根筋吧
[05:43:06--05:43:08] 觉得好像
[05:43:08--05:43:11] 对你总之是你要考虑的是
[05:43:11--05:43:12] 一边是research
[05:43:12--05:43:13] 一边是
[05:43:13--05:43:16] 某些financial的outcome
[05:43:16--05:43:17] 对吧
[05:43:17--05:43:18] 当然我觉得
[05:43:18--05:43:20] 一个创业公司最后做成的话
[05:43:20--05:43:22] 它的upside也是很大的financially
[05:43:22--05:43:23] 至少现在开始
[05:43:23--05:43:26] 我觉得大部分人还是很mission driven
[05:43:26--05:43:27] 对
[05:43:27--05:43:28] 然后大家还是相信
[05:43:28--05:43:29] 这是唯一一个地方
[05:43:29--05:43:31] 我们可以做这件事情
[05:43:31--05:43:34] 你们现在已经开始考虑商业模式了吗
[05:43:34--05:43:37] 我觉得之所以要融这些钱
[05:43:37--05:43:40] 可能也是希望能够减少一点
[05:43:40--05:43:41] 这些压力
[05:43:41--05:43:42] 但是当然了
[05:43:42--05:43:44] 这是一个serious的company
[05:43:44--05:43:45] 所以我们的CEO
[05:43:45--05:43:48] 都在每天花很大的精力去考虑
[05:43:48--05:43:51] 商业模式的事情
[05:43:51--05:43:52] 对
[05:43:52--05:43:53] 然后
[05:43:53--05:43:56] 我能不能回过去再讲一讲要
[05:43:56--05:43:58] 好
[05:43:58--05:43:59] 对
[05:43:59--05:44:00] 这我看怎么调整一下
[05:44:00--05:44:01] 但我觉得我刚刚说
[05:44:01--05:44:03] 其实气质相投这件事情
[05:44:03--05:44:06] 其实完全不是一个商业decision
[05:44:06--05:44:07] 然后我觉得
[05:44:07--05:44:10] 符合你的玄学一贯选择方式
[05:44:10--05:44:11] 当然
[05:44:11--05:44:13] 考虑比如说
[05:44:13--05:44:14] 同时比起来
[05:44:14--05:44:15] 我也会有些其他的机会
[05:44:15--05:44:18] 这些机会可能也会有much better
